cause,age,month,dead
Multiple cause of death C00-C97,95,2003-09,629
Multiple cause of death C00-C97,95,2003-10,687
Multiple cause of death C00-C97,95,2003-11,641
Multiple cause of death C00-C97,95,2003-12,747
Multiple cause of death C00-C97,95,2004-01,738
Multiple cause of death C00-C97,95,2004-02,641
Multiple cause of death C00-C97,95,2004-03,678
Multiple cause of death C00-C97,95,2004-04,625
Multiple cause of death C00-C97,95,2004-05,601
Multiple cause of death C00-C97,95,2004-06,606
Multiple cause of death C00-C97,95,2004-07,603
Multiple cause of death C00-C97,95,2004-08,591
Multiple cause of death C00-C97,95,2004-09,620
Multiple cause of death C00-C97,95,2004-10,629
Multiple cause of death C00-C97,95,2004-11,640
Multiple cause of death C00-C97,95,2004-12,685
Multiple cause of death C00-C97,95,2005-01,696
Multiple cause of death C00-C97,95,2005-02,639
Multiple cause of death C00-C97,95,2005-03,734
Multiple cause of death C00-C97,95,2005-04,684
Multiple cause of death C00-C97,95,2005-05,650
Multiple cause of death C00-C97,95,2005-06,617
Multiple cause of death C00-C97,95,2005-07,618
Multiple cause of death C00-C97,95,2005-08,667
Multiple cause of death C00-C97,95,2005-09,644
Multiple cause of death C00-C97,95,2005-10,692
Multiple cause of death C00-C97,95,2005-11,683
Multiple cause of death C00-C97,95,2005-12,708
Multiple cause of death C00-C97,95,2006-01,742
Multiple cause of death C00-C97,95,2006-02,662
Multiple cause of death C00-C97,95,2006-03,745
Multiple cause of death C00-C97,95,2006-04,651
Multiple cause of death C00-C97,95,2006-05,727
Multiple cause of death C00-C97,95,2006-06,594
Multiple cause of death C00-C97,95,2006-07,671
Multiple cause of death C00-C97,95,2006-08,615
Multiple cause of death C00-C97,95,2006-09,638
Multiple cause of death C00-C97,95,2006-10,734
Multiple cause of death C00-C97,95,2006-11,751
Multiple cause of death C00-C97,95,2006-12,686
Multiple cause of death C00-C97,95,2007-01,760
Multiple cause of death C00-C97,95,2007-02,678
Multiple cause of death C00-C97,95,2007-03,739
Multiple cause of death C00-C97,95,2007-04,678
Multiple cause of death C00-C97,95,2007-05,681
Multiple cause of death C00-C97,95,2007-06,664
Multiple cause of death C00-C97,95,2007-07,632
Multiple cause of death C00-C97,95,2007-08,638
Multiple cause of death C00-C97,95,2007-09,708
Multiple cause of death C00-C97,95,2007-10,696
Multiple cause of death C00-C97,95,2007-11,709
Multiple cause of death C00-C97,95,2007-12,790
Multiple cause of death C00-C97,95,2008-01,749
Multiple cause of death C00-C97,95,2008-02,747
Multiple cause of death C00-C97,95,2008-03,807
Multiple cause of death C00-C97,95,2008-04,675
Multiple cause of death C00-C97,95,2008-05,673
Multiple cause of death C00-C97,95,2008-06,692
Multiple cause of death C00-C97,95,2008-07,668
Multiple cause of death C00-C97,95,2008-08,670
Multiple cause of death C00-C97,95,2008-09,638
Multiple cause of death C00-C97,95,2008-10,741
Multiple cause of death C00-C97,95,2008-11,708
Multiple cause of death C00-C97,95,2008-12,766
Multiple cause of death C00-C97,95,2009-01,746
Multiple cause of death C00-C97,95,2009-02,705
Multiple cause of death C00-C97,95,2009-03,754
Multiple cause of death C00-C97,95,2009-04,749
Multiple cause of death C00-C97,95,2009-05,725
Multiple cause of death C00-C97,95,2009-06,643
Multiple cause of death C00-C97,95,2009-07,687
Multiple cause of death C00-C97,95,2009-08,719
Multiple cause of death C00-C97,95,2009-09,701
Multiple cause of death C00-C97,95,2009-10,752
Multiple cause of death C00-C97,95,2009-11,743
Multiple cause of death C00-C97,95,2009-12,785
Multiple cause of death C00-C97,95,2010-01,804
Multiple cause of death C00-C97,95,2010-02,715
Multiple cause of death C00-C97,95,2010-03,783
Multiple cause of death C00-C97,95,2010-04,750
Multiple cause of death C00-C97,95,2010-05,743
Multiple cause of death C00-C97,95,2010-06,754
Multiple cause of death C00-C97,95,2010-07,763
Multiple cause of death C00-C97,95,2010-08,793
Multiple cause of death C00-C97,95,2010-09,765
Multiple cause of death C00-C97,95,2010-10,779
Multiple cause of death C00-C97,95,2010-11,790
Multiple cause of death C00-C97,95,2010-12,830
Multiple cause of death C00-C97,95,2011-01,902
Multiple cause of death C00-C97,95,2011-02,773
Multiple cause of death C00-C97,95,2011-03,773
Multiple cause of death C00-C97,95,2011-04,706
Multiple cause of death C00-C97,95,2011-05,744
Multiple cause of death C00-C97,95,2011-06,732
Multiple cause of death C00-C97,95,2011-07,797
Multiple cause of death C00-C97,95,2011-08,782
Multiple cause of death C00-C97,95,2011-09,741
Multiple cause of death C00-C97,95,2011-10,838
Multiple cause of death C00-C97,95,2011-11,833
Multiple cause of death C00-C97,95,2011-12,791
Multiple cause of death C00-C97,95,2012-01,857
Multiple cause of death C00-C97,95,2012-02,800
Multiple cause of death C00-C97,95,2012-03,862
Multiple cause of death C00-C97,95,2012-04,776
Multiple cause of death C00-C97,95,2012-05,798
Multiple cause of death C00-C97,95,2012-06,817
Multiple cause of death C00-C97,95,2012-07,790
Multiple cause of death C00-C97,95,2012-08,807
Multiple cause of death C00-C97,95,2012-09,805
Multiple cause of death C00-C97,95,2012-10,816
Multiple cause of death C00-C97,95,2012-11,805
Multiple cause of death C00-C97,95,2012-12,877
Multiple cause of death C00-C97,95,2013-01,916
Multiple cause of death C00-C97,95,2013-02,788
Multiple cause of death C00-C97,95,2013-03,836
Multiple cause of death C00-C97,95,2013-04,796
Multiple cause of death C00-C97,95,2013-05,778
Multiple cause of death C00-C97,95,2013-06,812
Multiple cause of death C00-C97,95,2013-07,803
Multiple cause of death C00-C97,95,2013-08,831
Multiple cause of death C00-C97,95,2013-09,813
Multiple cause of death C00-C97,95,2013-10,882
Multiple cause of death C00-C97,95,2013-11,806
Multiple cause of death C00-C97,95,2013-12,819
Multiple cause of death C00-C97,95,2014-01,945
Multiple cause of death C00-C97,95,2014-02,763
Multiple cause of death C00-C97,95,2014-03,853
Multiple cause of death C00-C97,95,2014-04,846
Multiple cause of death C00-C97,95,2014-05,828
Multiple cause of death C00-C97,95,2014-06,838
Multiple cause of death C00-C97,95,2014-07,813
Multiple cause of death C00-C97,95,2014-08,819
Multiple cause of death C00-C97,95,2014-09,798
Multiple cause of death C00-C97,95,2014-10,909
Multiple cause of death C00-C97,95,2014-11,920
Multiple cause of death C00-C97,95,2014-12,909
Multiple cause of death C00-C97,95,2015-01,1050
Multiple cause of death C00-C97,95,2015-02,876
Multiple cause of death C00-C97,95,2015-03,935
Multiple cause of death C00-C97,95,2015-04,915
Multiple cause of death C00-C97,95,2015-05,866
Multiple cause of death C00-C97,95,2015-06,866
Multiple cause of death C00-C97,95,2015-07,842
Multiple cause of death C00-C97,95,2015-08,888
Multiple cause of death C00-C97,95,2015-09,894
Multiple cause of death C00-C97,95,2015-10,887
Multiple cause of death C00-C97,95,2015-11,925
Multiple cause of death C00-C97,95,2015-12,908
Multiple cause of death C00-C97,95,2016-01,971
Multiple cause of death C00-C97,95,2016-02,910
Multiple cause of death C00-C97,95,2016-03,962
Multiple cause of death C00-C97,95,2016-04,885
Multiple cause of death C00-C97,95,2016-05,956
Multiple cause of death C00-C97,95,2016-06,896
Multiple cause of death C00-C97,95,2016-07,924
Multiple cause of death C00-C97,95,2016-08,896
Multiple cause of death C00-C97,95,2016-09,913
Multiple cause of death C00-C97,95,2016-10,1024
Multiple cause of death C00-C97,95,2016-11,1001
Multiple cause of death C00-C97,95,2016-12,1078
Multiple cause of death C00-C97,95,2017-01,1135
Multiple cause of death C00-C97,95,2017-02,982
Multiple cause of death C00-C97,95,2017-03,1027
Multiple cause of death C00-C97,95,2017-04,980
Multiple cause of death C00-C97,95,2017-05,1041
Multiple cause of death C00-C97,95,2017-06,907
Multiple cause of death C00-C97,95,2017-07,998
Multiple cause of death C00-C97,95,2017-08,978
Multiple cause of death C00-C97,95,2017-09,1003
Multiple cause of death C00-C97,95,2017-10,1029
Multiple cause of death C00-C97,95,2017-11,1058
Multiple cause of death C00-C97,95,2017-12,1057
Multiple cause of death C00-C97,95,2018-01,1176
Multiple cause of death C00-C97,95,2018-02,1024
Multiple cause of death C00-C97,95,2018-03,1073
Multiple cause of death C00-C97,95,2018-04,1021
Multiple cause of death C00-C97,95,2018-05,1033
Multiple cause of death C00-C97,95,2018-06,977
Multiple cause of death C00-C97,95,2018-07,1017
Multiple cause of death C00-C97,95,2018-08,1064
Multiple cause of death C00-C97,95,2018-09,1003
Multiple cause of death C00-C97,95,2018-10,1064
Multiple cause of death C00-C97,95,2018-11,1058
Multiple cause of death C00-C97,95,2018-12,1130
Multiple cause of death C00-C97,95,2019-01,1102
Multiple cause of death C00-C97,95,2019-02,975
Multiple cause of death C00-C97,95,2019-03,1108
Multiple cause of death C00-C97,95,2019-04,1131
Multiple cause of death C00-C97,95,2019-05,1134
Multiple cause of death C00-C97,95,2019-06,1068
Multiple cause of death C00-C97,95,2019-07,1073
Multiple cause of death C00-C97,95,2019-08,1084
Multiple cause of death C00-C97,95,2019-09,1049
Multiple cause of death C00-C97,95,2019-10,1164
Multiple cause of death C00-C97,95,2019-11,1153
Multiple cause of death C00-C97,95,2019-12,1105
Multiple cause of death C00-C97,95,2020-01,1205
Multiple cause of death C00-C97,95,2020-02,1065
Multiple cause of death C00-C97,95,2020-03,1154
Multiple cause of death C00-C97,95,2020-04,1178
Multiple cause of death C00-C97,95,2020-05,1119
Multiple cause of death C00-C97,95,2020-06,965
Multiple cause of death C00-C97,95,2020-07,1136
Multiple cause of death C00-C97,95,2020-08,1192
Multiple cause of death C00-C97,95,2020-09,1077
Multiple cause of death C00-C97,95,2020-10,1203
Multiple cause of death C00-C97,95,2020-11,1191
Multiple cause of death C00-C97,95,2020-12,1267
Multiple cause of death C00-C97,95,2021-01,1322
Multiple cause of death C00-C97,95,2021-02,1055
Multiple cause of death C00-C97,95,2021-03,1066
Multiple cause of death C00-C97,95,2021-04,1044
Multiple cause of death C00-C97,95,2021-05,1064
Multiple cause of death C00-C97,95,2021-06,1084
Multiple cause of death C00-C97,95,2021-07,1093
Multiple cause of death C00-C97,95,2021-08,1179
Multiple cause of death C00-C97,95,2021-09,1130
Multiple cause of death C00-C97,95,2021-10,1170
Multiple cause of death C00-C97,95,2021-11,1213
Multiple cause of death C00-C97,95,2021-12,1277
Multiple cause of death C00-C97,95,2022-01,1292
Multiple cause of death C00-C97,95,2022-02,1082
Multiple cause of death C00-C97,95,2022-03,1103
Multiple cause of death C00-C97,95,2022-04,1033
Multiple cause of death C00-C97,95,2022-05,1136
Multiple cause of death C00-C97,95,2022-06,1101
Multiple cause of death C00-C97,95,2022-07,1145
Multiple cause of death C00-C97,95,2022-08,1208
Multiple cause of death C00-C97,95,2022-09,1117
Multiple cause of death C00-C97,95,2022-10,1142
Multiple cause of death C00-C97,95,2022-11,1196
Multiple cause of death C00-C97,95,2022-12,1235
Multiple cause of death C00-C97,95,2023-01,1227
Multiple cause of death C00-C97,95,2023-02,1109
Multiple cause of death C00-C97,95,2023-03,1208
Multiple cause of death C00-C97,95,2023-04,1107
Multiple cause of death C00-C97,95,2023-05,1118
Multiple cause of death C00-C97,95,2023-06,1080
Multiple cause of death C00-C97,95,2023-07,1095
Multiple cause of death C00-C97,95,2023-08,1088
Multiple cause of death C00-C97,95,2023-09,1174
Multiple cause of death C00-C97,95,2023-10,1217
Multiple cause of death C00-C97,95,2023-11,1122
Multiple cause of death C00-C97,95,2023-12,1166
Multiple cause of death C00-C97,95,2024-01,1246
Multiple cause of death C00-C97,95,2024-02,1086
Multiple cause of death C00-C97,95,2024-03,1206
Multiple cause of death C00-C97,95,2024-04,1172
Multiple cause of death C00-C97,95,2024-05,1137
Multiple cause of death C00-C97,95,2024-06,1122
Multiple cause of death C00-C97,95,2024-07,1079
Multiple cause of death C00-C97,95,2024-08,1102
Multiple cause of death C00-C97,95,2024-09,176
Multiple cause of death C00-C97,100,1999-01,82
Multiple cause of death C00-C97,100,1999-02,104
Multiple cause of death C00-C97,100,1999-03,104
Multiple cause of death C00-C97,100,1999-04,89
Multiple cause of death C00-C97,100,1999-05,74
Multiple cause of death C00-C97,100,1999-06,95
Multiple cause of death C00-C97,100,1999-07,100
Multiple cause of death C00-C97,100,1999-08,81
Multiple cause of death C00-C97,100,1999-09,74
Multiple cause of death C00-C97,100,1999-10,84
Multiple cause of death C00-C97,100,1999-11,89
Multiple cause of death C00-C97,100,1999-12,117
Multiple cause of death C00-C97,100,2000-01,116
Multiple cause of death C00-C97,100,2000-02,97
Multiple cause of death C00-C97,100,2000-03,73
Multiple cause of death C00-C97,100,2000-04,83
Multiple cause of death C00-C97,100,2000-05,93
Multiple cause of death C00-C97,100,2000-06,74
Multiple cause of death C00-C97,100,2000-07,80
Multiple cause of death C00-C97,100,2000-08,80
Multiple cause of death C00-C97,100,2000-09,99
Multiple cause of death C00-C97,100,2000-10,87
Multiple cause of death C00-C97,100,2000-11,94
Multiple cause of death C00-C97,100,2000-12,111
Multiple cause of death C00-C97,100,2001-01,94
Multiple cause of death C00-C97,100,2001-02,96
Multiple cause of death C00-C97,100,2001-03,93
Multiple cause of death C00-C97,100,2001-04,95
Multiple cause of death C00-C97,100,2001-05,69
Multiple cause of death C00-C97,100,2001-06,90
Multiple cause of death C00-C97,100,2001-07,91
Multiple cause of death C00-C97,100,2001-08,84
Multiple cause of death C00-C97,100,2001-09,78
Multiple cause of death C00-C97,100,2001-10,84
Multiple cause of death C00-C97,100,2001-11,91
Multiple cause of death C00-C97,100,2001-12,84
Multiple cause of death C00-C97,100,2002-01,113
Multiple cause of death C00-C97,100,2002-02,86
Multiple cause of death C00-C97,100,2002-03,105
Multiple cause of death C00-C97,100,2002-04,83
Multiple cause of death C00-C97,100,2002-05,91
Multiple cause of death C00-C97,100,2002-06,82
Multiple cause of death C00-C97,100,2002-07,86
Multiple cause of death C00-C97,100,2002-08,79
Multiple cause of death C00-C97,100,2002-09,83
Multiple cause of death C00-C97,100,2002-10,112
Multiple cause of death C00-C97,100,2002-11,100
Multiple cause of death C00-C97,100,2002-12,90
Multiple cause of death C00-C97,100,2003-01,111
Multiple cause of death C00-C97,100,2003-02,100
Multiple cause of death C00-C97,100,2003-03,77
Multiple cause of death C00-C97,100,2003-04,86
Multiple cause of death C00-C97,100,2003-05,93
Multiple cause of death C00-C97,100,2003-06,81
Multiple cause of death C00-C97,100,2003-07,81
Multiple cause of death C00-C97,100,2003-08,93
Multiple cause of death C00-C97,100,2003-09,84
Multiple cause of death C00-C97,100,2003-10,83
Multiple cause of death C00-C97,100,2003-11,112
Multiple cause of death C00-C97,100,2003-12,100
Multiple cause of death C00-C97,100,2004-01,103
Multiple cause of death C00-C97,100,2004-02,107
Multiple cause of death C00-C97,100,2004-03,88
Multiple cause of death C00-C97,100,2004-04,100
Multiple cause of death C00-C97,100,2004-05,86
Multiple cause of death C00-C97,100,2004-06,81
Multiple cause of death C00-C97,100,2004-07,84
Multiple cause of death C00-C97,100,2004-08,98
Multiple cause of death C00-C97,100,2004-09,83
Multiple cause of death C00-C97,100,2004-10,88
Multiple cause of death C00-C97,100,2004-11,90
Multiple cause of death C00-C97,100,2004-12,107
Multiple cause of death C00-C97,100,2005-01,90
Multiple cause of death C00-C97,100,2005-02,93
Multiple cause of death C00-C97,100,2005-03,101
Multiple cause of death C00-C97,100,2005-04,83
Multiple cause of death C00-C97,100,2005-05,86
Multiple cause of death C00-C97,100,2005-06,79
Multiple cause of death C00-C97,100,2005-07,70
Multiple cause of death C00-C97,100,2005-08,90
Multiple cause of death C00-C97,100,2005-09,93
Multiple cause of death C00-C97,100,2005-10,97
Multiple cause of death C00-C97,100,2005-11,99
Multiple cause of death C00-C97,100,2005-12,96
Multiple cause of death C00-C97,100,2006-01,111
Multiple cause of death C00-C97,100,2006-02,76
Multiple cause of death C00-C97,100,2006-03,94
Multiple cause of death C00-C97,100,2006-04,99
Multiple cause of death C00-C97,100,2006-05,86
Multiple cause of death C00-C97,100,2006-06,97
Multiple cause of death C00-C97,100,2006-07,92
Multiple cause of death C00-C97,100,2006-08,78
Multiple cause of death C00-C97,100,2006-09,91
Multiple cause of death C00-C97,100,2006-10,102
Multiple cause of death C00-C97,100,2006-11,98
Multiple cause of death C00-C97,100,2006-12,90
Multiple cause of death C00-C97,100,2007-01,117
Multiple cause of death C00-C97,100,2007-02,76
Multiple cause of death C00-C97,100,2007-03,96
Multiple cause of death C00-C97,100,2007-04,98
Multiple cause of death C00-C97,100,2007-05,92
Multiple cause of death C00-C97,100,2007-06,99
Multiple cause of death C00-C97,100,2007-07,86
Multiple cause of death C00-C97,100,2007-08,93
Multiple cause of death C00-C97,100,2007-09,75
Multiple cause of death C00-C97,100,2007-10,93
Multiple cause of death C00-C97,100,2007-11,131
Multiple cause of death C00-C97,100,2007-12,87
Multiple cause of death C00-C97,100,2008-01,111
Multiple cause of death C00-C97,100,2008-02,122
Multiple cause of death C00-C97,100,2008-03,97
Multiple cause of death C00-C97,100,2008-04,98
Multiple cause of death C00-C97,100,2008-05,114
Multiple cause of death C00-C97,100,2008-06,91
Multiple cause of death C00-C97,100,2008-07,89
Multiple cause of death C00-C97,100,2008-08,89
Multiple cause of death C00-C97,100,2008-09,90
Multiple cause of death C00-C97,100,2008-10,100
Multiple cause of death C00-C97,100,2008-11,112
Multiple cause of death C00-C97,100,2008-12,104
Multiple cause of death C00-C97,100,2009-01,91
Multiple cause of death C00-C97,100,2009-02,93
Multiple cause of death C00-C97,100,2009-03,100
Multiple cause of death C00-C97,100,2009-04,81
Multiple cause of death C00-C97,100,2009-05,96
Multiple cause of death C00-C97,100,2009-06,91
Multiple cause of death C00-C97,100,2009-07,83
Multiple cause of death C00-C97,100,2009-08,84
Multiple cause of death C00-C97,100,2009-09,90
Multiple cause of death C00-C97,100,2009-10,106
Multiple cause of death C00-C97,100,2009-11,107
Multiple cause of death C00-C97,100,2009-12,109
Multiple cause of death C00-C97,100,2010-01,98
Multiple cause of death C00-C97,100,2010-02,91
Multiple cause of death C00-C97,100,2010-03,101
Multiple cause of death C00-C97,100,2010-04,96
Multiple cause of death C00-C97,100,2010-05,104
Multiple cause of death C00-C97,100,2010-06,92
Multiple cause of death C00-C97,100,2010-07,96
Multiple cause of death C00-C97,100,2010-08,98
Multiple cause of death C00-C97,100,2010-09,112
Multiple cause of death C00-C97,100,2010-10,120
Multiple cause of death C00-C97,100,2010-11,107
Multiple cause of death C00-C97,100,2010-12,113
Multiple cause of death C00-C97,100,2011-01,120
Multiple cause of death C00-C97,100,2011-02,101
Multiple cause of death C00-C97,100,2011-03,114
Multiple cause of death C00-C97,100,2011-04,105
Multiple cause of death C00-C97,100,2011-05,92
Multiple cause of death C00-C97,100,2011-06,91
Multiple cause of death C00-C97,100,2011-07,95
Multiple cause of death C00-C97,100,2011-08,100
Multiple cause of death C00-C97,100,2011-09,94
Multiple cause of death C00-C97,100,2011-10,114
Multiple cause of death C00-C97,100,2011-11,112
Multiple cause of death C00-C97,100,2011-12,107
Multiple cause of death C00-C97,100,2012-01,124
Multiple cause of death C00-C97,100,2012-02,97
Multiple cause of death C00-C97,100,2012-03,113
Multiple cause of death C00-C97,100,2012-04,97
Multiple cause of death C00-C97,100,2012-05,107
Multiple cause of death C00-C97,100,2012-06,105
Multiple cause of death C00-C97,100,2012-07,111
Multiple cause of death C00-C97,100,2012-08,121
Multiple cause of death C00-C97,100,2012-09,105
Multiple cause of death C00-C97,100,2012-10,125
Multiple cause of death C00-C97,100,2012-11,115
Multiple cause of death C00-C97,100,2012-12,142
Multiple cause of death C00-C97,100,2013-01,122
Multiple cause of death C00-C97,100,2013-02,93
Multiple cause of death C00-C97,100,2013-03,101
Multiple cause of death C00-C97,100,2013-04,116
Multiple cause of death C00-C97,100,2013-05,103
Multiple cause of death C00-C97,100,2013-06,113
Multiple cause of death C00-C97,100,2013-07,104
Multiple cause of death C00-C97,100,2013-08,110
Multiple cause of death C00-C97,100,2013-09,110
Multiple cause of death C00-C97,100,2013-10,115
Multiple cause of death C00-C97,100,2013-11,116
Multiple cause of death C00-C97,100,2013-12,108
Multiple cause of death C00-C97,100,2014-01,114
Multiple cause of death C00-C97,100,2014-02,99
Multiple cause of death C00-C97,100,2014-03,116
Multiple cause of death C00-C97,100,2014-04,117
Multiple cause of death C00-C97,100,2014-05,117
Multiple cause of death C00-C97,100,2014-06,98
Multiple cause of death C00-C97,100,2014-07,122
Multiple cause of death C00-C97,100,2014-08,132
Multiple cause of death C00-C97,100,2014-09,102
Multiple cause of death C00-C97,100,2014-10,124
Multiple cause of death C00-C97,100,2014-11,127
Multiple cause of death C00-C97,100,2014-12,144
Multiple cause of death C00-C97,100,2015-01,131
Multiple cause of death C00-C97,100,2015-02,138
Multiple cause of death C00-C97,100,2015-03,132
Multiple cause of death C00-C97,100,2015-04,120
Multiple cause of death C00-C97,100,2015-05,122
Multiple cause of death C00-C97,100,2015-06,129
Multiple cause of death C00-C97,100,2015-07,117
Multiple cause of death C00-C97,100,2015-08,122
Multiple cause of death C00-C97,100,2015-09,138
Multiple cause of death C00-C97,100,2015-10,149
Multiple cause of death C00-C97,100,2015-11,110
Multiple cause of death C00-C97,100,2015-12,125
Multiple cause of death C00-C97,100,2016-01,134
Multiple cause of death C00-C97,100,2016-02,120
Multiple cause of death C00-C97,100,2016-03,131
Multiple cause of death C00-C97,100,2016-04,139
Multiple cause of death C00-C97,100,2016-05,134
Multiple cause of death C00-C97,100,2016-06,114
Multiple cause of death C00-C97,100,2016-07,139
Multiple cause of death C00-C97,100,2016-08,111
Multiple cause of death C00-C97,100,2016-09,136
Multiple cause of death C00-C97,100,2016-10,136
Multiple cause of death C00-C97,100,2016-11,161
Multiple cause of death C00-C97,100,2016-12,152
Multiple cause of death C00-C97,100,2017-01,155
Multiple cause of death C00-C97,100,2017-02,146
Multiple cause of death C00-C97,100,2017-03,161
Multiple cause of death C00-C97,100,2017-04,139
Multiple cause of death C00-C97,100,2017-05,136
Multiple cause of death C00-C97,100,2017-06,107
Multiple cause of death C00-C97,100,2017-07,111
Multiple cause of death C00-C97,100,2017-08,114
Multiple cause of death C00-C97,100,2017-09,123
Multiple cause of death C00-C97,100,2017-10,124
Multiple cause of death C00-C97,100,2017-11,133
Multiple cause of death C00-C97,100,2017-12,168
Multiple cause of death C00-C97,100,2018-01,161
Multiple cause of death C00-C97,100,2018-02,137
Multiple cause of death C00-C97,100,2018-03,131
Multiple cause of death C00-C97,100,2018-04,120
Multiple cause of death C00-C97,100,2018-05,121
Multiple cause of death C00-C97,100,2018-06,132
Multiple cause of death C00-C97,100,2018-07,132
Multiple cause of death C00-C97,100,2018-08,149
Multiple cause of death C00-C97,100,2018-09,135
Multiple cause of death C00-C97,100,2018-10,128
Multiple cause of death C00-C97,100,2018-11,146
Multiple cause of death C00-C97,100,2018-12,178
Multiple cause of death C00-C97,100,2019-01,163
Multiple cause of death C00-C97,100,2019-02,131
Multiple cause of death C00-C97,100,2019-03,142
Multiple cause of death C00-C97,100,2019-04,165
Multiple cause of death C00-C97,100,2019-05,144
Multiple cause of death C00-C97,100,2019-06,141
Multiple cause of death C00-C97,100,2019-07,155
Multiple cause of death C00-C97,100,2019-08,137
Multiple cause of death C00-C97,100,2019-09,129
Multiple cause of death C00-C97,100,2019-10,149
Multiple cause of death C00-C97,100,2019-11,149
Multiple cause of death C00-C97,100,2019-12,165
Multiple cause of death C00-C97,100,2020-01,163
Multiple cause of death C00-C97,100,2020-02,147
Multiple cause of death C00-C97,100,2020-03,153
Multiple cause of death C00-C97,100,2020-04,190
Multiple cause of death C00-C97,100,2020-05,192
Multiple cause of death C00-C97,100,2020-06,128
Multiple cause of death C00-C97,100,2020-07,162
Multiple cause of death C00-C97,100,2020-08,162
Multiple cause of death C00-C97,100,2020-09,183
Multiple cause of death C00-C97,100,2020-10,169
Multiple cause of death C00-C97,100,2020-11,163
Multiple cause of death C00-C97,100,2020-12,194
Multiple cause of death C00-C97,100,2021-01,180
Multiple cause of death C00-C97,100,2021-02,147
Multiple cause of death C00-C97,100,2021-03,149
Multiple cause of death C00-C97,100,2021-04,164
Multiple cause of death C00-C97,100,2021-05,152
Multiple cause of death C00-C97,100,2021-06,178
Multiple cause of death C00-C97,100,2021-07,144
Multiple cause of death C00-C97,100,2021-08,159
Multiple cause of death C00-C97,100,2021-09,168
Multiple cause of death C00-C97,100,2021-10,168
Multiple cause of death C00-C97,100,2021-11,182
Multiple cause of death C00-C97,100,2021-12,186
Multiple cause of death C00-C97,100,2022-01,204
Multiple cause of death C00-C97,100,2022-02,150
Multiple cause of death C00-C97,100,2022-03,175
Multiple cause of death C00-C97,100,2022-04,150
Multiple cause of death C00-C97,100,2022-05,175
Multiple cause of death C00-C97,100,2022-06,157
Multiple cause of death C00-C97,100,2022-07,162
Multiple cause of death C00-C97,100,2022-08,169
Multiple cause of death C00-C97,100,2022-09,166
Multiple cause of death C00-C97,100,2022-10,168
Multiple cause of death C00-C97,100,2022-11,187
Multiple cause of death C00-C97,100,2022-12,183
Multiple cause of death C00-C97,100,2023-01,192
Multiple cause of death C00-C97,100,2023-02,162
Multiple cause of death C00-C97,100,2023-03,168
Multiple cause of death C00-C97,100,2023-04,171
Multiple cause of death C00-C97,100,2023-05,170
Multiple cause of death C00-C97,100,2023-06,156
Multiple cause of death C00-C97,100,2023-07,164
Multiple cause of death C00-C97,100,2023-08,186
Multiple cause of death C00-C97,100,2023-09,169
Multiple cause of death C00-C97,100,2023-10,186
Multiple cause of death C00-C97,100,2023-11,195
Multiple cause of death C00-C97,100,2023-12,188
Multiple cause of death C00-C97,100,2024-01,218
Multiple cause of death C00-C97,100,2024-02,210
Multiple cause of death C00-C97,100,2024-03,194
Multiple cause of death C00-C97,100,2024-04,171
Multiple cause of death C00-C97,100,2024-05,181
Multiple cause of death C00-C97,100,2024-06,179
Multiple cause of death C00-C97,100,2024-07,153
Multiple cause of death C00-C97,100,2024-08,199
Multiple cause of death C00-C97,100,2024-09,24
Underlying cause of death C00-C97,0,2000-01,10
Underlying cause of death C00-C97,0,2000-02,12
Underlying cause of death C00-C97,0,2000-04,14
Underlying cause of death C00-C97,0,2000-07,10
Underlying cause of death C00-C97,0,2002-08,11
Underlying cause of death C00-C97,0,2004-05,13
Underlying cause of death C00-C97,0,2004-07,10
Underlying cause of death C00-C97,0,2005-02,10
Underlying cause of death C00-C97,0,2005-05,10
Underlying cause of death C00-C97,0,2005-08,11
Underlying cause of death C00-C97,0,2006-07,10
Underlying cause of death C00-C97,0,2009-02,10
Underlying cause of death C00-C97,0,2009-04,11
Underlying cause of death C00-C97,0,2012-11,12
Underlying cause of death C00-C97,0,2016-10,10
Underlying cause of death C00-C97,0,2021-02,11
Underlying cause of death C00-C97,1,1999-01,30
Underlying cause of death C00-C97,1,1999-02,40
Underlying cause of death C00-C97,1,1999-03,38
Underlying cause of death C00-C97,1,1999-04,26
Underlying cause of death C00-C97,1,1999-05,38
Underlying cause of death C00-C97,1,1999-06,31
Underlying cause of death C00-C97,1,1999-07,34
Underlying cause of death C00-C97,1,1999-08,32
Underlying cause of death C00-C97,1,1999-09,40
Underlying cause of death C00-C97,1,1999-10,45
Underlying cause of death C00-C97,1,1999-11,34
Underlying cause of death C00-C97,1,1999-12,30
Underlying cause of death C00-C97,1,2000-01,44
Underlying cause of death C00-C97,1,2000-02,30
Underlying cause of death C00-C97,1,2000-03,32
Underlying cause of death C00-C97,1,2000-04,30
Underlying cause of death C00-C97,1,2000-05,46
Underlying cause of death C00-C97,1,2000-06,29
Underlying cause of death C00-C97,1,2000-07,42
Underlying cause of death C00-C97,1,2000-08,33
Underlying cause of death C00-C97,1,2000-09,32
Underlying cause of death C00-C97,1,2000-10,31
Underlying cause of death C00-C97,1,2000-11,35
Underlying cause of death C00-C97,1,2000-12,36
Underlying cause of death C00-C97,1,2001-01,31
Underlying cause of death C00-C97,1,2001-02,27
