발생연도,성별,국제질병분류,암종,연령군,발생자수,조발생률
2007,남녀전체,00. All cancers,모든암,50-54세,17524,531.2
2007,남녀전체,00. All cancers,모든암,55-59세,17480,727.5
2007,남녀전체,00. All cancers,모든암,60-64세,19057,972.9
2007,남녀전체,00. All cancers,모든암,65-69세,23131,1263.5
2007,남녀전체,00. All cancers,모든암,70-74세,20714,1559.6
2007,남녀전체,00. All cancers,모든암,75-79세,14289,1748.9
2007,남녀전체,00. All cancers,모든암,80-84세,8120,1795.5
2007,남녀전체,00. All cancers,모든암,85세이상,4388,1561.5
2007,남녀전체,00. All cancers,모든암,연령전체,168266,342.5
2007,남자,00. All cancers,모든암,00-04세,259,21.6
2007,남자,00. All cancers,모든암,05-09세,169,10.6
2007,남자,00. All cancers,모든암,10-14세,230,12.3
2007,남자,00. All cancers,모든암,15-19세,281,16.3
2007,남자,00. All cancers,모든암,20-24세,356,20.3
2007,남자,00. All cancers,모든암,25-29세,614,29.9
2007,남자,00. All cancers,모든암,30-34세,1143,54.4
2007,남자,00. All cancers,모든암,35-39세,2094,89.9
2007,남자,00. All cancers,모든암,40-44세,3578,167.3
2007,남자,00. All cancers,모든암,45-49세,6488,295.6
2007,남자,00. All cancers,모든암,50-54세,8494,512.3
2007,남자,00. All cancers,모든암,55-59세,10132,848.8
2007,남자,00. All cancers,모든암,60-64세,11906,1268.4
2007,남자,00. All cancers,모든암,65-69세,15031,1809.6
2007,남자,00. All cancers,모든암,70-74세,13369,2441.3
2007,남자,00. All cancers,모든암,75-79세,8237,2895.8
2007,남자,00. All cancers,모든암,80-84세,4265,3021.2
2007,남자,00. All cancers,모든암,85세이상,2006,2790.0
2007,남자,00. All cancers,모든암,연령전체,88652,360.0
2007,여자,00. All cancers,모든암,00-04세,209,18.7
2007,여자,00. All cancers,모든암,05-09세,137,9.4
2007,여자,00. All cancers,모든암,10-14세,199,12.0
2007,여자,00. All cancers,모든암,15-19세,296,19.2
2007,여자,00. All cancers,모든암,20-24세,575,35.2
2007,여자,00. All cancers,모든암,25-29세,1499,76.6
2007,여자,00. All cancers,모든암,30-34세,3031,149.3
2007,여자,00. All cancers,모든암,35-39세,5056,224.4
2007,여자,00. All cancers,모든암,40-44세,7244,356.9
2007,여자,00. All cancers,모든암,45-49세,10105,473.3
2007,여자,00. All cancers,모든암,50-54세,9030,550.3
2007,여자,00. All cancers,모든암,55-59세,7348,607.7
2007,여자,00. All cancers,모든암,60-64세,7151,701.1
2007,여자,00. All cancers,모든암,65-69세,8100,810.0
2007,여자,00. All cancers,모든암,70-74세,7345,941.0
2007,여자,00. All cancers,모든암,75-79세,6052,1136.3
2007,여자,00. All cancers,모든암,80-84세,3855,1239.3
2007,여자,00. All cancers,모든암,85세이상,2382,1139.1
2007,여자,00. All cancers,모든암,연령전체,79614,324.9
2008,남녀전체,00. All cancers,모든암,00-04세,466,20.2
2008,남녀전체,00. All cancers,모든암,05-09세,286,9.9
2008,남녀전체,00. All cancers,모든암,10-14세,424,12.3
2008,남녀전체,00. All cancers,모든암,15-19세,618,18.4
2008,남녀전체,00. All cancers,모든암,20-24세,1000,31.0
2008,남녀전체,00. All cancers,모든암,25-29세,2506,61.9
2008,남녀전체,00. All cancers,모든암,30-34세,4522,113.3
2008,남녀전체,00. All cancers,모든암,35-39세,8047,175.7
2008,남녀전체,00. All cancers,모든암,40-44세,11875,281.2
2008,남녀전체,00. All cancers,모든암,45-49세,18132,413.9
2008,남녀전체,00. All cancers,모든암,50-54세,19856,566.4
2008,남녀전체,00. All cancers,모든암,55-59세,18838,757.7
2008,남녀전체,00. All cancers,모든암,60-64세,20036,1002.5
2008,남녀전체,00. All cancers,모든암,65-69세,24780,1296.6
2008,남녀전체,00. All cancers,모든암,70-74세,22280,1589.4
2008,남녀전체,00. All cancers,모든암,75-79세,15496,1786.2
2008,남녀전체,00. All cancers,모든암,80-84세,8599,1805.2
2008,남녀전체,00. All cancers,모든암,85세이상,5031,1630.2
2008,남녀전체,00. All cancers,모든암,연령전체,182792,370.0
2008,남자,00. All cancers,모든암,00-04세,251,21.1
2008,남자,00. All cancers,모든암,05-09세,170,11.3
2008,남자,00. All cancers,모든암,10-14세,225,12.3
2008,남자,00. All cancers,모든암,15-19세,321,18.0
2008,남자,00. All cancers,모든암,20-24세,349,20.8
2008,남자,00. All cancers,모든암,25-29세,672,32.4
2008,남자,00. All cancers,모든암,30-34세,1193,58.7
2008,남자,00. All cancers,모든암,35-39세,2258,96.7
2008,남자,00. All cancers,모든암,40-44세,3853,178.9
2008,남자,00. All cancers,모든암,45-49세,6893,309.9
2008,남자,00. All cancers,모든암,50-54세,9450,534.9
2008,남자,00. All cancers,모든암,55-59세,10606,858.5
2008,남자,00. All cancers,모든암,60-64세,12337,1278.3
2008,남자,00. All cancers,모든암,65-69세,16229,1860.8
2008,남자,00. All cancers,모든암,70-74세,14259,2432.3
2008,남자,00. All cancers,모든암,75-79세,9143,2972.7
2008,남자,00. All cancers,모든암,80-84세,4552,3079.7
2008,남자,00. All cancers,모든암,85세이상,2243,2836.1
2008,남자,00. All cancers,모든암,연령전체,95004,383.7
2008,여자,00. All cancers,모든암,00-04세,215,19.3
2008,여자,00. All cancers,모든암,05-09세,116,8.4
2008,여자,00. All cancers,모든암,10-14세,199,12.2
2008,여자,00. All cancers,모든암,15-19세,297,18.8
2008,여자,00. All cancers,모든암,20-24세,651,42.0
2008,여자,00. All cancers,모든암,25-29세,1834,92.9
2008,여자,00. All cancers,모든암,30-34세,3329,170.0
2008,여자,00. All cancers,모든암,35-39세,5789,257.7
2008,여자,00. All cancers,모든암,40-44세,8022,387.8
2008,여자,00. All cancers,모든암,45-49세,11239,521.2
2008,여자,00. All cancers,모든암,50-54세,10406,598.5
2008,여자,00. All cancers,모든암,55-59세,8232,658.1
2008,여자,00. All cancers,모든암,60-64세,7699,744.9
2008,여자,00. All cancers,모든암,65-69세,8551,823.0
2008,여자,00. All cancers,모든암,70-74세,8021,983.5
2008,여자,00. All cancers,모든암,75-79세,6353,1134.5
2008,여자,00. All cancers,모든암,80-84세,4047,1231.8
2008,여자,00. All cancers,모든암,85세이상,2788,1214.7
2008,여자,00. All cancers,모든암,연령전체,87788,356.2
2009,남녀전체,00. All cancers,모든암,00-04세,488,21.4
2009,남녀전체,00. All cancers,모든암,05-09세,271,9.9
2009,남녀전체,00. All cancers,모든암,10-14세,435,12.9
2009,남녀전체,00. All cancers,모든암,15-19세,606,17.6
2009,남녀전체,00. All cancers,모든암,20-24세,951,30.2
2009,남녀전체,00. All cancers,모든암,25-29세,2693,67.7
2009,남녀전체,00. All cancers,모든암,30-34세,4965,127.7
2009,남녀전체,00. All cancers,모든암,35-39세,8990,198.4
2009,남녀전체,00. All cancers,모든암,40-44세,12955,299.1
2009,남녀전체,00. All cancers,모든암,45-49세,18563,424.9
2009,남녀전체,00. All cancers,모든암,50-54세,22220,594.3
2009,남녀전체,00. All cancers,모든암,55-59세,19793,765.6
2009,남녀전체,00. All cancers,모든암,60-64세,21847,1046.7
2009,남녀전체,00. All cancers,모든암,65-69세,25674,1337.9
2009,남녀전체,00. All cancers,모든암,70-74세,24314,1643.4
2009,남녀전체,00. All cancers,모든암,75-79세,16942,1830.0
2009,남녀전체,00. All cancers,모든암,80-84세,9549,1865.8
2009,남녀전체,00. All cancers,모든암,85세이상,5401,1624.2
2009,남녀전체,00. All cancers,모든암,연령전체,196657,396.0
2009,남자,00. All cancers,모든암,00-04세,281,23.9
2009,남자,00. All cancers,모든암,05-09세,150,10.5
2009,남자,00. All cancers,모든암,10-14세,232,13.1
2009,남자,00. All cancers,모든암,15-19세,309,16.9
2009,남자,00. All cancers,모든암,20-24세,360,21.9
2009,남자,00. All cancers,모든암,25-29세,698,34.2
2009,남자,00. All cancers,모든암,30-34세,1312,66.2
2009,남자,00. All cancers,모든암,35-39세,2517,108.9
2009,남자,00. All cancers,모든암,40-44세,4111,186.7
2009,남자,00. All cancers,모든암,45-49세,6859,308.7
2009,남자,00. All cancers,모든암,50-54세,10279,545.4
2009,남자,00. All cancers,모든암,55-59세,10931,850.3
2009,남자,00. All cancers,모든암,60-64세,13486,1327.9
2009,남자,00. All cancers,모든암,65-69세,16668,1895.9
2009,남자,00. All cancers,모든암,70-74세,15674,2502.6
2009,남자,00. All cancers,모든암,75-79세,10042,2998.1
2009,남자,00. All cancers,모든암,80-84세,4936,3122.2
2009,남자,00. All cancers,모든암,85세이상,2387,2788.6
2009,남자,00. All cancers,모든암,연령전체,101232,406.9
2009,여자,00. All cancers,모든암,00-04세,207,18.8
2009,여자,00. All cancers,모든암,05-09세,121,9.3
2009,여자,00. All cancers,모든암,10-14세,203,12.7
2009,여자,00. All cancers,모든암,15-19세,297,18.4
2009,여자,00. All cancers,모든암,20-24세,591,39.2
2009,여자,00. All cancers,모든암,25-29세,1995,102.9
2009,여자,00. All cancers,모든암,30-34세,3653,191.7
2009,여자,00. All cancers,모든암,35-39세,6473,291.5
2009,여자,00. All cancers,모든암,40-44세,8844,415.4
2009,여자,00. All cancers,모든암,45-49세,11704,545.2
2009,여자,00. All cancers,모든암,50-54세,11941,644.0
2009,여자,00. All cancers,모든암,55-59세,8862,681.8
2009,여자,00. All cancers,모든암,60-64세,8361,780.2
2009,여자,00. All cancers,모든암,65-69세,9006,866.1
2009,여자,00. All cancers,모든암,70-74세,8640,1012.7
2009,여자,00. All cancers,모든암,75-79세,6900,1167.8
2009,여자,00. All cancers,모든암,80-84세,4613,1304.3
2009,여자,00. All cancers,모든암,85세이상,3014,1220.6
2009,여자,00. All cancers,모든암,연령전체,95425,385.1
2010,남녀전체,00. All cancers,모든암,00-04세,498,21.8
2010,남녀전체,00. All cancers,모든암,05-09세,270,10.6
2010,남녀전체,00. All cancers,모든암,10-14세,418,12.7
2010,남녀전체,00. All cancers,모든암,15-19세,677,19.2
2010,남녀전체,00. All cancers,모든암,20-24세,1027,32.8
2010,남녀전체,00. All cancers,모든암,25-29세,2824,74.3
2010,남녀전체,00. All cancers,모든암,30-34세,5385,138.3
2010,남녀전체,00. All cancers,모든암,35-39세,9366,211.3
2010,남녀전체,00. All cancers,모든암,40-44세,13671,310.5
2010,남녀전체,00. All cancers,모든암,45-49세,19248,446.4
2010,남녀전체,00. All cancers,모든암,50-54세,24072,610.1
2010,남녀전체,00. All cancers,모든암,55-59세,22113,795.1
2010,남녀전체,00. All cancers,모든암,60-64세,22836,1043.5
2010,남녀전체,00. All cancers,모든암,65-69세,25732,1351.3
2010,남녀전체,00. All cancers,모든암,70-74세,25462,1656.5
2010,남녀전체,00. All cancers,모든암,75-79세,18683,1869.1
2010,남녀전체,00. All cancers,모든암,80-84세,10288,1858.9
2010,남녀전체,00. All cancers,모든암,85세이상,5995,1694.3
2010,남녀전체,00. All cancers,모든암,연령전체,208565,418.1
2010,남자,00. All cancers,모든암,00-04세,284,24.1
2010,남자,00. All cancers,모든암,05-09세,152,11.4
2010,남자,00. All cancers,모든암,10-14세,234,13.6
2010,남자,00. All cancers,모든암,15-19세,344,18.4
2010,남자,00. All cancers,모든암,20-24세,336,20.5
2010,남자,00. All cancers,모든암,25-29세,730,37.4
2010,남자,00. All cancers,모든암,30-34세,1371,69.1
2010,남자,00. All cancers,모든암,35-39세,2577,114.0
2010,남자,00. All cancers,모든암,40-44세,4186,187.1
2010,남자,00. All cancers,모든암,45-49세,6987,318.1
2010,남자,00. All cancers,모든암,50-54세,10978,552.5
2010,남자,00. All cancers,모든암,55-59세,12124,877.1
2010,남자,00. All cancers,모든암,60-64세,13922,1301.8
2010,남자,00. All cancers,모든암,65-69세,16600,1891.9
2010,남자,00. All cancers,모든암,70-74세,16405,2495.3
2010,남자,00. All cancers,모든암,75-79세,11110,2998.9
2010,남자,00. All cancers,모든암,80-84세,5268,3090.0
2010,남자,00. All cancers,모든암,85세이상,2686,2954.8
2010,남자,00. All cancers,모든암,연령전체,106294,425.6
2010,여자,00. All cancers,모든암,00-04세,214,19.4
2010,여자,00. All cancers,모든암,05-09세,118,9.6
2010,여자,00. All cancers,모든암,10-14세,184,11.7
2010,여자,00. All cancers,모든암,15-19세,333,20.2
2010,여자,00. All cancers,모든암,20-24세,691,46.4
2010,여자,00. All cancers,모든암,25-29세,2094,113.3
2010,여자,00. All cancers,모든암,30-34세,4014,210.3
2010,여자,00. All cancers,모든암,35-39세,6789,312.7
2010,여자,00. All cancers,모든암,40-44세,9485,438.0
2010,여자,00. All cancers,모든암,45-49세,12261,579.5
2010,여자,00. All cancers,모든암,50-54세,13094,668.6
2010,여자,00. All cancers,모든암,55-59세,9989,714.0
2010,여자,00. All cancers,모든암,60-64세,8914,796.6
2010,여자,00. All cancers,모든암,65-69세,9132,889.3
2010,여자,00. All cancers,모든암,70-74세,9057,1029.7
2010,여자,00. All cancers,모든암,75-79세,7573,1203.7
2010,여자,00. All cancers,모든암,80-84세,5020,1310.9
2010,여자,00. All cancers,모든암,85세이상,3309,1258.5
2010,여자,00. All cancers,모든암,연령전체,102271,410.7
2011,남녀전체,00. All cancers,모든암,00-04세,493,21.3
2011,남녀전체,00. All cancers,모든암,05-09세,261,10.9
2011,남녀전체,00. All cancers,모든암,10-14세,443,13.9
2011,남녀전체,00. All cancers,모든암,15-19세,664,18.7
2011,남녀전체,00. All cancers,모든암,20-24세,1149,36.4
2011,남녀전체,00. All cancers,모든암,25-29세,2812,78.1
2011,남녀전체,00. All cancers,모든암,30-34세,5927,150.0
2011,남녀전체,00. All cancers,모든암,35-39세,9750,228.1
2011,남녀전체,00. All cancers,모든암,40-44세,14962,333.0
2011,남녀전체,00. All cancers,모든암,45-49세,19252,456.6
2011,남녀전체,00. All cancers,모든암,50-54세,26599,642.4
2011,남녀전체,00. All cancers,모든암,55-59세,24917,821.0
2011,남녀전체,00. All cancers,모든암,60-64세,24912,1099.8
2011,남녀전체,00. All cancers,모든암,65-69세,25945,1376.1
2011,남녀전체,00. All cancers,모든암,70-74세,26518,1666.7
2011,남녀전체,00. All cancers,모든암,75-79세,20520,1899.3
2011,남녀전체,00. All cancers,모든암,80-84세,11353,1917.4
2011,남녀전체,00. All cancers,모든암,85세이상,6426,1706.2
2011,남녀전체,00. All cancers,모든암,연령전체,222903,444.8
2011,남자,00. All cancers,모든암,00-04세,274,23.0
2011,남자,00. All cancers,모든암,05-09세,136,10.9
2011,남자,00. All cancers,모든암,10-14세,226,13.6
2011,남자,00. All cancers,모든암,15-19세,325,17.3
2011,남자,00. All cancers,모든암,20-24세,412,24.8
2011,남자,00. All cancers,모든암,25-29세,785,42.4
2011,남자,00. All cancers,모든암,30-34세,1555,77.1
2011,남자,00. All cancers,모든암,35-39세,2688,123.5
2011,남자,00. All cancers,모든암,40-44세,4495,197.2
2011,남자,00. All cancers,모든암,45-49세,6764,313.7
2011,남자,00. All cancers,모든암,50-54세,11718,562.0
2011,남자,00. All cancers,모든암,55-59세,13346,885.5
2011,남자,00. All cancers,모든암,60-64세,15032,1356.8
2011,남자,00. All cancers,모든암,65-69세,16612,1896.5
2011,남자,00. All cancers,모든암,70-74세,17061,2484.0
2011,남자,00. All cancers,모든암,75-79세,12397,3026.2
2011,남자,00. All cancers,모든암,80-84세,5961,3259.4
2011,남자,00. All cancers,모든암,85세이상,2801,2923.2
2011,남자,00. All cancers,모든암,연령전체,112588,448.9
2011,여자,00. All cancers,모든암,00-04세,219,19.5
2011,여자,00. All cancers,모든암,05-09세,125,10.8
2011,여자,00. All cancers,모든암,10-14세,217,14.2
2011,여자,00. All cancers,모든암,15-19세,339,20.4
2011,여자,00. All cancers,모든암,20-24세,737,49.2
2011,여자,00. All cancers,모든암,25-29세,2027,116.0
2011,여자,00. All cancers,모든암,30-34세,4372,225.8
2011,여자,00. All cancers,모든암,35-39세,7062,336.8
2011,여자,00. All cancers,모든암,40-44세,10467,472.8
2011,여자,00. All cancers,모든암,45-49세,12488,606.2
2011,여자,00. All cancers,모든암,50-54세,14881,723.9
2011,여자,00. All cancers,모든암,55-59세,11571,757.3
2011,여자,00. All cancers,모든암,60-64세,9880,853.8
