cause,year,month,status,dead,pop,asmr,noted_as_unreliable,asmr_low,asmr_high
Non-COVID-19 deaths,2021,August,"Second dose, between 21 days and 6 months ago",29999,2449390,877.9,,867.6,888.2
Non-COVID-19 deaths,2021,August,"Second dose, at least 6 months ago",1622,42175,612.1,,523.4,700.8
Non-COVID-19 deaths,2021,August,"Third dose or booster, less than 21 days ago",0,30,,,,
Non-COVID-19 deaths,2021,August,"Third dose or booster, at least 21 days ago",1,146,,,,
Non-COVID-19 deaths,2021,August,"Fourth dose or booster, less than 21 days ago",0,0,,,,
Non-COVID-19 deaths,2021,August,"Fourth dose or booster, at least 21 days ago",0,0,,,,
Non-COVID-19 deaths,2021,August,Ever vaccinated,33228,3054212,879.6,,870.1,889.1
Non-COVID-19 deaths,2021,September,Unvaccinated,1832,753660,1324.7,,1257.7,1391.7
Non-COVID-19 deaths,2021,September,"First dose, less than 21 days ago",17,36849,581.8,u,131.5,1230.2
Non-COVID-19 deaths,2021,September,"First dose, at least 21 days ago",1173,174537,4377.8,,4098.8,4656.9
Non-COVID-19 deaths,2021,September,"Second dose, less than 21 days ago",53,117149,903.6,,556.9,1329.0
Non-COVID-19 deaths,2021,September,"Second dose, between 21 days and 6 months ago",27634,2549088,927.6,,916.5,938.8
Non-COVID-19 deaths,2021,September,"Second dose, at least 6 months ago",4848,122879,981.8,,923.5,1040.1
Non-COVID-19 deaths,2021,September,"Third dose or booster, less than 21 days ago",87,11477,218.9,,160.0,288.0
Non-COVID-19 deaths,2021,September,"Third dose or booster, at least 21 days ago",0,189,,,,
Non-COVID-19 deaths,2021,September,"Fourth dose or booster, less than 21 days ago",0,3,,,,
Non-COVID-19 deaths,2021,September,"Fourth dose or booster, at least 21 days ago",0,0,,,,
Non-COVID-19 deaths,2021,September,Ever vaccinated,33812,3012170,921.9,,912.1,931.8
Non-COVID-19 deaths,2021,October,Unvaccinated,1878,726184,1342.6,,1275.8,1409.4
Non-COVID-19 deaths,2021,October,"First dose, less than 21 days ago",20,43158,1904.7,,1088.5,3046.4
Non-COVID-19 deaths,2021,October,"First dose, at least 21 days ago",1101,164532,4468.9,,4176.1,4761.7
Non-COVID-19 deaths,2021,October,"Second dose, less than 21 days ago",55,38643,1895.8,,1346.9,2567.1
Non-COVID-19 deaths,2021,October,"Second dose, between 21 days and 6 months ago",13861,2240074,1190.2,,1067.9,1312.5
Non-COVID-19 deaths,2021,October,"Second dose, at least 6 months ago",17437,363131,1622.5,,1590.7,1654.3
Non-COVID-19 deaths,2021,October,"Third dose or booster, less than 21 days ago",3675,258098,389.9,,370.2,409.5
Non-COVID-19 deaths,2021,October,"Third dose or booster, at least 21 days ago",1128,59349,464.8,,424.0,505.7
Non-COVID-19 deaths,2021,October,"Fourth dose or booster, less than 21 days ago",4,45,,,,
Non-COVID-19 deaths,2021,October,"Fourth dose or booster, at least 21 days ago",0,12,,,,
Non-COVID-19 deaths,2021,October,Ever vaccinated,37281,3167043,980.7,,970.6,990.7
Non-COVID-19 deaths,2021,November,Unvaccinated,1869,639445,1407.7,,1337.8,1477.7
Non-COVID-19 deaths,2021,November,"First dose, less than 21 days ago",32,45091,3386.9,,2183.1,4955.2
Non-COVID-19 deaths,2021,November,"First dose, at least 21 days ago",798,187508,3567.5,,3291.4,3843.6
Non-COVID-19 deaths,2021,November,"Second dose, less than 21 days ago",51,23895,2177.8,,1539.8,2964.2
Non-COVID-19 deaths,2021,November,"Second dose, between 21 days and 6 months ago",3608,1480611,1771.6,,1673.0,1870.2
Non-COVID-19 deaths,2021,November,"Second dose, at least 6 months ago",17237,489435,2583.6,,2543.6,2623.6
Non-COVID-19 deaths,2021,November,"Third dose or booster, less than 21 days ago",4566,434610,572.8,,552.7,592.9
Non-COVID-19 deaths,2021,November,"Third dose or booster, at least 21 days ago",11021,468313,686.1,,668.1,704.1
Non-COVID-19 deaths,2021,November,"Fourth dose or booster, less than 21 days ago",4,72,,,,
Non-COVID-19 deaths,2021,November,"Fourth dose or booster, at least 21 days ago",3,81,,,,
Non-COVID-19 deaths,2021,November,Ever vaccinated,37320,3129616,1012.5,,1002.2,1022.8
Non-COVID-19 deaths,2021,December,Unvaccinated,1992,623536,1496.7,,1424.9,1568.5
Non-COVID-19 deaths,2021,December,"First dose, less than 21 days ago",17,26495,1327.4,u,672.3,2270.6
Non-COVID-19 deaths,2021,December,"First dose, at least 21 days ago",779,207117,3756.1,,3462.6,4049.6
Non-COVID-19 deaths,2021,December,"Second dose, less than 21 days ago",43,36165,1560.4,,1069.3,2177.0
Non-COVID-19 deaths,2021,December,"Second dose, between 21 days and 6 months ago",1268,779974,2326.2,,2148.5,2503.9
Non-COVID-19 deaths,2021,December,"Second dose, at least 6 months ago",11594,397806,4400.2,,4315.8,4484.6
Non-COVID-19 deaths,2021,December,"Third dose or booster, less than 21 days ago",3431,661108,1007.2,,970.3,1044.0
Non-COVID-19 deaths,2021,December,"Third dose or booster, at least 21 days ago",24069,1163523,835.0,,819.6,850.5
Non-COVID-19 deaths,2021,December,"Fourth dose or booster, less than 21 days ago",6,195,,,,
Non-COVID-19 deaths,2021,December,"Fourth dose or booster, at least 21 days ago",7,203,,,,
Non-COVID-19 deaths,2021,December,Ever vaccinated,41214,3272584,1080.7,,1070.2,1091.2
Non-COVID-19 deaths,2022,January,Unvaccinated,1776,594245,1373.9,,1304.3,1443.5
Non-COVID-19 deaths,2022,January,"First dose, less than 21 days ago",23,22061,2237.0,,1236.4,3604.8
Non-COVID-19 deaths,2022,January,"First dose, at least 21 days ago",618,189141,3246.6,,2962.4,3530.8
Non-COVID-19 deaths,2022,January,"Second dose, less than 21 days ago",37,38215,1823.2,,1188.5,2634.8
Non-COVID-19 deaths,2022,January,"Second dose, between 21 days and 6 months ago",542,366383,2325.7,,2071.2,2580.2
Non-COVID-19 deaths,2022,January,"Second dose, at least 6 months ago",5886,273989,4324.3,,3708.1,4940.5
Non-COVID-19 deaths,2022,January,"Third dose or booster, less than 21 days ago",1075,295216,1652.8,,1544.0,1761.5
Non-COVID-19 deaths,2022,January,"Third dose or booster, at least 21 days ago",29771,2117319,848.8,,838.9,858.7
Non-COVID-19 deaths,2022,January,"Fourth dose or booster, less than 21 days ago",4,170,,,,
Non-COVID-19 deaths,2022,January,"Fourth dose or booster, at least 21 days ago",15,508,1711.5,u,947.8,2837.8
Non-COVID-19 deaths,2022,January,Ever vaccinated,37971,3303001,994.6,,984.5,1004.6
Non-COVID-19 deaths,2022,February,Unvaccinated,1503,522410,1279.8,,1209.2,1350.5
Non-COVID-19 deaths,2022,February,"First dose, less than 21 days ago",12,11453,1898.6,u,671.2,3795.1
Non-COVID-19 deaths,2022,February,"First dose, at least 21 days ago",456,152027,2587.8,,2319.0,2856.6
Non-COVID-19 deaths,2022,February,"Second dose, less than 21 days ago",10,31125,1282.2,u,576.9,2419.1
Non-COVID-19 deaths,2022,February,"Second dose, between 21 days and 6 months ago",329,257393,1917.8,,1649.1,2186.5
Non-COVID-19 deaths,2022,February,"Second dose, at least 6 months ago",3552,288650,2960.1,,2856.4,3063.7
Non-COVID-19 deaths,2022,February,"Third dose or booster, less than 21 days ago",202,41867,1894.1,,1615.0,2173.2
Non-COVID-19 deaths,2022,February,"Third dose or booster, at least 21 days ago",28950,2215777,884.9,,874.6,895.3
Non-COVID-19 deaths,2022,February,"Fourth dose or booster, less than 21 days ago",2,93,,,,
Non-COVID-19 deaths,2022,February,"Fourth dose or booster, at least 21 days ago",13,658,1331.5,u,706.7,2280.3
Non-COVID-19 deaths,2022,February,Ever vaccinated,33526,2999043,970.2,,959.8,980.6
Non-COVID-19 deaths,2022,March,Unvaccinated,1618,573487,1261.5,,1194.7,1328.4
Non-COVID-19 deaths,2022,March,"First dose, less than 21 days ago",12,5893,4702.5,u,2031.4,8830.0
Non-COVID-19 deaths,2022,March,"First dose, at least 21 days ago",451,154431,2267.6,,2026.2,2509.0
Non-COVID-19 deaths,2022,March,"Second dose, less than 21 days ago",11,20064,1081.4,u,434.0,2101.8
Non-COVID-19 deaths,2022,March,"Second dose, between 21 days and 6 months ago",299,232387,2140.1,,1844.4,2435.8
Non-COVID-19 deaths,2022,March,"Second dose, at least 6 months ago",3290,380312,2544.4,,2450.7,2638.1
Non-COVID-19 deaths,2022,March,"Third dose or booster, less than 21 days ago",99,23962,1922.1,,1547.7,2356.8
Non-COVID-19 deaths,2022,March,"Third dose or booster, at least 21 days ago",32568,2499874,905.5,,895.6,915.5
Non-COVID-19 deaths,2022,March,"Fourth dose or booster, less than 21 days ago",89,8666,294.0,,167.4,442.1
Non-COVID-19 deaths,2022,March,"Fourth dose or booster, at least 21 days ago",28,866,2516.0,,1668.4,3640.8
Non-COVID-19 deaths,2022,March,Ever vaccinated,36847,3326454,961.2,,951.4,971.1
Non-COVID-19 deaths,2022,April,Unvaccinated,1457,553335,1170.2,,1104.6,1235.7
Non-COVID-19 deaths,2022,April,"First dose, less than 21 days ago",5,3930,,,,
Non-COVID-19 deaths,2022,April,"First dose, at least 21 days ago",436,135285,2413.3,,2155.0,2671.7
Non-COVID-19 deaths,2022,April,"Second dose, less than 21 days ago",13,14228,2705.9,u,1298.6,4842.9
Non-COVID-19 deaths,2022,April,"Second dose, between 21 days and 6 months ago",249,201954,2223.6,,1886.0,2561.3
Non-COVID-19 deaths,2022,April,"Second dose, at least 6 months ago",2665,391903,2199.5,,2108.5,2290.4
Non-COVID-19 deaths,2022,April,"Third dose or booster, less than 21 days ago",85,17070,1503.5,,1180.3,1883.3
Non-COVID-19 deaths,2022,April,"Third dose or booster, at least 21 days ago",29299,2310727,1136.7,,1123.5,1149.9
Non-COVID-19 deaths,2022,April,"Fourth dose or booster, less than 21 days ago",2178,112462,817.8,,505.2,1130.5
Non-COVID-19 deaths,2022,April,"Fourth dose or booster, at least 21 days ago",838,34415,1079.4,,856.8,1301.9
Non-COVID-19 deaths,2022,April,Ever vaccinated,35768,3221974,962.0,,952.0,972.0
Non-COVID-19 deaths,2022,May,Unvaccinated,1416,571709,1086.2,,1024.4,1148.1
Non-COVID-19 deaths,2022,May,"First dose, less than 21 days ago",4,2812,,,,
Non-COVID-19 deaths,2022,May,"First dose, at least 21 days ago",404,130012,2183.0,,1938.6,2427.5
Non-COVID-19 deaths,2022,May,"Second dose, less than 21 days ago",12,10094,2753.8,u,1223.8,5118.1
Non-COVID-19 deaths,2022,May,"Second dose, between 21 days and 6 months ago",172,194666,1822.9,,1482.4,2163.5
Non-COVID-19 deaths,2022,May,"Second dose, at least 6 months ago",2305,415916,1887.4,,1802.0,1972.8
Non-COVID-19 deaths,2022,May,"Third dose or booster, less than 21 days ago",113,15495,2246.7,,1765.1,2728.3
Non-COVID-19 deaths,2022,May,"Third dose or booster, at least 21 days ago",23338,2264840,1476.7,,1439.3,1514.0
Non-COVID-19 deaths,2022,May,"Fourth dose or booster, less than 21 days ago",2786,91444,1108.3,,927.3,1289.3
Non-COVID-19 deaths,2022,May,"Fourth dose or booster, at least 21 days ago",6270,205295,1354.4,,1196.3,1512.6
Non-COVID-19 deaths,2022,May,Ever vaccinated,35404,3330575,918.7,,909.1,928.3
Non-COVID-19 deaths,2022,June,Unvaccinated,1371,555271,1063.1,,1001.0,1125.2
Non-COVID-19 deaths,2022,June,"First dose, less than 21 days ago",3,1523,,,,
Non-COVID-19 deaths,2022,June,"First dose, at least 21 days ago",330,119141,1890.5,,1657.8,2123.2
Non-COVID-19 deaths,2022,June,"Second dose, less than 21 days ago",7,6689,,,,
Non-COVID-19 deaths,2022,June,"Second dose, between 21 days and 6 months ago",126,163016,1706.0,,1322.3,2089.7
Non-COVID-19 deaths,2022,June,"Second dose, at least 6 months ago",2044,425139,1742.6,,1657.7,1827.6
Non-COVID-19 deaths,2022,June,"Third dose or booster, less than 21 days ago",70,10095,2515.4,,1869.6,3287.2
Non-COVID-19 deaths,2022,June,"Third dose or booster, at least 21 days ago",18187,2150815,1604.3,,1577.5,1631.0
Non-COVID-19 deaths,2022,June,"Fourth dose or booster, less than 21 days ago",1388,34589,975.5,,836.3,1114.7
Non-COVID-19 deaths,2022,June,"Fourth dose or booster, at least 21 days ago",12245,311759,2354.9,,758.7,3951.0
Non-COVID-19 deaths,2022,June,Ever vaccinated,34400,3222767,920.0,,910.2,929.7
Non-COVID-19 deaths,2022,July,Unvaccinated,1527,576360,1174.8,,1110.4,1239.2
Non-COVID-19 deaths,2022,July,"First dose, less than 21 days ago",0,1225,,,,
Non-COVID-19 deaths,2022,July,"First dose, at least 21 days ago",381,115204,2081.5,,1841.0,2322.1
Non-COVID-19 deaths,2022,July,"Second dose, less than 21 days ago",1,7197,,,,
Non-COVID-19 deaths,2022,July,"Second dose, between 21 days and 6 months ago",94,128401,2070.3,,1590.9,2629.2
Non-COVID-19 deaths,2022,July,"Second dose, at least 6 months ago",1982,475400,1606.9,,1526.5,1687.4
Non-COVID-19 deaths,2022,July,"Third dose or booster, less than 21 days ago",34,9406,1936.8,,1280.1,2785.6
Non-COVID-19 deaths,2022,July,"Third dose or booster, at least 21 days ago",16082,2204496,1578.8,,1549.5,1608.1
Non-COVID-19 deaths,2022,July,"Fourth dose or booster, less than 21 days ago",659,19065,1120.5,,955.0,1285.9
Non-COVID-19 deaths,2022,July,"Fourth dose or booster, at least 21 days ago",16604,368781,2265.2,,1175.1,3355.3
Non-COVID-19 deaths,2022,July,Ever vaccinated,35837,3329175,925.3,,915.7,934.9
Non-COVID-19 deaths,2022,August,Unvaccinated,1395,579459,1049.6,,988.9,1110.3
Non-COVID-19 deaths,2022,August,"First dose, less than 21 days ago",0,925,,,,
Non-COVID-19 deaths,2022,August,"First dose, at least 21 days ago",341,110337,1830.8,,1606.7,2054.9
Non-COVID-19 deaths,2022,August,"Second dose, less than 21 days ago",1,4026,,,,
Non-COVID-19 deaths,2022,August,"Second dose, between 21 days and 6 months ago",68,88137,2160.6,,1591.1,2843.0
Non-COVID-19 deaths,2022,August,"Second dose, at least 6 months ago",1797,514981,1448.6,,1372.1,1525.2
Non-COVID-19 deaths,2022,August,"Third dose or booster, less than 21 days ago",5,6606,,,,
Non-COVID-19 deaths,2022,August,"Third dose or booster, at least 21 days ago",14101,2205612,1382.4,,1354.4,1410.5
Non-COVID-19 deaths,2022,August,"Fourth dose or booster, less than 21 days ago",163,5739,1011.8,,802.5,1221.1
Non-COVID-19 deaths,2022,August,"Fourth dose or booster, at least 21 days ago",18339,391385,1763.7,,1661.9,1865.5
Non-COVID-19 deaths,2022,August,Ever vaccinated,34815,3327749,896.3,,886.8,905.7
Non-COVID-19 deaths,2022,September,Unvaccinated,1302,564391,1032.5,,971.3,1093.7
Non-COVID-19 deaths,2022,September,"First dose, less than 21 days ago",1,513,,,,
Non-COVID-19 deaths,2022,September,"First dose, at least 21 days ago",319,105398,1779.8,,1553.4,2006.2
Non-COVID-19 deaths,2022,September,"Second dose, less than 21 days ago",2,1609,,,,
Non-COVID-19 deaths,2022,September,"Second dose, between 21 days and 6 months ago",41,61896,1969.7,,1362.6,2736.4
Non-COVID-19 deaths,2022,September,"Second dose, at least 6 months ago",1816,521986,1513.1,,1433.6,1592.7
Non-COVID-19 deaths,2022,September,"Third dose or booster, less than 21 days ago",4,2473,,,,
Non-COVID-19 deaths,2022,September,"Third dose or booster, at least 21 days ago",12780,2089420,1360.9,,1328.9,1392.9
Non-COVID-19 deaths,2022,September,"Fourth dose or booster, less than 21 days ago",389,50993,727.3,,646.1,808.5
Non-COVID-19 deaths,2022,September,"Fourth dose or booster, at least 21 days ago",19096,384162,1876.3,,1768.6,1984.1
Non-COVID-19 deaths,2022,September,Ever vaccinated,34448,3218450,913.6,,903.9,923.3
Non-COVID-19 deaths,2022,October,Unvaccinated,1430,587227,1096.7,,1034.6,1158.8
Non-COVID-19 deaths,2022,October,"First dose, less than 21 days ago",1,447,,,,
Non-COVID-19 deaths,2022,October,"First dose, at least 21 days ago",355,107765,2035.7,,1796.0,2275.3
Non-COVID-19 deaths,2022,October,"Second dose, less than 21 days ago",1,1344,,,,
Non-COVID-19 deaths,2022,October,"Second dose, between 21 days and 6 months ago",39,45216,2618.9,,1772.5,3694.2
Non-COVID-19 deaths,2022,October,"Second dose, at least 6 months ago",1891,559485,1549.5,,1470.2,1628.9
Non-COVID-19 deaths,2022,October,"Third dose or booster, less than 21 days ago",6,389,,,,
Non-COVID-19 deaths,2022,October,"Third dose or booster, at least 21 days ago",11403,1745502,1680.7,,1641.8,1719.6
Non-COVID-19 deaths,2022,October,"Fourth dose or booster, less than 21 days ago",1476,325637,696.7,,651.9,741.5
Non-COVID-19 deaths,2022,October,"Fourth dose or booster, at least 21 days ago",23415,537431,1201.7,,1154.0,1249.3
Non-COVID-19 deaths,2022,October,Ever vaccinated,38587,3323217,989.2,,979.3,999.1
Non-COVID-19 deaths,2022,November,Unvaccinated,1410,572249,1129.4,,1065.1,1193.8
Non-COVID-19 deaths,2022,November,"First dose, less than 21 days ago",2,370,,,,
Non-COVID-19 deaths,2022,November,"First dose, at least 21 days ago",350,103454,2037.4,,1793.0,2281.8
Non-COVID-19 deaths,2022,November,"Second dose, less than 21 days ago",0,993,,,,
Non-COVID-19 deaths,2022,November,"Second dose, between 21 days and 6 months ago",27,31383,2397.8,,1452.8,3658.5
Non-COVID-19 deaths,2022,November,"Second dose, at least 6 months ago",1882,555277,1534.8,,1455.3,1614.4
Non-COVID-19 deaths,2022,November,"Third dose or booster, less than 21 days ago",1,125,,,,
Non-COVID-19 deaths,2022,November,"Third dose or booster, at least 21 days ago",8311,1300249,1971.5,,1921.1,2021.9
Non-COVID-19 deaths,2022,November,"Fourth dose or booster, less than 21 days ago",870,238310,700.0,,638.4,761.6
Non-COVID-19 deaths,2022,November,"Fourth dose or booster, at least 21 days ago",26060,983274,934.5,,913.2,955.7
Non-COVID-19 deaths,2022,November,Ever vaccinated,37503,3213434,992.4,,982.3,1002.5
Non-COVID-19 deaths,2022,December,Unvaccinated,1923,595337,1537.6,,1463.3,1611.8
Non-COVID-19 deaths,2022,December,"First dose, less than 21 days ago",2,216,,,,
Non-COVID-19 deaths,2022,December,"First dose, at least 21 days ago",426,106474,2640.5,,2361.4,2919.6
Non-COVID-19 deaths,2022,December,"Second dose, less than 21 days ago",2,609,,,,
Non-COVID-19 deaths,2022,December,"Second dose, between 21 days and 6 months ago",23,23405,2841.5,,1688.4,4418.0
Non-COVID-19 deaths,2022,December,"Second dose, at least 6 months ago",2495,583915,2085.5,,1993.3,2177.7
Non-COVID-19 deaths,2022,December,"Third dose or booster, less than 21 days ago",1,53,,,,
Non-COVID-19 deaths,2022,December,"Third dose or booster, at least 21 days ago",8221,1223951,2249.5,,2192.6,2306.4
Non-COVID-19 deaths,2022,December,"Fourth dose or booster, less than 21 days ago",425,60636,1438.1,,1271.3,1604.9
Non-COVID-19 deaths,2022,December,"Fourth dose or booster, at least 21 days ago",38867,1317976,1233.6,,1201.9,1265.4
Non-COVID-19 deaths,2022,December,Ever vaccinated,50462,3317234,1291.9,,1280.6,1303.2
Non-COVID-19 deaths,2023,January,Unvaccinated,1630,599498,1315.4,,1246.5,1384.3
Non-COVID-19 deaths,2023,January,"First dose, less than 21 days ago",0,198,,,,
Non-COVID-19 deaths,2023,January,"First dose, at least 21 days ago",376,106121,2245.8,,1990.5,2501.0
Non-COVID-19 deaths,2023,January,"Second dose, less than 21 days ago",2,440,,,,
Non-COVID-19 deaths,2023,January,"Second dose, between 21 days and 6 months ago",13,13758,1656.1,u,676.0,3144.4
Non-COVID-19 deaths,2023,January,"Second dose, at least 6 months ago",2091,594117,1755.2,,1670.3,1840.0
Non-COVID-19 deaths,2023,January,"Third dose or booster, less than 21 days ago",1,28,,,,
Non-COVID-19 deaths,2023,January,"Third dose or booster, at least 21 days ago",6354,1198699,1799.2,,1748.8,1849.5
Non-COVID-19 deaths,2023,January,"Fourth dose or booster, less than 21 days ago",88,13228,1650.9,,1260.7,2108.3
Non-COVID-19 deaths,2023,January,"Fourth dose or booster, at least 21 days ago",36162,1386461,1108.3,,1094.2,1122.4
Non-COVID-19 deaths,2023,January,Ever vaccinated,45087,3313048,1156.2,,1145.5,1166.9
Non-COVID-19 deaths,2023,February,Unvaccinated,1307,545170,1177.1,,1108.6,1245.7
Non-COVID-19 deaths,2023,February,"First dose, less than 21 days ago",0,183,,,,
Non-COVID-19 deaths,2023,February,"First dose, at least 21 days ago",272,95517,1934.0,,1681.1,2187.0
Non-COVID-19 deaths,2023,February,"Second dose, less than 21 days ago",0,427,,,,
Non-COVID-19 deaths,2023,February,"Second dose, between 21 days and 6 months ago",7,7247,,,,
Non-COVID-19 deaths,2023,February,"Second dose, at least 6 months ago",1612,542182,1476.8,,1395.5,1558.2
Non-COVID-19 deaths,2023,February,"Third dose or booster, less than 21 days ago",0,38,,,,
Non-COVID-19 deaths,2023,February,"Third dose or booster, at least 21 days ago",4790,1072016,1512.5,,1460.6,1564.4
Non-COVID-19 deaths,2023,February,"Fourth dose or booster, less than 21 days ago",51,6464,1702.4,,1195.6,2327.1
Non-COVID-19 deaths,2023,February,"Fourth dose or booster, at least 21 days ago",28469,1265514,975.6,,959.4,991.9
Non-COVID-19 deaths,2023,February,Ever vaccinated,35201,2989587,997.1,,986.7,1007.6
Non-COVID-19 deaths,2023,March,Unvaccinated,1331,607307,1072.7,,1010.5,1135.0
Non-COVID-19 deaths,2023,March,"First dose, less than 21 days ago",1,143,,,,
Non-COVID-19 deaths,2023,March,"First dose, at least 21 days ago",311,105554,1862.3,,1631.4,2093.2
Non-COVID-19 deaths,2023,March,"Second dose, less than 21 days ago",0,309,,,,
Non-COVID-19 deaths,2023,March,"Second dose, between 21 days and 6 months ago",6,6008,,,,
Non-COVID-19 deaths,2023,March,"Second dose, at least 6 months ago",1770,602758,1425.2,,1349.8,1500.5
Non-COVID-19 deaths,2023,March,"Third dose or booster, less than 21 days ago",0,8,,,,
Non-COVID-19 deaths,2023,March,"Third dose or booster, at least 21 days ago",4884,1185013,1392.2,,1347.7,1436.7
Non-COVID-19 deaths,2023,March,"Fourth dose or booster, less than 21 days ago",1,261,,,,
Non-COVID-19 deaths,2023,March,"Fourth dose or booster, at least 21 days ago",31355,1406812,979.4,,950.1,1008.7
Non-COVID-19 deaths,2023,March,Ever vaccinated,38328,3306865,979.8,,970.0,989.7
Non-COVID-19 deaths,2023,April,Unvaccinated,1234,591804,1023.8,,962.2,1085.5
Non-COVID-19 deaths,2023,April,"First dose, less than 21 days ago",0,43,,,,
Non-COVID-19 deaths,2023,April,"First dose, at least 21 days ago",279,102138,1696.9,,1472.3,1921.5
Non-COVID-19 deaths,2023,April,"Second dose, less than 21 days ago",0,94,,,,
Non-COVID-19 deaths,2023,April,"Second dose, between 21 days and 6 months ago",4,4320,,,,
Non-COVID-19 deaths,2023,April,"Second dose, at least 6 months ago",1582,585055,1360.7,,1285.4,1436.1
Non-COVID-19 deaths,2023,April,"Third dose or booster, less than 21 days ago",1,3,,,,
Non-COVID-19 deaths,2023,April,"Third dose or booster, at least 21 days ago",4406,1146399,1296.9,,1253.1,1340.8
Non-COVID-19 deaths,2023,April,"Fourth dose or booster, less than 21 days ago",3,0,,,,
Non-COVID-19 deaths,2023,April,"Fourth dose or booster, at least 21 days ago",28206,1359114,909.0,,877.6,940.4
Non-COVID-19 deaths,2023,April,Ever vaccinated,34481,3197167,908.1,,898.5,917.7
Non-COVID-19 deaths,2023,May,Unvaccinated,1120,615599,901.6,,844.7,958.5
Non-COVID-19 deaths,2023,May,"First dose, less than 21 days ago",1,1,,,,
Non-COVID-19 deaths,2023,May,"First dose, at least 21 days ago",230,105559,1482.5,,1270.8,1694.2
Non-COVID-19 deaths,2023,May,"Second dose, less than 21 days ago",0,4,,,,
Non-COVID-19 deaths,2023,May,"Second dose, between 21 days and 6 months ago",3,2975,,,,
Non-COVID-19 deaths,2023,May,"Second dose, at least 6 months ago",1557,606014,1268.2,,1197.0,1339.4
Non-COVID-19 deaths,2023,May,"Third dose or booster, less than 21 days ago",0,1,,,,
Non-COVID-19 deaths,2023,May,"Third dose or booster, at least 21 days ago",4011,1184243,1114.7,,1075.0,1154.4
Non-COVID-19 deaths,2023,May,"Fourth dose or booster, less than 21 days ago",3,0,,,,
Non-COVID-19 deaths,2023,May,"Fourth dose or booster, at least 21 days ago",27274,1401959,830.6,,817.7,843.6
Non-COVID-19 deaths,2023,May,Ever vaccinated,33079,3300755,840.6,,831.5,849.7
