date,cause,code,dead
2002-06,"Erythematous condition, unspecified",L53.9,12
2002-06,Decubitus ulcer,L89,679
2002-06,Discoid lupus erythematosus,L93.0,80
2002-06,"Ulcer of lower limb, not elsewhere classified",L97,70
2002-06,"Chronic ulcer of skin, not elsewhere classified",L98.4,70
2002-06,Other specified disorders of skin and subcutaneous tissue,L98.8,11
2002-07,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,14
2002-07,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,21
2002-07,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,21
2002-07,Cellulitis of other parts of limb,L03.1,121
2002-07,Cellulitis of trunk,L03.3,14
2002-07,"Cellulitis, unspecified",L03.9,136
2002-07,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,62
2002-07,"Pemphigus, unspecified",L10.9,13
2002-07,Bullous pemphigoid,L12.0,21
2002-07,"Psoriasis, unspecified",L40.9,16
2002-07,Bullous erythema multiforme,L51.1,10
2002-07,"Erythematous condition, unspecified",L53.9,19
2002-07,Decubitus ulcer,L89,699
2002-07,Discoid lupus erythematosus,L93.0,85
2002-07,"Ulcer of lower limb, not elsewhere classified",L97,76
2002-07,"Chronic ulcer of skin, not elsewhere classified",L98.4,80
2002-07,Other specified disorders of skin and subcutaneous tissue,L98.8,10
2002-08,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,13
2002-08,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,22
2002-08,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,19
2002-08,Cellulitis of other parts of limb,L03.1,125
2002-08,Cellulitis of trunk,L03.3,14
2002-08,"Cellulitis, unspecified",L03.9,147
2002-08,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,55
2002-08,Bullous pemphigoid,L12.0,20
2002-08,"Dermatitis, unspecified",L30.9,14
2002-08,"Psoriasis, unspecified",L40.9,24
2002-08,"Erythematous condition, unspecified",L53.9,10
2002-08,Decubitus ulcer,L89,708
2002-08,Discoid lupus erythematosus,L93.0,91
2002-08,"Ulcer of lower limb, not elsewhere classified",L97,80
2002-08,"Chronic ulcer of skin, not elsewhere classified",L98.4,72
2002-08,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,10
2002-09,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,18
2002-09,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,16
2002-09,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,12
2002-09,Cellulitis of other parts of limb,L03.1,124
2002-09,Cellulitis of trunk,L03.3,10
2002-09,"Cellulitis, unspecified",L03.9,165
2002-09,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,67
2002-09,"Pemphigus, unspecified",L10.9,11
2002-09,Bullous pemphigoid,L12.0,21
2002-09,"Psoriasis, unspecified",L40.9,22
2002-09,Toxic epidermal necrolysis [Lyell],L51.2,12
2002-09,"Erythematous condition, unspecified",L53.9,20
2002-09,Decubitus ulcer,L89,624
2002-09,Discoid lupus erythematosus,L93.0,90
2002-09,"Ulcer of lower limb, not elsewhere classified",L97,91
2002-09,"Chronic ulcer of skin, not elsewhere classified",L98.4,57
2002-09,Other specified disorders of skin and subcutaneous tissue,L98.8,10
2002-10,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,15
2002-10,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,16
2002-10,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,21
2002-10,Cellulitis of other parts of limb,L03.1,113
2002-10,Cellulitis of trunk,L03.3,14
2002-10,"Cellulitis, unspecified",L03.9,165
2002-10,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,64
2002-10,Bullous pemphigoid,L12.0,23
2002-10,"Psoriasis, unspecified",L40.9,31
2002-10,"Erythematous condition, unspecified",L53.9,12
2002-10,Decubitus ulcer,L89,700
2002-10,Discoid lupus erythematosus,L93.0,98
2002-10,"Ulcer of lower limb, not elsewhere classified",L97,80
2002-10,"Chronic ulcer of skin, not elsewhere classified",L98.4,81
2002-10,Other specified disorders of skin and subcutaneous tissue,L98.8,13
2002-11,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,16
2002-11,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,18
2002-11,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,19
2002-11,Cellulitis of other parts of limb,L03.1,129
2002-11,"Cellulitis, unspecified",L03.9,183
2002-11,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,57
2002-11,Bullous pemphigoid,L12.0,17
2002-11,"Psoriasis, unspecified",L40.9,31
2002-11,Bullous erythema multiforme,L51.1,11
2002-11,"Erythematous condition, unspecified",L53.9,16
2002-11,Decubitus ulcer,L89,680
2002-11,Discoid lupus erythematosus,L93.0,91
2002-11,"Ulcer of lower limb, not elsewhere classified",L97,93
2002-11,"Chronic ulcer of skin, not elsewhere classified",L98.4,79
2002-12,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,12
2002-12,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,26
2002-12,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,27
2002-12,Cellulitis of other parts of limb,L03.1,170
2002-12,Cellulitis of trunk,L03.3,10
2002-12,"Cellulitis, unspecified",L03.9,198
2002-12,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,55
2002-12,"Pemphigus, unspecified",L10.9,11
2002-12,Bullous pemphigoid,L12.0,20
2002-12,Arthropathic psoriasis,L40.5,14
2002-12,"Psoriasis, unspecified",L40.9,20
2002-12,Bullous erythema multiforme,L51.1,10
2002-12,Toxic epidermal necrolysis [Lyell],L51.2,16
2002-12,"Erythematous condition, unspecified",L53.9,10
2002-12,Decubitus ulcer,L89,700
2002-12,Discoid lupus erythematosus,L93.0,106
2002-12,"Ulcer of lower limb, not elsewhere classified",L97,93
2002-12,"Chronic ulcer of skin, not elsewhere classified",L98.4,81
2003-01,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,19
2003-01,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,12
2003-01,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,21
2003-01,Cellulitis of other parts of limb,L03.1,165
2003-01,Cellulitis of trunk,L03.3,19
2003-01,"Cellulitis, unspecified",L03.9,226
2003-01,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,91
2003-01,"Pemphigus, unspecified",L10.9,18
2003-01,Bullous pemphigoid,L12.0,22
2003-01,"Dermatitis, unspecified",L30.9,11
2003-01,"Psoriasis, unspecified",L40.9,24
2003-01,Decubitus ulcer,L89,793
2003-01,Discoid lupus erythematosus,L93.0,89
2003-01,"Ulcer of lower limb, not elsewhere classified",L97,110
2003-01,"Chronic ulcer of skin, not elsewhere classified",L98.4,84
2003-01,Other specified disorders of skin and subcutaneous tissue,L98.8,10
2003-01,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,10
2003-02,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,14
2003-02,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,18
2003-02,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,26
2003-02,Cellulitis of other parts of limb,L03.1,170
2003-02,Cellulitis of trunk,L03.3,11
2003-02,"Cellulitis, unspecified",L03.9,189
2003-02,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,79
2003-02,Bullous pemphigoid,L12.0,17
2003-02,"Dermatitis, unspecified",L30.9,10
2003-02,Arthropathic psoriasis,L40.5,10
2003-02,"Psoriasis, unspecified",L40.9,23
2003-02,Bullous erythema multiforme,L51.1,10
2003-02,Toxic epidermal necrolysis [Lyell],L51.2,13
2003-02,"Erythematous condition, unspecified",L53.9,11
2003-02,Decubitus ulcer,L89,681
2003-02,Discoid lupus erythematosus,L93.0,81
2003-02,"Ulcer of lower limb, not elsewhere classified",L97,96
2003-02,"Chronic ulcer of skin, not elsewhere classified",L98.4,84
2003-02,Other specified disorders of skin and subcutaneous tissue,L98.8,15
2003-02,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,11
2003-03,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,20
2003-03,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,17
2003-03,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,16
2003-03,Cellulitis of other parts of limb,L03.1,139
2003-03,Cellulitis of trunk,L03.3,14
2003-03,"Cellulitis, unspecified",L03.9,167
2003-03,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,88
2003-03,Bullous pemphigoid,L12.0,26
2003-03,"Dermatitis, unspecified",L30.9,11
2003-03,"Psoriasis, unspecified",L40.9,15
2003-03,Bullous erythema multiforme,L51.1,10
2003-03,Toxic epidermal necrolysis [Lyell],L51.2,14
2003-03,Decubitus ulcer,L89,730
2003-03,Discoid lupus erythematosus,L93.0,94
2003-03,"Ulcer of lower limb, not elsewhere classified",L97,104
2003-03,"Chronic ulcer of skin, not elsewhere classified",L98.4,81
2003-03,Other specified disorders of skin and subcutaneous tissue,L98.8,14
2003-04,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,15
2003-04,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,17
2003-04,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,14
2003-04,Cellulitis of other parts of limb,L03.1,142
2003-04,Cellulitis of trunk,L03.3,15
2003-04,"Cellulitis, unspecified",L03.9,172
2003-04,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,106
2003-04,"Pemphigus, unspecified",L10.9,12
2003-04,Bullous pemphigoid,L12.0,27
2003-04,"Psoriasis, unspecified",L40.9,14
2003-04,Bullous erythema multiforme,L51.1,10
2003-04,"Erythematous condition, unspecified",L53.9,15
2003-04,Decubitus ulcer,L89,629
2003-04,Discoid lupus erythematosus,L93.0,88
2003-04,"Ulcer of lower limb, not elsewhere classified",L97,84
2003-04,"Chronic ulcer of skin, not elsewhere classified",L98.4,79
2003-04,Other specified disorders of skin and subcutaneous tissue,L98.8,13
2003-05,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,16
2003-05,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,24
2003-05,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,25
2003-05,Cellulitis of other parts of limb,L03.1,139
2003-05,"Cellulitis, unspecified",L03.9,159
2003-05,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,105
2003-05,Bullous pemphigoid,L12.0,17
2003-05,"Psoriasis, unspecified",L40.9,23
2003-05,"Erythematous condition, unspecified",L53.9,15
2003-05,Decubitus ulcer,L89,644
2003-05,Discoid lupus erythematosus,L93.0,118
2003-05,"Ulcer of lower limb, not elsewhere classified",L97,79
2003-05,"Chronic ulcer of skin, not elsewhere classified",L98.4,77
2003-05,Other specified disorders of skin and subcutaneous tissue,L98.8,11
2003-06,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,12
2003-06,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,16
2003-06,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,19
2003-06,Cellulitis of other parts of limb,L03.1,131
2003-06,"Cellulitis, unspecified",L03.9,166
2003-06,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,110
2003-06,"Pemphigus, unspecified",L10.9,15
2003-06,Bullous pemphigoid,L12.0,18
2003-06,"Dermatitis, unspecified",L30.9,11
2003-06,"Psoriasis, unspecified",L40.9,15
2003-06,"Erythematous condition, unspecified",L53.9,11
2003-06,Decubitus ulcer,L89,648
2003-06,Discoid lupus erythematosus,L93.0,89
2003-06,"Ulcer of lower limb, not elsewhere classified",L97,69
2003-06,"Chronic ulcer of skin, not elsewhere classified",L98.4,62
2003-06,Other specified disorders of skin and subcutaneous tissue,L98.8,12
2003-06,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,11
2003-07,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,12
2003-07,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,20
2003-07,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,24
2003-07,Cellulitis of other parts of limb,L03.1,135
2003-07,"Cellulitis, unspecified",L03.9,165
2003-07,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,112
2003-07,"Pemphigus, unspecified",L10.9,11
2003-07,Bullous pemphigoid,L12.0,19
2003-07,"Psoriasis, unspecified",L40.9,22
2003-07,Toxic epidermal necrolysis [Lyell],L51.2,11
2003-07,"Erythematous condition, unspecified",L53.9,14
2003-07,Decubitus ulcer,L89,632
2003-07,Discoid lupus erythematosus,L93.0,90
2003-07,"Ulcer of lower limb, not elsewhere classified",L97,83
2003-07,"Chronic ulcer of skin, not elsewhere classified",L98.4,65
2003-08,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,16
2003-08,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,22
2003-08,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,32
2003-08,Cellulitis of other parts of limb,L03.1,144
2003-08,Cellulitis of trunk,L03.3,11
2003-08,"Cellulitis, unspecified",L03.9,172
2003-08,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,134
2003-08,"Pemphigus, unspecified",L10.9,14
2003-08,Bullous pemphigoid,L12.0,19
2003-08,"Psoriasis, unspecified",L40.9,23
2003-08,"Erythematous condition, unspecified",L53.9,12
2003-08,Decubitus ulcer,L89,648
2003-08,Discoid lupus erythematosus,L93.0,100
2003-08,"Ulcer of lower limb, not elsewhere classified",L97,81
2003-08,"Chronic ulcer of skin, not elsewhere classified",L98.4,64
2003-08,Other specified disorders of skin and subcutaneous tissue,L98.8,10
2003-08,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,13
2003-09,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,17
2003-09,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,16
2003-09,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,18
2003-09,Cellulitis of other parts of limb,L03.1,134
2003-09,Cellulitis of trunk,L03.3,11
2003-09,"Cellulitis, unspecified",L03.9,159
2003-09,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,100
2003-09,Bullous pemphigoid,L12.0,15
2003-09,"Psoriasis, unspecified",L40.9,23
2003-09,Toxic epidermal necrolysis [Lyell],L51.2,12
2003-09,"Erythematous condition, unspecified",L53.9,19
2003-09,Decubitus ulcer,L89,609
2003-09,Discoid lupus erythematosus,L93.0,102
2003-09,"Ulcer of lower limb, not elsewhere classified",L97,90
2003-09,"Chronic ulcer of skin, not elsewhere classified",L98.4,52
2003-09,Other specified disorders of skin and subcutaneous tissue,L98.8,14
2003-10,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,14
2003-10,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,21
2003-10,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,30
2003-10,Cellulitis of other parts of limb,L03.1,132
2003-10,Cellulitis of trunk,L03.3,13
2003-10,"Cellulitis, unspecified",L03.9,181
2003-10,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,130
2003-10,Bullous pemphigoid,L12.0,25
2003-10,"Dermatitis, unspecified",L30.9,14
2003-10,"Psoriasis, unspecified",L40.9,23
2003-10,Bullous erythema multiforme,L51.1,10
2003-10,Toxic epidermal necrolysis [Lyell],L51.2,10
2003-10,"Erythematous condition, unspecified",L53.9,12
2003-10,Decubitus ulcer,L89,676
2003-10,Discoid lupus erythematosus,L93.0,103
2003-10,"Ulcer of lower limb, not elsewhere classified",L97,92
2003-10,"Chronic ulcer of skin, not elsewhere classified",L98.4,69
2003-10,Other specified disorders of skin and subcutaneous tissue,L98.8,16
2003-11,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,10
2003-11,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,22
2003-11,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,30
2003-11,Cellulitis of other parts of limb,L03.1,125
2003-11,"Cellulitis, unspecified",L03.9,167
2003-11,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,126
2003-11,Bullous pemphigoid,L12.0,17
2003-11,Arthropathic psoriasis,L40.5,10
2003-11,"Psoriasis, unspecified",L40.9,17
2003-11,Bullous erythema multiforme,L51.1,21
2003-11,Toxic epidermal necrolysis [Lyell],L51.2,11
2003-11,"Erythematous condition, unspecified",L53.9,16
2003-11,Decubitus ulcer,L89,688
2003-11,Discoid lupus erythematosus,L93.0,102
2003-11,"Ulcer of lower limb, not elsewhere classified",L97,88
2003-11,"Chronic ulcer of skin, not elsewhere classified",L98.4,69
2003-11,Other specified disorders of skin and subcutaneous tissue,L98.8,14
2003-12,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,20
2003-12,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,19
2003-12,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,36
2003-12,Cellulitis of other parts of limb,L03.1,144
2003-12,Cellulitis of trunk,L03.3,13
2003-12,"Cellulitis, unspecified",L03.9,192
2003-12,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,164
2003-12,"Pemphigus, unspecified",L10.9,12
2003-12,Bullous pemphigoid,L12.0,28
2003-12,"Dermatitis, unspecified",L30.9,14
2003-12,"Psoriasis, unspecified",L40.9,32
2003-12,Bullous erythema multiforme,L51.1,10
2003-12,"Erythematous condition, unspecified",L53.9,10
2003-12,Decubitus ulcer,L89,718
2003-12,Discoid lupus erythematosus,L93.0,111
2003-12,"Ulcer of lower limb, not elsewhere classified",L97,94
2003-12,"Chronic ulcer of skin, not elsewhere classified",L98.4,87
2003-12,Other specified disorders of skin and subcutaneous tissue,L98.8,21
2004-01,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,13
2004-01,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,25
2004-01,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,34
2004-01,Cellulitis of other parts of limb,L03.1,151
2004-01,Cellulitis of trunk,L03.3,17
2004-01,"Cellulitis, unspecified",L03.9,202
2004-01,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,135
2004-01,Bullous pemphigoid,L12.0,23
2004-01,"Dermatitis, unspecified",L30.9,10
2004-01,"Psoriasis, unspecified",L40.9,24
2004-01,Toxic epidermal necrolysis [Lyell],L51.2,10
2004-01,"Erythematous condition, unspecified",L53.9,10
2004-01,Decubitus ulcer,L89,742
2004-01,Discoid lupus erythematosus,L93.0,121
2004-01,"Ulcer of lower limb, not elsewhere classified",L97,88
2004-01,"Chronic ulcer of skin, not elsewhere classified",L98.4,83
2004-02,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,16
2004-02,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,24
2004-02,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,23
2004-02,Cellulitis of other parts of limb,L03.1,133
2004-02,Cellulitis of trunk,L03.3,16
2004-02,"Cellulitis, unspecified",L03.9,198
2004-02,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,133
2004-02,Bullous pemphigoid,L12.0,20
2004-02,"Psoriasis, unspecified",L40.9,25
2004-02,Toxic epidermal necrolysis [Lyell],L51.2,14
2004-02,"Erythematous condition, unspecified",L53.9,11
2004-02,Decubitus ulcer,L89,641
2004-02,Discoid lupus erythematosus,L93.0,80
2004-02,"Ulcer of lower limb, not elsewhere classified",L97,85
2004-02,"Chronic ulcer of skin, not elsewhere classified",L98.4,67
2004-02,Other specified disorders of skin and subcutaneous tissue,L98.8,10
2004-03,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,18
2004-03,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,22
2004-03,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,27
2004-03,Cellulitis of other parts of limb,L03.1,164
2004-03,"Cellulitis, unspecified",L03.9,200
2004-03,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,141
2004-03,Bullous pemphigoid,L12.0,14
2004-03,"Psoriasis, unspecified",L40.9,19
2004-03,Toxic epidermal necrolysis [Lyell],L51.2,13
2004-03,"Erythematous condition, unspecified",L53.9,13
2004-03,Decubitus ulcer,L89,699
2004-03,Discoid lupus erythematosus,L93.0,82
2004-03,"Ulcer of lower limb, not elsewhere classified",L97,91
2004-03,"Chronic ulcer of skin, not elsewhere classified",L98.4,82
2004-04,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,13
2004-04,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,18
2004-04,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,21
2004-04,Cellulitis of other parts of limb,L03.1,111
2004-04,"Cellulitis, unspecified",L03.9,183
2004-04,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,114
2004-04,"Pemphigus, unspecified",L10.9,10
2004-04,Bullous pemphigoid,L12.0,17
2004-04,"Dermatitis, unspecified",L30.9,13
2004-04,"Psoriasis, unspecified",L40.9,20
2004-04,Bullous erythema multiforme,L51.1,16
2004-04,Toxic epidermal necrolysis [Lyell],L51.2,14
2004-04,"Erythematous condition, unspecified",L53.9,10
2004-04,Decubitus ulcer,L89,686
2004-04,Discoid lupus erythematosus,L93.0,99
2004-04,"Ulcer of lower limb, not elsewhere classified",L97,94
2004-04,"Chronic ulcer of skin, not elsewhere classified",L98.4,85
2004-05,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,14
2004-05,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,17
2004-05,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,27
2004-05,Cellulitis of other parts of limb,L03.1,147
2004-05,Cellulitis of trunk,L03.3,12
2004-05,"Cellulitis, unspecified",L03.9,169
2004-05,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,127
2004-05,Bullous pemphigoid,L12.0,18
2004-05,"Psoriasis, unspecified",L40.9,19
2004-05,"Erythematous condition, unspecified",L53.9,17
2004-05,Decubitus ulcer,L89,662
2004-05,Discoid lupus erythematosus,L93.0,93
2004-05,"Ulcer of lower limb, not elsewhere classified",L97,71
2004-05,"Chronic ulcer of skin, not elsewhere classified",L98.4,82
2004-05,Other specified disorders of skin and subcutaneous tissue,L98.8,13
2004-06,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,14
2004-06,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,12
2004-06,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,26
2004-06,Cellulitis of other parts of limb,L03.1,141
2004-06,Cellulitis of trunk,L03.3,11
2004-06,"Cellulitis, unspecified",L03.9,144
2004-06,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,140
2004-06,"Pemphigus, unspecified",L10.9,13
2004-06,Bullous pemphigoid,L12.0,11
2004-06,"Psoriasis, unspecified",L40.9,14
2004-06,"Erythematous condition, unspecified",L53.9,14
2004-06,Decubitus ulcer,L89,616
2004-06,Discoid lupus erythematosus,L93.0,84
2004-06,"Ulcer of lower limb, not elsewhere classified",L97,95
2004-06,"Chronic ulcer of skin, not elsewhere classified",L98.4,62
2004-07,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,15
2004-07,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,22
2004-07,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,32
2004-07,Cellulitis of other parts of limb,L03.1,131
2004-07,Cellulitis of trunk,L03.3,11
2004-07,"Cellulitis, unspecified",L03.9,170
2004-07,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,136
2004-07,Bullous pemphigoid,L12.0,21
2004-07,"Psoriasis, unspecified",L40.9,18
2004-07,Toxic epidermal necrolysis [Lyell],L51.2,14
2004-07,"Erythematous condition, unspecified",L53.9,12
2004-07,Decubitus ulcer,L89,682
2004-07,Discoid lupus erythematosus,L93.0,88
2004-07,"Ulcer of lower limb, not elsewhere classified",L97,68
2004-07,"Chronic ulcer of skin, not elsewhere classified",L98.4,75
2004-08,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,11
2004-08,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,20
2004-08,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,26
2004-08,Cellulitis of other parts of limb,L03.1,117
2004-08,Cellulitis of trunk,L03.3,18
2004-08,"Cellulitis, unspecified",L03.9,167
2004-08,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,115
2004-08,"Pemphigus, unspecified",L10.9,11
2004-08,Bullous pemphigoid,L12.0,19
2004-08,"Psoriasis, unspecified",L40.9,24
2004-08,Decubitus ulcer,L89,630
2004-08,Discoid lupus erythematosus,L93.0,87
2004-08,"Ulcer of lower limb, not elsewhere classified",L97,73
2004-08,"Chronic ulcer of skin, not elsewhere classified",L98.4,88
2004-09,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,11
2004-09,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,25
2004-09,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,25
2004-09,Cellulitis of other parts of limb,L03.1,131
2004-09,Cellulitis of trunk,L03.3,19
2004-09,"Cellulitis, unspecified",L03.9,170
2004-09,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,117
2004-09,"Pemphigus, unspecified",L10.9,13
2004-09,Bullous pemphigoid,L12.0,16
2004-09,"Psoriasis, unspecified",L40.9,18
2004-09,Toxic epidermal necrolysis [Lyell],L51.2,12
2004-09,"Erythematous condition, unspecified",L53.9,13
2004-09,Decubitus ulcer,L89,665
2004-09,Discoid lupus erythematosus,L93.0,100
2004-09,"Ulcer of lower limb, not elsewhere classified",L97,81
2004-09,"Chronic ulcer of skin, not elsewhere classified",L98.4,82
2004-09,Other specified disorders of skin and subcutaneous tissue,L98.8,21
2004-10,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,13
2004-10,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,17
2004-10,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,27
2004-10,Cellulitis of other parts of limb,L03.1,135
2004-10,Cellulitis of trunk,L03.3,12
2004-10,"Cellulitis, unspecified",L03.9,192
2004-10,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,142
2004-10,"Pemphigus, unspecified",L10.9,11
2004-10,Bullous pemphigoid,L12.0,13
2004-10,"Psoriasis, unspecified",L40.9,18
2004-10,"Erythematous condition, unspecified",L53.9,14
2004-10,Decubitus ulcer,L89,711
2004-10,Discoid lupus erythematosus,L93.0,94
2004-10,"Ulcer of lower limb, not elsewhere classified",L97,92
2004-10,"Chronic ulcer of skin, not elsewhere classified",L98.4,86
2004-10,Other specified disorders of skin and subcutaneous tissue,L98.8,13
2004-11,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,10
2004-11,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,16
2004-11,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,29
2004-11,Cellulitis of other parts of limb,L03.1,146
2004-11,"Cellulitis, unspecified",L03.9,176
2004-11,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,119
2004-11,Bullous pemphigoid,L12.0,18
2004-11,"Psoriasis, unspecified",L40.9,18
2004-11,Bullous erythema multiforme,L51.1,19
2004-11,"Erythematous condition, unspecified",L53.9,18
2004-11,Decubitus ulcer,L89,708
2004-11,Discoid lupus erythematosus,L93.0,100
2004-11,"Ulcer of lower limb, not elsewhere classified",L97,87
2004-11,"Chronic ulcer of skin, not elsewhere classified",L98.4,63
2004-11,Other specified disorders of skin and subcutaneous tissue,L98.8,15
2004-12,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,12
2004-12,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,20
