cause,year,month,age,status,dead,pop,asmr,noted_as_unreliable,asmr_low,asmr_high
Deaths involving COVID-19,2022,February,60-69,"Third dose or booster, at least 21 days ago",128,401436,32.1,,26.5,37.6
Deaths involving COVID-19,2022,February,70-79,Unvaccinated,67,8946,756.3,,585.3,961.4
Deaths involving COVID-19,2022,February,70-79,"First dose, less than 21 days ago",<3,27,,,,
Deaths involving COVID-19,2022,February,70-79,"First dose, at least 21 days ago",13,1165,1154.4,u,613.0,1976.5
Deaths involving COVID-19,2022,February,70-79,"Second dose, less than 21 days ago",<3,68,,,,
Deaths involving COVID-19,2022,February,70-79,"Second dose, at least 21 days ago",101,10023,1044.9,,840.3,1249.6
Deaths involving COVID-19,2022,February,70-79,"Third dose or booster, less than 21 days ago",4,732,552.6,u,149.7,1416.8
Deaths involving COVID-19,2022,February,70-79,"Third dose or booster, at least 21 days ago",423,340882,123.5,,111.8,135.3
Deaths involving COVID-19,2022,February,80-89,Unvaccinated,82,3846,2121.6,,1687.3,2633.6
Deaths involving COVID-19,2022,February,80-89,"First dose, less than 21 days ago",<3,12,,,,
Deaths involving COVID-19,2022,February,80-89,"First dose, at least 21 days ago",14,526,2581.8,u,1404.6,4342.0
Deaths involving COVID-19,2022,February,80-89,"Second dose, less than 21 days ago",<3,32,,,,
Deaths involving COVID-19,2022,February,80-89,"Second dose, at least 21 days ago",147,4799,2990.0,,2504.6,3475.4
Deaths involving COVID-19,2022,February,80-89,"Third dose or booster, less than 21 days ago",6,397,1489.5,u,534.9,3263.9
Deaths involving COVID-19,2022,February,80-89,"Third dose or booster, at least 21 days ago",884,158928,553.4,,516.9,589.9
Deaths involving COVID-19,2022,February,90+,Unvaccinated,44,986,4464.1,,3243.3,5993.1
Deaths involving COVID-19,2022,February,90+,"First dose, less than 21 days ago",<3,4,,,,
Deaths involving COVID-19,2022,February,90+,"First dose, at least 21 days ago",13,161,8076.2,u,4296.0,13811.5
Deaths involving COVID-19,2022,February,90+,"Second dose, less than 21 days ago",<3,9,,,,
Deaths involving COVID-19,2022,February,90+,"Second dose, at least 21 days ago",88,1338,6576.7,,5274.6,8102.9
Deaths involving COVID-19,2022,February,90+,"Third dose or booster, less than 21 days ago",4,142,2821.9,u,759.2,7224.8
Deaths involving COVID-19,2022,February,90+,"Third dose or booster, at least 21 days ago",601,33603,1788.5,,1648.4,1937.4
Deaths involving COVID-19,2022,March,18-39,Unvaccinated,6,210888,3.3,u,1.2,7.2
Deaths involving COVID-19,2022,March,18-39,"First dose, less than 21 days ago",<3,1814,,,,
Deaths involving COVID-19,2022,March,18-39,"First dose, at least 21 days ago",4,51093,8.8,u,2.2,22.8
Deaths involving COVID-19,2022,March,18-39,"Second dose, less than 21 days ago",<3,5083,,,,
Deaths involving COVID-19,2022,March,18-39,"Second dose, at least 21 days ago",6,319145,2.0,u,0.7,4.4
Deaths involving COVID-19,2022,March,18-39,"Third dose or booster, less than 21 days ago",<3,13352,,,,
Deaths involving COVID-19,2022,March,18-39,"Third dose or booster, at least 21 days ago",9,562122,1.5,u,0.7,2.9
Deaths involving COVID-19,2022,March,40-49,Unvaccinated,7,57806,12.1,u,4.8,25.1
Deaths involving COVID-19,2022,March,40-49,"First dose, less than 21 days ago",<3,211,,,,
Deaths involving COVID-19,2022,March,40-49,"First dose, at least 21 days ago",<3,10625,,,,
Deaths involving COVID-19,2022,March,40-49,"Second dose, less than 21 days ago",<3,784,,,,
Deaths involving COVID-19,2022,March,40-49,"Second dose, at least 21 days ago",6,95408,6.1,u,2.2,13.4
Deaths involving COVID-19,2022,March,40-49,"Third dose or booster, less than 21 days ago",<3,3510,,,,
Deaths involving COVID-19,2022,March,40-49,"Third dose or booster, at least 21 days ago",17,387439,4.4,u,2.5,7.0
Deaths involving COVID-19,2022,March,50-59,Unvaccinated,17,38022,46.1,u,26.8,73.9
Deaths involving COVID-19,2022,March,50-59,"First dose, less than 21 days ago",<3,98,,,,
Deaths involving COVID-19,2022,March,50-59,"First dose, at least 21 days ago",3,6435,45.7,u,9.3,134.0
Deaths involving COVID-19,2022,March,50-59,"Second dose, less than 21 days ago",<3,382,,,,
Deaths involving COVID-19,2022,March,50-59,"Second dose, at least 21 days ago",15,60405,25.0,u,13.9,41.3
Deaths involving COVID-19,2022,March,50-59,"Third dose or booster, less than 21 days ago",<3,2073,,,,
Deaths involving COVID-19,2022,March,50-59,"Third dose or booster, at least 21 days ago",48,507092,9.3,,6.8,12.3
Deaths involving COVID-19,2022,March,60-69,Unvaccinated,28,20274,145.7,,96.3,211.4
Deaths involving COVID-19,2022,March,60-69,"First dose, less than 21 days ago",<3,39,,,,
Deaths involving COVID-19,2022,March,60-69,"First dose, at least 21 days ago",4,2932,143.5,u,37.0,372.0
Deaths involving COVID-19,2022,March,60-69,"Second dose, less than 21 days ago",<3,153,,,,
Deaths involving COVID-19,2022,March,60-69,"Second dose, at least 21 days ago",32,26691,127.6,,86.3,181.4
Deaths involving COVID-19,2022,March,60-69,"Third dose or booster, less than 21 days ago",<3,865,,,,
Deaths involving COVID-19,2022,March,60-69,"Third dose or booster, at least 21 days ago",134,447544,30.2,,25.1,35.4
Deaths involving COVID-19,2022,March,70-79,Unvaccinated,56,9919,589.1,,444.4,765.7
Deaths involving COVID-19,2022,March,70-79,"First dose, less than 21 days ago",<3,15,,,,
Deaths involving COVID-19,2022,March,70-79,"First dose, at least 21 days ago",8,1250,677.2,u,291.5,1335.9
Deaths involving COVID-19,2022,March,70-79,"Second dose, less than 21 days ago",<3,54,,,,
Deaths involving COVID-19,2022,March,70-79,"Second dose, at least 21 days ago",76,10577,748.3,,589.0,937.3
Deaths involving COVID-19,2022,March,70-79,"Third dose or booster, less than 21 days ago",<3,422,,,,
Deaths involving COVID-19,2022,March,70-79,"Third dose or booster, at least 21 days ago",497,379010,130.3,,118.9,141.8
Deaths involving COVID-19,2022,March,80-89,Unvaccinated,74,4235,1737.1,,1363.9,2180.8
Deaths involving COVID-19,2022,March,80-89,"First dose, less than 21 days ago",<3,8,,,,
Deaths involving COVID-19,2022,March,80-89,"First dose, at least 21 days ago",17,558,2979.2,u,1728.7,4779.7
Deaths involving COVID-19,2022,March,80-89,"Second dose, less than 21 days ago",<3,24,,,,
Deaths involving COVID-19,2022,March,80-89,"Second dose, at least 21 days ago",101,4990,2003.8,,1611.6,2396.0
Deaths involving COVID-19,2022,March,80-89,"Third dose or booster, less than 21 days ago",<3,208,,,,
Deaths involving COVID-19,2022,March,80-89,"Third dose or booster, at least 21 days ago",1008,176758,567.2,,532.2,602.2
Deaths involving COVID-19,2022,March,90+,Unvaccinated,42,1083,3878.7,,2795.1,5243.1
Deaths involving COVID-19,2022,March,90+,"First dose, less than 21 days ago",<3,2,,,,
Deaths involving COVID-19,2022,March,90+,"First dose, at least 21 days ago",10,170,5869.4,u,2809.9,10794.9
Deaths involving COVID-19,2022,March,90+,"Second dose, less than 21 days ago",<3,8,,,,
Deaths involving COVID-19,2022,March,90+,"Second dose, at least 21 days ago",64,1370,4673.0,,3598.6,5967.5
Deaths involving COVID-19,2022,March,90+,"Third dose or booster, less than 21 days ago",<3,65,,,,
Deaths involving COVID-19,2022,March,90+,"Third dose or booster, at least 21 days ago",767,37485,2046.1,,1903.9,2196.2
Deaths involving COVID-19,2022,April,18-39,Unvaccinated,<3,202665,,,,
Deaths involving COVID-19,2022,April,18-39,"First dose, less than 21 days ago",<3,1144,,,,
Deaths involving COVID-19,2022,April,18-39,"First dose, at least 21 days ago",<3,46916,,,,
Deaths involving COVID-19,2022,April,18-39,"Second dose, less than 21 days ago",<3,3520,,,,
Deaths involving COVID-19,2022,April,18-39,"Second dose, at least 21 days ago",5,302857,1.7,u,0.5,3.9
Deaths involving COVID-19,2022,April,18-39,"Third dose or booster, less than 21 days ago",<3,9077,,,,
Deaths involving COVID-19,2022,April,18-39,"Third dose or booster, at least 21 days ago",8,559022,1.3,u,0.6,2.6
Deaths involving COVID-19,2022,April,40-49,Unvaccinated,11,55977,19.8,u,9.8,35.6
Deaths involving COVID-19,2022,April,40-49,"First dose, less than 21 days ago",<3,129,,,,
Deaths involving COVID-19,2022,April,40-49,"First dose, at least 21 days ago",<3,9828,,,,
Deaths involving COVID-19,2022,April,40-49,"Second dose, less than 21 days ago",<3,480,,,,
Deaths involving COVID-19,2022,April,40-49,"Second dose, at least 21 days ago",6,90310,6.5,u,2.3,14.1
Deaths involving COVID-19,2022,April,40-49,"Third dose or booster, less than 21 days ago",<3,2215,,,,
Deaths involving COVID-19,2022,April,40-49,"Third dose or booster, at least 21 days ago",15,378530,4.0,u,2.2,6.6
Deaths involving COVID-19,2022,April,50-59,Unvaccinated,11,36825,31.2,u,15.6,55.9
Deaths involving COVID-19,2022,April,50-59,"First dose, less than 21 days ago",<3,62,,,,
Deaths involving COVID-19,2022,April,50-59,"First dose, at least 21 days ago",5,5989,89.5,u,28.9,209.1
Deaths involving COVID-19,2022,April,50-59,"Second dose, less than 21 days ago",<3,245,,,,
Deaths involving COVID-19,2022,April,50-59,"Second dose, at least 21 days ago",14,57139,25.8,u,14.1,43.4
Deaths involving COVID-19,2022,April,50-59,"Third dose or booster, less than 21 days ago",<3,1373,,,,
Deaths involving COVID-19,2022,April,50-59,"Third dose or booster, at least 21 days ago",66,492769,13.2,,10.2,16.7
Deaths involving COVID-19,2022,April,60-69,Unvaccinated,25,19691,131.9,,84.8,195.4
Deaths involving COVID-19,2022,April,60-69,"First dose, less than 21 days ago",<3,26,,,,
Deaths involving COVID-19,2022,April,60-69,"First dose, at least 21 days ago",8,2752,336.6,u,142.9,667.3
Deaths involving COVID-19,2022,April,60-69,"Second dose, less than 21 days ago",<3,97,,,,
Deaths involving COVID-19,2022,April,60-69,"Second dose, at least 21 days ago",36,25393,147.0,,101.8,205.0
Deaths involving COVID-19,2022,April,60-69,"Third dose or booster, less than 21 days ago",<3,555,,,,
Deaths involving COVID-19,2022,April,60-69,"Third dose or booster, at least 21 days ago",203,435056,47.2,,40.7,53.6
Deaths involving COVID-19,2022,April,70-79,Unvaccinated,40,9618,433.2,,309.1,590.5
Deaths involving COVID-19,2022,April,70-79,"First dose, less than 21 days ago",<3,11,,,,
Deaths involving COVID-19,2022,April,70-79,"First dose, at least 21 days ago",11,1177,956.3,u,475.8,1713.5
Deaths involving COVID-19,2022,April,70-79,"Second dose, less than 21 days ago",<3,35,,,,
Deaths involving COVID-19,2022,April,70-79,"Second dose, at least 21 days ago",58,9798,620.1,,470.1,802.5
Deaths involving COVID-19,2022,April,70-79,"Third dose or booster, less than 21 days ago",<3,347,,,,
Deaths involving COVID-19,2022,April,70-79,"Third dose or booster, at least 21 days ago",705,367827,189.9,,175.9,203.9
Deaths involving COVID-19,2022,April,80-89,Unvaccinated,86,4078,2097.7,,1677.8,2590.7
Deaths involving COVID-19,2022,April,80-89,"First dose, less than 21 days ago",<3,8,,,,
Deaths involving COVID-19,2022,April,80-89,"First dose, at least 21 days ago",6,521,1097.5,u,399.7,2394.5
Deaths involving COVID-19,2022,April,80-89,"Second dose, less than 21 days ago",<3,18,,,,
Deaths involving COVID-19,2022,April,80-89,"Second dose, at least 21 days ago",85,4458,1879.2,,1499.9,2325.0
Deaths involving COVID-19,2022,April,80-89,"Third dose or booster, less than 21 days ago",<3,259,,,,
Deaths involving COVID-19,2022,April,80-89,"Third dose or booster, at least 21 days ago",1343,171801,777.3,,735.7,818.9
Deaths involving COVID-19,2022,April,90+,Unvaccinated,49,1040,4712.4,,3485.9,6230.2
Deaths involving COVID-19,2022,April,90+,"First dose, less than 21 days ago",<3,3,,,,
Deaths involving COVID-19,2022,April,90+,"First dose, at least 21 days ago",12,155,7736.2,u,3992.8,13514.5
Deaths involving COVID-19,2022,April,90+,"Second dose, less than 21 days ago",<3,6,,,,
Deaths involving COVID-19,2022,April,90+,"Second dose, at least 21 days ago",64,1195,5353.5,,4122.6,6836.4
Deaths involving COVID-19,2022,April,90+,"Third dose or booster, less than 21 days ago",<3,92,,,,
Deaths involving COVID-19,2022,April,90+,"Third dose or booster, at least 21 days ago",948,36492,2597.8,,2435.1,2768.6
Deaths involving COVID-19,2022,May,18-39,Unvaccinated,3,208452,1.5,u,0.3,4.4
Deaths involving COVID-19,2022,May,18-39,"First dose, less than 21 days ago",<3,916,,,,
Deaths involving COVID-19,2022,May,18-39,"First dose, at least 21 days ago",<3,46654,,,,
Deaths involving COVID-19,2022,May,18-39,"Second dose, less than 21 days ago",<3,2721,,,,
Deaths involving COVID-19,2022,May,18-39,"Second dose, at least 21 days ago",3,305586,1.0,u,0.2,2.8
Deaths involving COVID-19,2022,May,18-39,"Third dose or booster, less than 21 days ago",<3,9066,,,,
Deaths involving COVID-19,2022,May,18-39,"Third dose or booster, at least 21 days ago",4,588722,0.7,u,0.2,1.9
Deaths involving COVID-19,2022,May,40-49,Unvaccinated,3,57911,5.5,u,1.1,16.3
Deaths involving COVID-19,2022,May,40-49,"First dose, less than 21 days ago",<3,107,,,,
Deaths involving COVID-19,2022,May,40-49,"First dose, at least 21 days ago",<3,9914,,,,
Deaths involving COVID-19,2022,May,40-49,"Second dose, less than 21 days ago",<3,317,,,,
Deaths involving COVID-19,2022,May,40-49,"Second dose, at least 21 days ago",5,91440,6.3,u,2.0,14.6
Deaths involving COVID-19,2022,May,40-49,"Third dose or booster, less than 21 days ago",<3,1950,,,,
Deaths involving COVID-19,2022,May,40-49,"Third dose or booster, at least 21 days ago",9,393593,2.3,u,1.0,4.3
Deaths involving COVID-19,2022,May,50-59,Unvaccinated,5,38097,12.7,u,4.1,29.7
Deaths involving COVID-19,2022,May,50-59,"First dose, less than 21 days ago",<3,50,,,,
Deaths involving COVID-19,2022,May,50-59,"First dose, at least 21 days ago",3,6079,51.5,u,10.5,151.0
Deaths involving COVID-19,2022,May,50-59,"Second dose, less than 21 days ago",<3,146,,,,
Deaths involving COVID-19,2022,May,50-59,"Second dose, at least 21 days ago",5,57906,9.2,u,3.0,21.6
Deaths involving COVID-19,2022,May,50-59,"Third dose or booster, less than 21 days ago",<3,1158,,,,
Deaths involving COVID-19,2022,May,50-59,"Third dose or booster, at least 21 days ago",38,510471,7.3,,5.1,10.0
Deaths involving COVID-19,2022,May,60-69,Unvaccinated,8,20434,40.4,u,17.2,80.1
Deaths involving COVID-19,2022,May,60-69,"First dose, less than 21 days ago",<3,19,,,,
Deaths involving COVID-19,2022,May,60-69,"First dose, at least 21 days ago",5,2805,210.0,u,66.7,493.0
Deaths involving COVID-19,2022,May,60-69,"Second dose, less than 21 days ago",<3,59,,,,
Deaths involving COVID-19,2022,May,60-69,"Second dose, at least 21 days ago",17,25867,74.5,u,42.8,120.2
Deaths involving COVID-19,2022,May,60-69,"Third dose or booster, less than 21 days ago",<3,460,,,,
Deaths involving COVID-19,2022,May,60-69,"Third dose or booster, at least 21 days ago",98,450947,22.0,,17.9,26.8
Deaths involving COVID-19,2022,May,70-79,Unvaccinated,27,9957,277.0,,182.2,403.5
Deaths involving COVID-19,2022,May,70-79,"First dose, less than 21 days ago",<3,11,,,,
Deaths involving COVID-19,2022,May,70-79,"First dose, at least 21 days ago",<3,1198,,,,
Deaths involving COVID-19,2022,May,70-79,"Second dose, less than 21 days ago",<3,24,,,,
Deaths involving COVID-19,2022,May,70-79,"Second dose, at least 21 days ago",25,9764,266.9,,172.1,394.8
Deaths involving COVID-19,2022,May,70-79,"Third dose or booster, less than 21 days ago",<3,288,,,,
Deaths involving COVID-19,2022,May,70-79,"Third dose or booster, at least 21 days ago",293,381068,76.3,,67.5,85.0
Deaths involving COVID-19,2022,May,80-89,Unvaccinated,29,4202,684.8,,458.6,980.5
Deaths involving COVID-19,2022,May,80-89,"First dose, less than 21 days ago",<3,8,,,,
Deaths involving COVID-19,2022,May,80-89,"First dose, at least 21 days ago",9,520,1654.4,u,753.1,3146.1
Deaths involving COVID-19,2022,May,80-89,"Second dose, less than 21 days ago",<3,19,,,,
Deaths involving COVID-19,2022,May,80-89,"Second dose, at least 21 days ago",45,4196,1046.2,,762.6,1400.7
Deaths involving COVID-19,2022,May,80-89,"Third dose or booster, less than 21 days ago",<3,275,,,,
Deaths involving COVID-19,2022,May,80-89,"Third dose or booster, at least 21 days ago",539,178376,300.5,,275.2,325.9
Deaths involving COVID-19,2022,May,90+,Unvaccinated,20,1065,1878.2,,1146.8,2900.9
Deaths involving COVID-19,2022,May,90+,"First dose, less than 21 days ago",<3,4,,,,
Deaths involving COVID-19,2022,May,90+,"First dose, at least 21 days ago",<3,151,,,,
Deaths involving COVID-19,2022,May,90+,"Second dose, less than 21 days ago",<3,8,,,,
Deaths involving COVID-19,2022,May,90+,"Second dose, at least 21 days ago",27,1060,2547.2,,1678.2,3706.2
Deaths involving COVID-19,2022,May,90+,"Third dose or booster, less than 21 days ago",<3,123,,,,
Deaths involving COVID-19,2022,May,90+,"Third dose or booster, at least 21 days ago",363,38005,955.1,,859.4,1058.6
Deaths involving COVID-19,2022,June,18-39,Unvaccinated,<3,201186,,,,
Deaths involving COVID-19,2022,June,18-39,"First dose, less than 21 days ago",<3,526,,,,
Deaths involving COVID-19,2022,June,18-39,"First dose, at least 21 days ago",<3,44035,,,,
Deaths involving COVID-19,2022,June,18-39,"Second dose, less than 21 days ago",<3,1809,,,,
Deaths involving COVID-19,2022,June,18-39,"Second dose, at least 21 days ago",<3,290373,,,,
Deaths involving COVID-19,2022,June,18-39,"Third dose or booster, less than 21 days ago",<3,6144,,,,
Deaths involving COVID-19,2022,June,18-39,"Third dose or booster, at least 21 days ago",6,579754,0.9,u,0.3,2.0
Deaths involving COVID-19,2022,June,40-49,Unvaccinated,<3,56170,,,,
Deaths involving COVID-19,2022,June,40-49,"First dose, less than 21 days ago",<3,69,,,,
Deaths involving COVID-19,2022,June,40-49,"First dose, at least 21 days ago",<3,9468,,,,
Deaths involving COVID-19,2022,June,40-49,"Second dose, less than 21 days ago",<3,201,,,,
Deaths involving COVID-19,2022,June,40-49,"Second dose, at least 21 days ago",3,87346,3.3,u,0.7,9.8
Deaths involving COVID-19,2022,June,40-49,"Third dose or booster, less than 21 days ago",<3,1172,,,,
Deaths involving COVID-19,2022,June,40-49,"Third dose or booster, at least 21 days ago",9,382637,2.4,u,1.1,4.5
Deaths involving COVID-19,2022,June,50-59,Unvaccinated,<3,36929,,,,
Deaths involving COVID-19,2022,June,50-59,"First dose, less than 21 days ago",<3,36,,,,
Deaths involving COVID-19,2022,June,50-59,"First dose, at least 21 days ago",3,5833,50.4,u,10.2,147.8
Deaths involving COVID-19,2022,June,50-59,"Second dose, less than 21 days ago",<3,91,,,,
Deaths involving COVID-19,2022,June,50-59,"Second dose, at least 21 days ago",5,55414,9.7,u,3.1,22.6
Deaths involving COVID-19,2022,June,50-59,"Third dose or booster, less than 21 days ago",<3,659,,,,
Deaths involving COVID-19,2022,June,50-59,"Third dose or booster, at least 21 days ago",35,494881,7.0,,4.9,9.8
Deaths involving COVID-19,2022,June,60-69,Unvaccinated,8,19872,44.8,u,19.2,88.7
Deaths involving COVID-19,2022,June,60-69,"First dose, less than 21 days ago",<3,15,,,,
Deaths involving COVID-19,2022,June,60-69,"First dose, at least 21 days ago",<3,2700,,,,
Deaths involving COVID-19,2022,June,60-69,"Second dose, less than 21 days ago",<3,36,,,,
Deaths involving COVID-19,2022,June,60-69,"Second dose, at least 21 days ago",10,24880,38.9,u,18.1,72.4
Deaths involving COVID-19,2022,June,60-69,"Third dose or booster, less than 21 days ago",<3,255,,,,
Deaths involving COVID-19,2022,June,60-69,"Third dose or booster, at least 21 days ago",73,437775,16.8,,13.2,21.1
Deaths involving COVID-19,2022,June,70-79,Unvaccinated,10,9659,108.9,u,52.1,200.6
Deaths involving COVID-19,2022,June,70-79,"First dose, less than 21 days ago",<3,7,,,,
Deaths involving COVID-19,2022,June,70-79,"First dose, at least 21 days ago",<3,1152,,,,
Deaths involving COVID-19,2022,June,70-79,"Second dose, less than 21 days ago",<3,16,,,,
Deaths involving COVID-19,2022,June,70-79,"Second dose, at least 21 days ago",11,9260,123.8,u,61.3,222.3
Deaths involving COVID-19,2022,June,70-79,"Third dose or booster, less than 21 days ago",<3,153,,,,
Deaths involving COVID-19,2022,June,70-79,"Third dose or booster, at least 21 days ago",213,369619,57.3,,49.6,65.0
Deaths involving COVID-19,2022,June,80-89,Unvaccinated,26,4064,632.9,,413.4,927.4
Deaths involving COVID-19,2022,June,80-89,"First dose, less than 21 days ago",<3,5,,,,
Deaths involving COVID-19,2022,June,80-89,"First dose, at least 21 days ago",4,496,759.7,u,205.3,1948.8
Deaths involving COVID-19,2022,June,80-89,"Second dose, less than 21 days ago",<3,10,,,,
Deaths involving COVID-19,2022,June,80-89,"Second dose, at least 21 days ago",20,3830,511.3,,312.1,790.1
Deaths involving COVID-19,2022,June,80-89,"Third dose or booster, less than 21 days ago",<3,139,,,,
Deaths involving COVID-19,2022,June,80-89,"Third dose or booster, at least 21 days ago",329,173563,188.2,,167.8,208.5
Deaths involving COVID-19,2022,June,90+,Unvaccinated,14,1026,1364.3,u,745.2,2289.2
Deaths involving COVID-19,2022,June,90+,"First dose, less than 21 days ago",<3,3,,,,
Deaths involving COVID-19,2022,June,90+,"First dose, at least 21 days ago",<3,144,,,,
Deaths involving COVID-19,2022,June,90+,"Second dose, less than 21 days ago",<3,4,,,,
Deaths involving COVID-19,2022,June,90+,"Second dose, at least 21 days ago",15,927,1619.0,u,905.5,2670.4
Deaths involving COVID-19,2022,June,90+,"Third dose or booster, less than 21 days ago",<3,62,,,,
Deaths involving COVID-19,2022,June,90+,"Third dose or booster, at least 21 days ago",215,37152,578.7,,503.9,661.5
Deaths involving COVID-19,2022,July,18-39,Unvaccinated,3,207697,1.6,u,0.3,4.8
Deaths involving COVID-19,2022,July,18-39,"First dose, less than 21 days ago",<3,356,,,,
Deaths involving COVID-19,2022,July,18-39,"First dose, at least 21 days ago",<3,44486,,,,
Deaths involving COVID-19,2022,July,18-39,"Second dose, less than 21 days ago",<3,1474,,,,
Deaths involving COVID-19,2022,July,18-39,"Second dose, at least 21 days ago",4,295549,1.4,u,0.4,3.7
Deaths involving COVID-19,2022,July,18-39,"Third dose or booster, less than 21 days ago",<3,5293,,,,
Deaths involving COVID-19,2022,July,18-39,"Third dose or booster, at least 21 days ago",7,605936,1.1,u,0.4,2.3
Deaths involving COVID-19,2022,July,40-49,Unvaccinated,3,58220,6.0,u,1.2,17.6
Deaths involving COVID-19,2022,July,40-49,"First dose, less than 21 days ago",<3,49,,,,
Deaths involving COVID-19,2022,July,40-49,"First dose, at least 21 days ago",<3,9652,,,,
Deaths involving COVID-19,2022,July,40-49,"Second dose, less than 21 days ago",<3,186,,,,
Deaths involving COVID-19,2022,July,40-49,"Second dose, at least 21 days ago",8,89095,9.4,u,4.0,18.6
Deaths involving COVID-19,2022,July,40-49,"Third dose or booster, less than 21 days ago",<3,1239,,,,
Deaths involving COVID-19,2022,July,40-49,"Third dose or booster, at least 21 days ago",15,396293,3.7,u,2.1,6.1
Deaths involving COVID-19,2022,July,50-59,Unvaccinated,7,38228,18.9,u,7.6,39.0
Deaths involving COVID-19,2022,July,50-59,"First dose, less than 21 days ago",<3,27,,,,
Deaths involving COVID-19,2022,July,50-59,"First dose, at least 21 days ago",<3,5994,,,,
Deaths involving COVID-19,2022,July,50-59,"Second dose, less than 21 days ago",<3,77,,,,
Deaths involving COVID-19,2022,July,50-59,"Second dose, at least 21 days ago",13,56781,23.7,u,12.6,40.6
Deaths involving COVID-19,2022,July,50-59,"Third dose or booster, less than 21 days ago",<3,569,,,,
Deaths involving COVID-19,2022,July,50-59,"Third dose or booster, at least 21 days ago",80,511696,15.4,,12.2,19.1
Deaths involving COVID-19,2022,July,60-69,Unvaccinated,19,20637,103.8,u,62.2,162.5
Deaths involving COVID-19,2022,July,60-69,"First dose, less than 21 days ago",<3,12,,,,
Deaths involving COVID-19,2022,July,60-69,"First dose, at least 21 days ago",<3,2785,,,,
Deaths involving COVID-19,2022,July,60-69,"Second dose, less than 21 days ago",<3,29,,,,
Deaths involving COVID-19,2022,July,60-69,"Second dose, at least 21 days ago",25,25645,117.6,,75.6,174.3
Deaths involving COVID-19,2022,July,60-69,"Third dose or booster, less than 21 days ago",<3,205,,,,
Deaths involving COVID-19,2022,July,60-69,"Third dose or booster, at least 21 days ago",191,453435,42.5,,36.5,48.6
Deaths involving COVID-19,2022,July,70-79,Unvaccinated,31,10001,317.7,,215.5,451.4
Deaths involving COVID-19,2022,July,70-79,"First dose, less than 21 days ago",<3,6,,,,
Deaths involving COVID-19,2022,July,70-79,"First dose, at least 21 days ago",8,1180,688.6,u,296.0,1359.0
Deaths involving COVID-19,2022,July,70-79,"Second dose, less than 21 days ago",<3,12,,,,
Deaths involving COVID-19,2022,July,70-79,"Second dose, at least 21 days ago",33,9459,358.6,,245.9,504.9
Deaths involving COVID-19,2022,July,70-79,"Third dose or booster, less than 21 days ago",<3,106,,,,
Deaths involving COVID-19,2022,July,70-79,"Third dose or booster, at least 21 days ago",541,382435,139.6,,127.9,151.4
Deaths involving COVID-19,2022,July,80-89,Unvaccinated,74,4198,1751.5,,1375.3,2198.9
Deaths involving COVID-19,2022,July,80-89,"First dose, less than 21 days ago",<3,3,,,,
Deaths involving COVID-19,2022,July,80-89,"First dose, at least 21 days ago",6,509,1163.1,u,424.2,2536.6
Deaths involving COVID-19,2022,July,80-89,"Second dose, less than 21 days ago",<3,7,,,,
Deaths involving COVID-19,2022,July,80-89,"Second dose, at least 21 days ago",60,3834,1539.8,,1174.6,1982.5
Deaths involving COVID-19,2022,July,80-89,"Third dose or booster, less than 21 days ago",<3,76,,,,
Deaths involving COVID-19,2022,July,80-89,"Third dose or booster, at least 21 days ago",931,180087,513.4,,480.5,546.4
Deaths involving COVID-19,2022,July,90+,Unvaccinated,34,1056,3219.7,,2229.4,4499.4
Deaths involving COVID-19,2022,July,90+,"First dose, less than 21 days ago",<3,1,,,,
Deaths involving COVID-19,2022,July,90+,"First dose, at least 21 days ago",3,146,2050.0,u,412.0,5989.7
Deaths involving COVID-19,2022,July,90+,"Second dose, less than 21 days ago",<3,3,,,,
Deaths involving COVID-19,2022,July,90+,"Second dose, at least 21 days ago",17,911,1865.3,u,1086.0,2986.7
Deaths involving COVID-19,2022,July,90+,"Third dose or booster, less than 21 days ago",<3,30,,,,
Deaths involving COVID-19,2022,July,90+,"Third dose or booster, at least 21 days ago",589,38660,1523.5,,1403.0,1651.7
Deaths involving COVID-19,2022,August,18-39,Unvaccinated,<3,207652,,,,
Deaths involving COVID-19,2022,August,18-39,"First dose, less than 21 days ago",<3,287,,,,
Deaths involving COVID-19,2022,August,18-39,"First dose, at least 21 days ago",<3,43900,,,,
Deaths involving COVID-19,2022,August,18-39,"Second dose, less than 21 days ago",<3,972,,,,
Deaths involving COVID-19,2022,August,18-39,"Second dose, at least 21 days ago",3,292242,1.1,u,0.2,3.2
Deaths involving COVID-19,2022,August,18-39,"Third dose or booster, less than 21 days ago",<3,3866,,,,
Deaths involving COVID-19,2022,August,18-39,"Third dose or booster, at least 21 days ago",7,611323,1.0,u,0.4,2.1
Deaths involving COVID-19,2022,August,40-49,Unvaccinated,4,58422,7.5,u,2.0,19.3
Deaths involving COVID-19,2022,August,40-49,"First dose, less than 21 days ago",<3,38,,,,
Deaths involving COVID-19,2022,August,40-49,"First dose, at least 21 days ago",<3,9579,,,,
Deaths involving COVID-19,2022,August,40-49,"Second dose, less than 21 days ago",<3,117,,,,
Deaths involving COVID-19,2022,August,40-49,"Second dose, at least 21 days ago",<3,88341,,,,
Deaths involving COVID-19,2022,August,40-49,"Third dose or booster, less than 21 days ago",<3,811,,,,
Deaths involving COVID-19,2022,August,40-49,"Third dose or booster, at least 21 days ago",12,397335,3.0,u,1.6,5.3
