year,code,cause,dead
2021,C43.7,"Malignant melanoma of lower limb, including hip - Malignant neoplasms",173
2021,C43.9,"Malignant melanoma of skin, unspecified - Malignant neoplasms",7301
2021,C44.1,"Skin of eyelid, including canthus - Malignant neoplasms",28
2021,C44.2,Skin of ear and external auricular canal - Malignant neoplasms,175
2021,C44.3,Skin of other and unspecified parts of face - Malignant neoplasms,357
2021,C44.4,Skin of scalp and neck - Malignant neoplasms,1526
2021,C44.5,Skin of trunk - Malignant neoplasms,103
2021,C44.6,"Skin of upper limb, including shoulder - Malignant neoplasms",76
2021,C44.7,"Skin of lower limb, including hip - Malignant neoplasms",88
2021,C44.9,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",2177
2021,C45.0,Mesothelioma of pleura - Malignant neoplasms,367
2021,C45.1,Mesothelioma of peritoneum - Malignant neoplasms,171
2021,C45.7,Mesothelioma of other sites - Malignant neoplasms,220
2021,C45.9,"Mesothelioma, unspecified - Malignant neoplasms",1507
2021,C46.7,Kaposi sarcoma of other sites,12
2021,C46.9,"Kaposi sarcoma, unspecified",32
2021,C47.9,"Peripheral nerves and autonomic nervous system, unspecified - Malignant neoplasms",100
2021,C48.0,Retroperitoneum - Malignant neoplasms,408
2021,C48.1,Specified parts of peritoneum - Malignant neoplasms,58
2021,C48.2,"Peritoneum, unspecified - Malignant neoplasms",842
2021,C49.0,"Connective and soft tissue of head, face and neck - Malignant neoplasms",157
2021,C49.1,"Connective and soft tissue of upper limb, including shoulder - Malignant neoplasms",92
2021,C49.2,"Connective and soft tissue of lower limb, including hip - Malignant neoplasms",372
2021,C49.3,Connective and soft tissue of thorax - Malignant neoplasms,100
2021,C49.4,Connective and soft tissue of abdomen - Malignant neoplasms,476
2021,C49.5,Connective and soft tissue of pelvis - Malignant neoplasms,142
2021,C49.6,"Connective and soft tissue of trunk, unspecified - Malignant neoplasms",10
2021,C49.9,"Connective and soft tissue, unspecified - Malignant neoplasms",3568
2021,C50.0,Nipple and areola - Malignant neoplasms,74
2021,C50.1,Central portion of breast - Malignant neoplasms,48
2021,C50.2,Upper-inner quadrant of breast - Malignant neoplasms,29
2021,C50.3,Lower-inner quadrant of breast - Malignant neoplasms,21
2021,C50.4,Upper-outer quadrant of breast - Malignant neoplasms,104
2021,C50.5,Lower-outer quadrant of breast - Malignant neoplasms,16
2021,C50.6,Axillary tail of breast - Malignant neoplasms,14
2021,C50.8,Overlapping lesion of breast - Malignant neoplasms,39
2021,C50.9,"Breast, unspecified - Malignant neoplasms",42465
2021,C51.0,Labium majus - Malignant neoplasms,18
2021,C51.9,"Vulva, unspecified - Malignant neoplasms",1416
2021,C52,Malignant neoplasm of vagina,441
2021,C53.0,Endocervix - Malignant neoplasms,141
2021,C53.1,Exocervix - Malignant neoplasms,21
2021,C53.9,"Cervix uteri, unspecified - Malignant neoplasms",4199
2021,C54.1,Endometrium - Malignant neoplasms,7234
2021,C54.9,"Corpus uteri, unspecified - Malignant neoplasms",90
2021,C55,"Malignant neoplasm of uterus, part unspecified",4871
2021,C56,Malignant neoplasm of ovary,13430
2021,C57.0,Fallopian tube - Malignant neoplasms,613
2021,C57.4,"Uterine adnexa, unspecified - Malignant neoplasms",38
2021,C57.7,Other specified female genital organs - Malignant neoplasms,32
2021,C57.8,Overlapping lesion of female genital organs - Malignant neoplasms,13
2021,C57.9,"Female genital organ, unspecified - Malignant neoplasms",479
2021,C58,Malignant neoplasm of placenta,14
2021,C60.9,"Penis, unspecified - Malignant neoplasms",356
2021,C61,Malignant neoplasm of prostate,32563
2021,C62.9,"Testis, unspecified - Malignant neoplasms",487
2021,C63.2,Scrotum - Malignant neoplasms,26
2021,C63.9,"Male genital organ, unspecified - Malignant neoplasms",71
2021,C64,"Malignant neoplasm of kidney, except renal pelvis",13948
2021,C65,Malignant neoplasm of renal pelvis,215
2021,C66,Malignant neoplasm of ureter,390
2021,C67.0,Trigone of bladder - Malignant neoplasms,23
2021,C67.1,Dome of bladder - Malignant neoplasms,13
2021,C67.2,Lateral wall of bladder - Malignant neoplasms,20
2021,C67.3,Anterior wall of bladder - Malignant neoplasms,13
2021,C67.4,Posterior wall of bladder - Malignant neoplasms,21
2021,C67.5,Bladder neck - Malignant neoplasms,23
2021,C67.7,Urachus - Malignant neoplasms,24
2021,C67.8,Overlapping lesion of bladder - Malignant neoplasms,42
2021,C67.9,"Bladder, unspecified - Malignant neoplasms",16656
2021,C68.0,Urethra - Malignant neoplasms,269
2021,C68.8,Overlapping lesion of urinary organs - Malignant neoplasms,12
2021,C68.9,"Urinary organ, unspecified - Malignant neoplasms",328
2021,C69.2,Retina - Malignant neoplasms,16
2021,C69.3,Choroid - Malignant neoplasms,104
2021,C69.4,Ciliary body - Malignant neoplasms,53
2021,C69.5,Lacrimal gland and duct - Malignant neoplasms,19
2021,C69.6,Orbit - Malignant neoplasms,45
2021,C69.9,"Eye, unspecified - Malignant neoplasms",226
2021,C70.0,Cerebral meninges - Malignant neoplasms,52
2021,C70.9,"Meninges, unspecified - Malignant neoplasms",153
2021,C71.0,"Cerebrum, except lobes and ventricles - Malignant neoplasms",204
2021,C71.1,Frontal lobe - Malignant neoplasms,765
2021,C71.2,Temporal lobe - Malignant neoplasms,419
2021,C71.3,Parietal lobe - Malignant neoplasms,261
2021,C71.4,Occipital lobe - Malignant neoplasms,68
2021,C71.5,Cerebral ventricle - Malignant neoplasms,18
2021,C71.6,Cerebellum - Malignant neoplasms,181
2021,C71.7,Brain stem - Malignant neoplasms,185
2021,C71.8,Overlapping lesion of brain - Malignant neoplasms,81
2021,C71.9,"Brain, unspecified - Malignant neoplasms",15241
2021,C72.0,Spinal cord - Malignant neoplasms,102
2021,C72.9,"Central nervous system, unspecified - Malignant neoplasms",110
2021,C73,Malignant neoplasm of thyroid gland,2105
2021,C74.0,Cortex of adrenal gland - Malignant neoplasms,124
2021,C74.1,Medulla of adrenal gland - Malignant neoplasms,21
2021,C74.9,"Adrenal gland, unspecified - Malignant neoplasms",450
2021,C75.0,Parathyroid gland - Malignant neoplasms,31
2021,C75.1,Pituitary gland - Malignant neoplasms,31
2021,C75.3,Pineal gland - Malignant neoplasms,30
2021,C75.5,Aortic body and other paraganglia - Malignant neoplasms,17
2021,C75.9,"Endocrine gland, unspecified - Malignant neoplasms",22
2021,C76.0,"Head, face and neck - Malignant neoplasms",590
2021,C76.1,Thorax - Malignant neoplasms,105
2021,C76.2,Abdomen - Malignant neoplasms,568
2021,C76.3,Pelvis - Malignant neoplasms,299
2021,C76.4,Upper limb - Malignant neoplasms,21
2021,C76.5,Lower limb - Malignant neoplasms,41
2021,C76.7,Other ill-defined sites - Malignant neoplasms,196
2021,C77.0,"Lymph nodes of head, face and neck - Malignant neoplasms",14
2021,C77.2,Intra-abdominal lymph nodes - Malignant neoplasms,10
2021,C77.9,"Lymph node, unspecified - Malignant neoplasms",57
2021,C78.0,Secondary malignant neoplasm of lung - Malignant neoplasms,316
2021,C78.1,Secondary malignant neoplasm of mediastinum - Malignant neoplasms,11
2021,C78.2,Secondary malignant neoplasm of pleura - Malignant neoplasms,224
2021,C78.5,Secondary malignant neoplasm of large intestine and rectum - Malignant neoplasms,36
2021,C78.6,Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms,804
2021,C78.7,Secondary malignant neoplasm of liver - Malignant neoplasms,2061
2021,C78.8,Secondary malignant neoplasm of other and unspecified digestive organs - Malignant neoplasms,66
2021,C79.0,Secondary malignant neoplasm of kidney and renal pelvis - Malignant neoplasms,20
2021,C79.1,Secondary malignant neoplasm of bladder and other and unspecified urinary organs - Malignant neoplasms,20
2021,C79.2,Secondary malignant neoplasm of skin - Malignant neoplasms,18
2021,C79.3,Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms,793
2021,C79.4,Secondary malignant neoplasm of other and unspecified parts of nervous system - Malignant neoplasms,13
2021,C79.5,Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms,596
2021,C79.8,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,2574
2021,C80,Malignant neoplasm without specification of site,29834
2021,C81.1,Hodgkin nodular sclerosis,24
2021,C81.9,"Hodgkin disease, unspecified",973
2021,C82.9,"Follicular non-Hodgkin lymphoma, unspecified",819
2021,C83.0,Non-Hodgkin lymphoma small cell (diffuse),160
2021,C83.1,Non-Hodgkin lymphoma small cleaved cell (diffuse),1249
2021,C83.2,Non-Hodgkin lymphoma mixed small and large cell (diffuse),11
2021,C83.3,Non-Hodgkin lymphoma large cell (diffuse),4877
2021,C83.5,Non-Hodgkin lymphoma lymphoblastic (diffuse),68
2021,C83.7,Burkitt tumor,175
2021,C83.8,Other types of diffuse non-Hodgkin lymphoma,81
2021,C83.9,"Diffuse non-Hodgkin lymphoma, unspecified",45
2021,C84.0,Mycosis fungoides - Malignant neoplasms,72
2021,C84.1,STzary disease,15
2021,C84.4,Peripheral T-cell lymphoma - Malignant neoplasms,303
2021,C84.5,Other and unspecified T-cell lymphomas - Malignant neoplasms,1072
2021,C85.1,"B-cell lymphoma, unspecified - Malignant neoplasms",3752
2021,C85.9,"Non-Hodgkin lymphoma, unspecified type",7296
2021,C88.0,Waldenstr÷m macroglobulinemia,412
2021,C90.0,Multiple myeloma - Malignant neoplasms,12251
2021,C90.1,Plasma cell leukaemia - Malignant neoplasms,170
2021,C90.2,"Plasmacytoma, extramedullary - Malignant neoplasms",94
2021,C91.0,Acute lymphoblastic leukaemia - Malignant neoplasms,1405
2021,C91.1,Chronic lymphocytic leukaemia - Malignant neoplasms,4320
2021,C91.3,Prolymphocytic leukaemia - Malignant neoplasms,39
2021,C91.4,Hairy-cell leukaemia - Malignant neoplasms,109
2021,C91.5,Adult T-cell leukaemia - Malignant neoplasms,167
2021,C91.7,Other lymphoid leukaemia - Malignant neoplasms,79
2021,C91.9,"Lymphoid leukaemia, unspecified - Malignant neoplasms",304
2021,C92.0,Acute myeloid leukaemia - Malignant neoplasms,10499
2021,C92.1,Chronic myeloid leukaemia - Malignant neoplasms,1181
2021,C92.3,Myeloid sarcoma - Malignant neoplasms,59
2021,C92.4,Acute promyelocytic leukaemia - Malignant neoplasms,172
2021,C92.5,Acute myelomonocytic leukaemia - Malignant neoplasms,214
2021,C92.7,Other myeloid leukaemia - Malignant neoplasms,732
2021,C92.9,"Myeloid leukaemia, unspecified - Malignant neoplasms",256
2021,C93.0,Acute monocytic leukaemia - Malignant neoplasms,74
2021,C93.1,Chronic monocytic leukaemia - Malignant neoplasms,11
2021,C93.9,"Monocytic leukaemia, unspecified - Malignant neoplasms",10
2021,C94.4,Acute panmyelosis - Malignant neoplasms,15
2021,C94.7,Other specified leukaemias - Malignant neoplasms,37
2021,C95.0,Acute leukaemia of unspecified cell type - Malignant neoplasms,1104
2021,C95.1,Chronic leukaemia of unspecified cell type - Malignant neoplasms,140
2021,C95.9,"Leukaemia, unspecified - Malignant neoplasms",2315
2021,C96.7,"Other specified malignant neoplasms of lymphoid, haematopoietic and related tissue - Malignant neoplasms",15
2021,C96.9,"Malignant neoplasm of lymphoid, haematopoietic and related tissue, unspecified - Malignant neoplasms",126
2021,C97,Malignant neoplasms of independent (primary) multiple sites,6048
2021,D32.0,Cerebral meninges - Benign neoplasms,15
2021,D32.9,"Meninges, unspecified - Benign neoplasms",27
2021,D37.6,"Liver, gallbladder and bile ducts - Uncertain neoplasms",16
2021,D37.7,Other digestive organs - Uncertain neoplasms,26
2021,D38.1,"Trachea, bronchus and lung - Uncertain neoplasms",59
2021,D43.2,"Brain, unspecified - Uncertain neoplasms",119
2021,D45,Polycythaemia vera,20
2021,D46.9,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",339
2021,D47.1,Chronic myeloproliferative disease - Uncertain neoplasms,72
2021,D47.2,Monoclonal gammopathy - Uncertain neoplasms,16
2021,D47.9,"Neoplasm of uncertain or unknown behaviour of lymphoid, haematopoietic and related tissue, unspecified - Uncertain neoplasms",13
2021,D48.0,Bone and articular cartilage - Uncertain neoplasms,10
2021,D48.1,Connective and other soft tissue - Uncertain neoplasms,40
2021,D48.7,Other specified sites - Uncertain neoplasms,22
2021,D61.9,"Aplastic anaemia, unspecified",120
2021,D62,Acute posthaemorrhagic anaemia,48
2021,D65,Disseminated intravascular coagulation [defibrination syndrome],57
2021,D68.9,"Coagulation defect, unspecified",65
2021,D69.3,Idiopathic thrombocytopenic purpura,21
2021,D70,Agranulocytosis,118
2021,D72.8,Other specified disorders of white blood cells,16
2021,D76.1,Haemophagocytic lymphohistiocytosis,101
2021,D84.9,"Immunodeficiency, unspecified",14
2021,D86.0,Sarcoidosis of lung,12
2021,D86.9,"Sarcoidosis, unspecified",22
2021,D89.9,"Disorder involving the immune mechanism, unspecified",54
2021,E03.5,Myxoedema coma,10
2021,E03.9,"Hypothyroidism, unspecified",48
2021,E05.9,"Thyrotoxicosis, unspecified",10
2021,E10.2,"Insulin-dependent diabetes mellitus, with renal complications",39
2021,E10.9,"Insulin-dependent diabetes mellitus, without complications",43
2021,E11.1,"Non-insulin-dependent diabetes mellitus, with ketoacidosis",20
2021,E11.2,"Non-insulin-dependent diabetes mellitus, with renal complications",550
2021,E11.4,"Non-insulin-dependent diabetes mellitus, with neurological complications",16
2021,E11.5,"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications",68
2021,E11.7,"Non-insulin-dependent diabetes mellitus, with multiple complications",64
2021,E11.9,"Non-insulin-dependent diabetes mellitus, without complications",730
2021,E14.1,"Unspecified diabetes mellitus, with ketoacidosis",106
2021,E14.2,"Unspecified diabetes mellitus, with renal complications",533
2021,E14.5,"Unspecified diabetes mellitus, with peripheral circulatory complications",62
2021,E14.7,"Unspecified diabetes mellitus, with multiple complications",85
2021,E14.9,"Unspecified diabetes mellitus, without complications",824
2021,E16.2,"Hypoglycaemia, unspecified",22
2021,E22.2,Syndrome of inappropriate secretion of antidiuretic hormone,12
2021,E44.0,Moderate protein-energy malnutrition,15
2021,E46,Unspecified protein-energy malnutrition,10
2021,E66.2,Extreme obesity with alveolar hypoventilation,29
2021,E66.8,Other obesity,85
2021,E66.9,"Obesity, unspecified",66
2021,E72.2,Disorders of urea cycle metabolism,31
2021,E78.0,Pure hypercholesterolaemia,89
2021,E78.2,Mixed hyperlipidaemia,17
2021,E78.5,"Hyperlipidaemia, unspecified",615
2021,E78.9,"Disorder of lipoprotein metabolism, unspecified",50
2021,E83.1,Disorders of iron metabolism,10
2021,E83.5,Disorders of calcium metabolism,62
2021,E85.4,Organ-limited amyloidosis,99
2021,E85.9,"Amyloidosis, unspecified",28
2021,E87.0,Hyperosmolality and hypernatraemia,32
2021,E87.1,Hypo-osmolality and hyponatraemia,45
2021,E87.2,Acidosis,182
2021,E87.5,Hyperkalaemia,39
2021,E87.7,Fluid overload,17
2021,E87.8,"Other disorders of electrolyte and fluid balance, not elsewhere classified",19
2021,E88.0,"Disorders of plasma-protein metabolism, not elsewhere classified",14
2021,E88.9,"Metabolic disorder, unspecified",197
2021,F01.1,Multi-infarct dementia,11
2021,F01.9,"Vascular dementia, unspecified",496
2021,F03,Unspecified dementia,2346
2021,F05.1,Delirium superimposed on dementia,23
2021,F05.9,"Delirium, unspecified",101
2021,F06.9,Unspecified mental disorder due to brain damage and dysfunction and to physical disease,11
2021,F10.1,"Mental and behavioural disorders due to use of alcohol, harmful use",82
2021,F10.2,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",95
2021,F10.9,"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder",15
2021,F19.9,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",10
2021,F32.2,Severe depressive episode without psychotic symptoms,10
2021,F32.9,"Depressive episode, unspecified",11
2021,F54,Psychological and behavioural factors associated with disorders or diseases classified elsewhere,20
2021,G03.9,"Meningitis, unspecified",15
2021,G04.9,"Encephalitis, myelitis and encephalomyelitis, unspecified",21
2021,G06.0,Intracranial abscess and granuloma,11
2021,G12.2,Motor neuron disease,132
2021,G20,Parkinson disease,1041
2021,G23.1,Progressive supranuclear ophthalmoplegia [Steele-Richardson-Olszewski],37
2021,G30.0,Alzheimer disease with early onset,14
2021,G30.1,Alzheimer disease with late onset,198
2021,G30.9,"Alzheimer disease, unspecified",2438
2021,G31.0,Circumscribed brain atrophy,48
2021,G31.1,"Senile degeneration of brain, not elsewhere classified",712
2021,G31.8,Other specified degenerative diseases of nervous system,170
2021,G31.9,"Degenerative disease of nervous system, unspecified",58
2021,G35,Multiple sclerosis,102
2021,G40.9,"Epilepsy, unspecified",25
2021,G41.9,"Status epilepticus, unspecified",105
2021,G45.9,"Transient cerebral ischaemic attack, unspecified",11
2021,G47.3,Sleep apnoea,37
2021,G61.8,Other inflammatory polyneuropathies,10
2021,G70.0,Myasthenia gravis,33
2021,G71.0,Muscular dystrophy,12
2021,G80.9,"Infantile cerebral palsy, unspecified",12
2021,G82.2,"Paraplegia, unspecified",18
2021,G82.5,"Tetraplegia, unspecified",12
2021,G90.8,Other disorders of autonomic nervous system,10
2021,G91.9,"Hydrocephalus, unspecified",31
2021,G92,Toxic encephalopathy,34
2021,G93.1,"Anoxic brain damage, not elsewhere classified",132
2021,G93.4,"Encephalopathy, unspecified",117
2021,G93.5,Compression of brain,11
2021,G93.6,Cerebral oedema,13
2021,G93.9,"Disorder of brain, unspecified",54
2021,G96.1,"Disorders of meninges, not elsewhere classified",41
2021,I05.0,Mitral stenosis,28
2021,I05.9,"Mitral valve disease, unspecified",35
2021,I07.1,Tricuspid insufficiency,17
2021,I08.0,Disorders of both mitral and aortic valves,30
2021,I08.1,Disorders of both mitral and tricuspid valves,10
2021,I10,Essential (primary) hypertension,903
2021,I11.0,Hypertensive heart disease with (congestive) heart failure,781
2021,I11.9,Hypertensive heart disease without (congestive) heart failure,995
2021,I12.0,Hypertensive renal disease with renal failure,576
2021,I12.9,Hypertensive renal disease without renal failure,19
2021,I13.0,Hypertensive heart and renal disease with (congestive) heart failure,39
2021,I13.1,Hypertensive heart and renal disease with renal failure,132
2021,I13.2,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,241
2021,I13.9,"Hypertensive heart and renal disease, unspecified",17
2021,I21.4,Acute subendocardial myocardial infarction,418
2021,I21.9,"Acute myocardial infarction, unspecified",3329
2021,I24.8,Other forms of acute ischaemic heart disease,38
2021,I24.9,"Acute ischaemic heart disease, unspecified",86
2021,I25.0,"Atherosclerotic cardiovascular disease, so described",1949
2021,I25.1,Atherosclerotic heart disease,6547
2021,I25.5,Ischaemic cardiomyopathy,399
2021,I25.8,Other forms of chronic ischaemic heart disease,58
2021,I25.9,"Chronic ischaemic heart disease, unspecified",281
2021,I26.9,Pulmonary embolism without mention of acute cor pulmonale,27
2021,I27.2,Other secondary pulmonary hypertension,344
2021,I27.9,"Pulmonary heart disease, unspecified",57
2021,I31.3,Pericardial effusion (noninflammatory),46
2021,I31.9,"Disease of pericardium, unspecified",19
2021,I33.0,Acute and subacute infective endocarditis,58
2021,I34.0,Mitral (valve) insufficiency,83
2021,I34.1,Mitral (valve) prolapse,10
2021,I35.0,Aortic (valve) stenosis,508
2021,I35.1,Aortic (valve) insufficiency,30
2021,I35.8,Other aortic valve disorders,19
2021,I35.9,"Aortic valve disorder, unspecified",42
2021,I38,"Endocarditis, valve unspecified",222
2021,I42.0,Dilated cardiomyopathy,91
2021,I42.2,Other hypertrophic cardiomyopathy,19
2021,I42.5,Other restrictive cardiomyopathy,28
2021,I42.6,Alcoholic cardiomyopathy,10
2021,I42.8,Other cardiomyopathies,17
2021,I42.9,"Cardiomyopathy, unspecified",500
2021,I44.2,"Atrioventricular block, complete",31
2021,I45.8,Other specified conduction disorders,81
2021,I47.1,Supraventricular tachycardia,13
2021,I47.2,Ventricular tachycardia,44
2021,I48,Atrial fibrillation and flutter,1188
2021,I49.0,Ventricular fibrillation and flutter,49
2021,I49.5,Sick sinus syndrome,20
2021,I49.9,"Cardiac arrhythmia, unspecified",287
2021,I50.0,Congestive heart failure,1248
2021,I50.1,Left ventricular failure,14
2021,I50.9,"Heart failure, unspecified",462
2021,I51.6,"Cardiovascular disease, unspecified",255
2021,I51.7,Cardiomegaly,20
2021,I51.8,Other ill-defined heart diseases,62
2021,I51.9,"Heart disease, unspecified",125
2021,I60.9,"Subarachnoid haemorrhage, unspecified",84
2021,I61.0,"Intracerebral haemorrhage in hemisphere, subcortical",13
2021,I61.1,"Intracerebral haemorrhage in hemisphere, cortical",26
2021,I61.4,Intracerebral haemorrhage in cerebellum,15
2021,I61.5,"Intracerebral haemorrhage, intraventricular",28
2021,I61.9,"Intracerebral haemorrhage, unspecified",313
2021,I62.0,Subdural haemorrhage (acute)(nontraumatic),85
2021,I62.9,"Intracranial haemorrhage (nontraumatic), unspecified",190
2021,I63.0,Cerebral infarction due to thrombosis of precerebral arteries,10
2021,I63.2,Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries,60
2021,I63.3,Cerebral infarction due to thrombosis of cerebral arteries,26
2021,I63.4,Cerebral infarction due to embolism of cerebral arteries,258
2021,I63.5,Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries,24
2021,I63.9,"Cerebral infarction, unspecified",463
2021,I64,"Stroke, not specified as haemorrhage or infarction",1671
2021,I67.1,"Cerebral aneurysm, nonruptured",15
2021,I67.2,Cerebral atherosclerosis,226
2021,I67.8,Other specified cerebrovascular diseases,35
2021,I67.9,"Cerebrovascular disease, unspecified",231
2021,I69.1,Sequelae of intracerebral haemorrhage,10
2021,I69.3,Sequelae of cerebral infarction,55
2021,I69.4,"Sequelae of stroke, not specified as haemorrhage or infarction",341
2021,I69.8,Sequelae of other and unspecified cerebrovascular diseases,258
2021,I70.9,Generalized and unspecified atherosclerosis,135
2021,I71.0,Dissection of aorta [any part],73
2021,I71.2,"Thoracic aortic aneurysm, without mention of rupture",26
2021,I71.3,"Abdominal aortic aneurysm, ruptured",61
2021,I71.4,"Abdominal aortic aneurysm, without mention of rupture",55
2021,I71.8,"Aortic aneurysm of unspecified site, ruptured",17
2021,I71.9,"Aortic aneurysm of unspecified site, without mention of rupture",22
2021,I72.9,Aneurysm of unspecified site,21
2021,I73.9,"Peripheral vascular disease, unspecified",225
2021,I74.9,Embolism and thrombosis of unspecified artery,26
2021,I77.2,Rupture of artery,14
2021,I77.6,"Arteritis, unspecified",14
2021,I81,Portal vein thrombosis,50
2021,I83.9,Varicose veins of lower extremities without ulcer or inflammation,13
2021,I85.0,Oesophageal varices with bleeding,12
2021,J10.0,"Influenza with pneumonia, influenza virus identified",12
2021,J10.1,"Influenza with other respiratory manifestations, influenza virus identified",10
2021,J11.0,"Influenza with pneumonia, virus not identified",11
2021,J12.8,Other viral pneumonia,20
2021,J12.9,"Viral pneumonia, unspecified",13
2021,J13,Pneumonia due to Streptococcus pneumoniae,13
2021,J18.1,"Lobar pneumonia, unspecified",67
2021,J18.9,"Pneumonia, unspecified",55
2021,J39.8,Other specified diseases of upper respiratory tract,15
2021,J40,"Bronchitis, not specified as acute or chronic",12
2021,J42,Unspecified chronic bronchitis,10
2021,J43.1,Panlobular emphysema,16
2021,J43.2,Centrilobular emphysema,26
2021,J43.9,"Emphysema, unspecified",439
2021,J44.0,Chronic obstructive pulmonary disease with acute lower respiratory infection,1023
2021,J44.1,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",320
2021,J44.8,Other specified chronic obstructive pulmonary disease,79
2021,J44.9,"Chronic obstructive pulmonary disease, unspecified",4870
2021,J45.9,"Asthma, unspecified",68
2021,J47,Bronchiectasis,56
2021,J60,Coalworker pneumoconiosis,11
2021,J61,Pneumoconiosis due to asbestos and other mineral fibres,11
2021,J69.0,Pneumonitis due to food and vomit,1178
2021,J70.0,Acute pulmonary manifestations due to radiation,10
2021,J80,Adult respiratory distress syndrome,65
2021,J82,"Pulmonary eosinophilia, not elsewhere classified",16
2021,J84.1,Other interstitial pulmonary diseases with fibrosis,585
2021,J84.9,"Interstitial pulmonary disease, unspecified",378
2021,J86.0,Pyothorax with fistula,12
2021,J86.9,Pyothorax without fistula,30
2021,J90,"Pleural effusion, not elsewhere classified",56
2021,J93.9,"Pneumothorax, unspecified",22
2021,J94.8,Other specified pleural conditions,11
2021,J96.1,Chronic respiratory failure,149
2021,J98.1,Pulmonary collapse,14
2021,J98.2,Interstitial emphysema,22
2021,J98.4,Other disorders of lung,79
2021,J98.5,"Diseases of mediastinum, not elsewhere classified",39
2021,J98.8,Other specified respiratory disorders,24
2021,J98.9,"Respiratory disorder, unspecified",17
2021,K20,Oesophagitis,13
2021,K21.9,Gastro-oesophageal reflux disease without oesophagitis,31
2021,K22.0,Achalasia of cardia,10
2021,K22.2,Oesophageal obstruction,47
2021,K22.3,Perforation of oesophagus,18
2021,K22.4,Dyskinesia of oesophagus,12
2021,K22.8,Other specified diseases of oesophagus,17
2021,K22.9,"Disease of oesophagus, unspecified",16
2021,K25.4,"Gastric ulcer, chronic or unspecified with haemorrhage",26
2021,K25.5,"Gastric ulcer, chronic or unspecified with perforation",27
2021,K25.9,"Gastric ulcer, unspecified as acute or chronic, without haemorrhage or perforation",13
2021,K26.4,"Duodenal ulcer, chronic or unspecified with haemorrhage",38
2021,K26.5,"Duodenal ulcer, chronic or unspecified with perforation",38
2021,K26.9,"Duodenal ulcer, unspecified as acute or chronic, without haemorrhage or perforation",12
2021,K27.4,"Peptic ulcer, site unspecified, chronic or unspecified with haemorrhage",17
2021,K27.5,"Peptic ulcer, site unspecified, chronic or unspecified with perforation",11
2021,K27.9,"Peptic ulcer, site unspecified, unspecified as acute or chronic, without haemorrhage or perforation",13
2021,K29.7,"Gastritis, unspecified",12
2021,K31.1,Adult hypertrophic pyloric stenosis,10
2021,K31.8,Other specified diseases of stomach and duodenum,33
2021,K31.9,"Disease of stomach and duodenum, unspecified",20
2021,K35.8,"Acute appendicitis, other and unspecified",15
2021,K37,Unspecified appendicitis,14
2021,K40.3,"Unilateral or unspecified inguinal hernia, with obstruction, without gangrene",17
2021,K43.0,"Ventral hernia with obstruction, without gangrene",17
2021,K43.9,Ventral hernia without obstruction or gangrene,13
2021,K44.9,Diaphragmatic hernia without obstruction or gangrene,19
2021,K46.0,"Unspecified abdominal hernia with obstruction, without gangrene",33
2021,K46.9,Unspecified abdominal hernia without obstruction or gangrene,20
2021,K50.9,"Crohn disease, unspecified",23
2021,K51.9,"Ulcerative colitis, unspecified",27
2021,K52.9,"Noninfective gastroenteritis and colitis, unspecified",15
2021,K55.0,Acute vascular disorders of intestine,74
2021,K55.1,Chronic vascular disorders of intestine,27
2021,K55.9,"Vascular disorder of intestine, unspecified",261
2021,K56.2,Volvulus,23
2021,K56.5,Intestinal adhesions [bands] with obstruction,18
2021,K56.6,Other and unspecified intestinal obstruction,229
2021,K56.7,"Ileus, unspecified",22
2021,K57.2,Diverticular disease of large intestine with perforation and abscess,21
2021,K57.8,"Diverticular disease of intestine, part unspecified, with perforation and abscess",128
2021,K57.9,"Diverticular disease of intestine, part unspecified, without perforation or abscess",76
2021,K62.9,"Disease of anus and rectum, unspecified",21
2021,K63.1,Perforation of intestine (nontraumatic),187
2021,K63.2,Fistula of intestine,13
2021,K63.8,Other specified diseases of intestine,19
2021,K63.9,"Disease of intestine, unspecified",65
2021,K65.0,Acute peritonitis,59
2021,K65.9,"Peritonitis, unspecified",25
2021,K66.1,Haemoperitoneum,24
2021,K66.8,Other specified disorders of peritoneum,13
2021,K66.9,"Disorder of peritoneum, unspecified",16
2021,K70.1,Alcoholic hepatitis,26
2021,K70.3,Alcoholic cirrhosis of liver,727
2021,K70.4,Alcoholic hepatic failure,46
2021,K70.9,"Alcoholic liver disease, unspecified",61
2021,K72.0,Acute and subacute hepatic failure,41
2021,K72.9,"Hepatic failure, unspecified",78
