cause,year,month,age,status,dead,pop,asmr,noted_as_unreliable,asmr_low,asmr_high
Deaths involving COVID-19,2021,November,90+,"First dose, less than 21 days ago",<3,9,,,,
Deaths involving COVID-19,2021,November,90+,"First dose, at least 21 days ago",12,228,5266.6,u,2718.2,9200.3
Deaths involving COVID-19,2021,November,90+,"Second dose, less than 21 days ago",<3,25,,,,
Deaths involving COVID-19,2021,November,90+,"Second dose, at least 21 days ago",309,9036,3419.5,,3048.8,3822.9
Deaths involving COVID-19,2021,November,90+,"Third dose or booster, less than 21 days ago",32,7771,411.8,,281.6,581.4
Deaths involving COVID-19,2021,November,90+,"Third dose or booster, at least 21 days ago",46,20946,219.6,,160.8,292.9
Deaths involving COVID-19,2021,November,90+,"Fourth dose or booster, less than 21 days ago",<3,3,,,,
Deaths involving COVID-19,2021,November,90+,"Fourth dose or booster, at least 21 days ago",<3,4,,,,
Deaths involving COVID-19,2021,December,18-39,Unvaccinated,58,230913,27.6,,20.9,35.8
Deaths involving COVID-19,2021,December,18-39,"First dose, less than 21 days ago",<3,7952,,,,
Deaths involving COVID-19,2021,December,18-39,"First dose, at least 21 days ago",<3,57372,,,,
Deaths involving COVID-19,2021,December,18-39,"Second dose, less than 21 days ago",<3,15753,,,,
Deaths involving COVID-19,2021,December,18-39,"Second dose, at least 21 days ago",12,621124,1.9,u,1.0,3.3
Deaths involving COVID-19,2021,December,18-39,"Third dose or booster, less than 21 days ago",<3,155693,,,,
Deaths involving COVID-19,2021,December,18-39,"Third dose or booster, at least 21 days ago",<3,77993,,,,
Deaths involving COVID-19,2021,December,18-39,"Fourth dose or booster, less than 21 days ago",<3,40,,,,
Deaths involving COVID-19,2021,December,18-39,"Fourth dose or booster, at least 21 days ago",<3,18,,,,
Deaths involving COVID-19,2021,December,40-49,Unvaccinated,77,60225,134.1,,105.6,167.9
Deaths involving COVID-19,2021,December,40-49,"First dose, less than 21 days ago",<3,1236,,,,
Deaths involving COVID-19,2021,December,40-49,"First dose, at least 21 days ago",3,12170,26.6,u,5.3,78.2
Deaths involving COVID-19,2021,December,40-49,"Second dose, less than 21 days ago",<3,2488,,,,
Deaths involving COVID-19,2021,December,40-49,"Second dose, at least 21 days ago",36,255699,14.3,,10.0,19.8
Deaths involving COVID-19,2021,December,40-49,"Third dose or booster, less than 21 days ago",<3,140447,,,,
Deaths involving COVID-19,2021,December,40-49,"Third dose or booster, at least 21 days ago",6,85442,6.8,u,2.5,14.9
Deaths involving COVID-19,2021,December,40-49,"Fourth dose or booster, less than 21 days ago",<3,37,,,,
Deaths involving COVID-19,2021,December,40-49,"Fourth dose or booster, at least 21 days ago",<3,21,,,,
Deaths involving COVID-19,2021,December,50-59,Unvaccinated,114,39167,298.3,,243.5,353.2
Deaths involving COVID-19,2021,December,50-59,"First dose, less than 21 days ago",<3,585,,,,
Deaths involving COVID-19,2021,December,50-59,"First dose, at least 21 days ago",10,7114,145.8,u,69.5,268.8
Deaths involving COVID-19,2021,December,50-59,"Second dose, less than 21 days ago",<3,1096,,,,
Deaths involving COVID-19,2021,December,50-59,"Second dose, at least 21 days ago",97,175532,56.5,,45.8,69.0
Deaths involving COVID-19,2021,December,50-59,"Third dose or booster, less than 21 days ago",7,191021,3.6,u,1.4,7.4
Deaths involving COVID-19,2021,December,50-59,"Third dose or booster, at least 21 days ago",25,201605,11.6,,7.5,17.1
Deaths involving COVID-19,2021,December,50-59,"Fourth dose or booster, less than 21 days ago",<3,52,,,,
Deaths involving COVID-19,2021,December,50-59,"Fourth dose or booster, at least 21 days ago",<3,41,,,,
Deaths involving COVID-19,2021,December,60-69,Unvaccinated,154,20515,787.7,,661.8,913.5
Deaths involving COVID-19,2021,December,60-69,"First dose, less than 21 days ago",<3,221,,,,
Deaths involving COVID-19,2021,December,60-69,"First dose, at least 21 days ago",20,3231,637.8,,384.4,992.2
Deaths involving COVID-19,2021,December,60-69,"Second dose, less than 21 days ago",<3,422,,,,
Deaths involving COVID-19,2021,December,60-69,"Second dose, at least 21 days ago",194,73751,302.3,,257.9,346.6
Deaths involving COVID-19,2021,December,60-69,"Third dose or booster, less than 21 days ago",20,124863,19.4,,11.7,30.1
Deaths involving COVID-19,2021,December,60-69,"Third dose or booster, at least 21 days ago",81,273799,30.0,,23.8,37.4
Deaths involving COVID-19,2021,December,60-69,"Fourth dose or booster, less than 21 days ago",<3,35,,,,
Deaths involving COVID-19,2021,December,60-69,"Fourth dose or booster, at least 21 days ago",<3,43,,,,
Deaths involving COVID-19,2021,December,70-79,Unvaccinated,166,10028,1683.8,,1426.3,1941.3
Deaths involving COVID-19,2021,December,70-79,"First dose, less than 21 days ago",<3,78,,,,
Deaths involving COVID-19,2021,December,70-79,"First dose, at least 21 days ago",23,1400,1693.8,,1071.2,2544.9
Deaths involving COVID-19,2021,December,70-79,"Second dose, less than 21 days ago",<3,160,,,,
Deaths involving COVID-19,2021,December,70-79,"Second dose, at least 21 days ago",284,23254,1254.0,,1107.3,1400.7
Deaths involving COVID-19,2021,December,70-79,"Third dose or booster, less than 21 days ago",26,34444,83.6,,54.0,123.3
Deaths involving COVID-19,2021,December,70-79,"Third dose or booster, at least 21 days ago",183,331685,54.8,,46.9,62.8
Deaths involving COVID-19,2021,December,70-79,"Fourth dose or booster, less than 21 days ago",<3,20,,,,
Deaths involving COVID-19,2021,December,70-79,"Fourth dose or booster, at least 21 days ago",<3,41,,,,
Deaths involving COVID-19,2021,December,80-89,Unvaccinated,178,4366,4066.8,,3469.2,4664.4
Deaths involving COVID-19,2021,December,80-89,"First dose, less than 21 days ago",<3,36,,,,
Deaths involving COVID-19,2021,December,80-89,"First dose, at least 21 days ago",25,653,3683.4,,2375.1,5449.1
Deaths involving COVID-19,2021,December,80-89,"Second dose, less than 21 days ago",<3,81,,,,
Deaths involving COVID-19,2021,December,80-89,"Second dose, at least 21 days ago",406,11065,3608.8,,3255.1,3962.6
Deaths involving COVID-19,2021,December,80-89,"Third dose or booster, less than 21 days ago",38,10376,354.8,,250.6,487.7
Deaths involving COVID-19,2021,December,80-89,"Third dose or booster, at least 21 days ago",291,160413,181.2,,160.4,202.0
Deaths involving COVID-19,2021,December,80-89,"Fourth dose or booster, less than 21 days ago",<3,8,,,,
Deaths involving COVID-19,2021,December,80-89,"Fourth dose or booster, at least 21 days ago",<3,31,,,,
Deaths involving COVID-19,2021,December,90+,Unvaccinated,76,1139,6670.3,,5255.3,8349.1
Deaths involving COVID-19,2021,December,90+,"First dose, less than 21 days ago",<3,10,,,,
Deaths involving COVID-19,2021,December,90+,"First dose, at least 21 days ago",8,205,3909.4,u,1683.3,7703.5
Deaths involving COVID-19,2021,December,90+,"Second dose, less than 21 days ago",<3,28,,,,
Deaths involving COVID-19,2021,December,90+,"Second dose, at least 21 days ago",179,3588,4989.5,,4285.3,5776.5
Deaths involving COVID-19,2021,December,90+,"Third dose or booster, less than 21 days ago",23,3395,677.5,,429.3,1016.6
Deaths involving COVID-19,2021,December,90+,"Third dose or booster, at least 21 days ago",148,31992,462.6,,391.1,543.4
Deaths involving COVID-19,2021,December,90+,"Fourth dose or booster, less than 21 days ago",<3,2,,,,
Deaths involving COVID-19,2021,December,90+,"Fourth dose or booster, at least 21 days ago",<3,8,,,,
Deaths involving COVID-19,2022,January,18-39,Unvaccinated,29,219653,14.3,,9.5,20.5
Deaths involving COVID-19,2022,January,18-39,"First dose, less than 21 days ago",<3,7815,,,,
Deaths involving COVID-19,2022,January,18-39,"First dose, at least 21 days ago",3,52034,7.9,u,1.6,23.2
Deaths involving COVID-19,2022,January,18-39,"Second dose, less than 21 days ago",<3,11233,,,,
Deaths involving COVID-19,2022,January,18-39,"Second dose, at least 21 days ago",11,368049,3.3,u,1.6,5.8
Deaths involving COVID-19,2022,January,18-39,"Third dose or booster, less than 21 days ago",<3,156585,,,,
Deaths involving COVID-19,2022,January,18-39,"Third dose or booster, at least 21 days ago",9,351001,2.8,u,1.2,5.4
Deaths involving COVID-19,2022,January,18-39,"Fourth dose or booster, less than 21 days ago",<3,54,,,,
Deaths involving COVID-19,2022,January,18-39,"Fourth dose or booster, at least 21 days ago",<3,90,,,,
Deaths involving COVID-19,2022,January,40-49,Unvaccinated,32,58685,57.0,,38.8,80.6
Deaths involving COVID-19,2022,January,40-49,"First dose, less than 21 days ago",<3,1178,,,,
Deaths involving COVID-19,2022,January,40-49,"First dose, at least 21 days ago",7,11075,72.3,u,28.9,149.4
Deaths involving COVID-19,2022,January,40-49,"Second dose, less than 21 days ago",<3,1903,,,,
Deaths involving COVID-19,2022,January,40-49,"Second dose, at least 21 days ago",22,113915,20.1,,12.6,30.5
Deaths involving COVID-19,2022,January,40-49,"Third dose or booster, less than 21 days ago",<3,70231,,,,
Deaths involving COVID-19,2022,January,40-49,"Third dose or booster, at least 21 days ago",17,300485,5.5,u,3.2,8.8
Deaths involving COVID-19,2022,January,40-49,"Fourth dose or booster, less than 21 days ago",<3,34,,,,
Deaths involving COVID-19,2022,January,40-49,"Fourth dose or booster, at least 21 days ago",<3,80,,,,
Deaths involving COVID-19,2022,January,50-59,Unvaccinated,85,38429,222.1,,177.3,274.7
Deaths involving COVID-19,2022,January,50-59,"First dose, less than 21 days ago",<3,566,,,,
Deaths involving COVID-19,2022,January,50-59,"First dose, at least 21 days ago",14,6632,214.0,u,116.5,359.7
Deaths involving COVID-19,2022,January,50-59,"Second dose, less than 21 days ago",<3,892,,,,
Deaths involving COVID-19,2022,January,50-59,"Second dose, at least 21 days ago",70,71228,101.1,,78.7,127.9
Deaths involving COVID-19,2022,January,50-59,"Third dose or booster, less than 21 days ago",5,42992,11.9,u,3.8,27.8
Deaths involving COVID-19,2022,January,50-59,"Third dose or booster, at least 21 days ago",57,455118,12.3,,9.3,16.0
Deaths involving COVID-19,2022,January,50-59,"Fourth dose or booster, less than 21 days ago",<3,34,,,,
Deaths involving COVID-19,2022,January,50-59,"Fourth dose or booster, at least 21 days ago",<3,118,,,,
Deaths involving COVID-19,2022,January,60-69,Unvaccinated,154,20302,785.9,,660.3,911.5
Deaths involving COVID-19,2022,January,60-69,"First dose, less than 21 days ago",<3,203,,,,
Deaths involving COVID-19,2022,January,60-69,"First dose, at least 21 days ago",15,3035,512.3,u,282.2,851.7
Deaths involving COVID-19,2022,January,60-69,"Second dose, less than 21 days ago",<3,345,,,,
Deaths involving COVID-19,2022,January,60-69,"Second dose, at least 21 days ago",173,31046,613.2,,519.6,706.7
Deaths involving COVID-19,2022,January,60-69,"Third dose or booster, less than 21 days ago",10,16714,77.9,u,35.9,145.7
Deaths involving COVID-19,2022,January,60-69,"Third dose or booster, at least 21 days ago",196,425996,46.1,,39.6,52.5
Deaths involving COVID-19,2022,January,60-69,"Fourth dose or booster, less than 21 days ago",<3,24,,,,
Deaths involving COVID-19,2022,January,60-69,"Fourth dose or booster, at least 21 days ago",<3,95,,,,
Deaths involving COVID-19,2022,January,70-79,Unvaccinated,192,9928,1972.8,,1692.4,2253.3
Deaths involving COVID-19,2022,January,70-79,"First dose, less than 21 days ago",<3,64,,,,
Deaths involving COVID-19,2022,January,70-79,"First dose, at least 21 days ago",27,1318,2063.1,,1357.0,3005.1
Deaths involving COVID-19,2022,January,70-79,"Second dose, less than 21 days ago",<3,123,,,,
Deaths involving COVID-19,2022,January,70-79,"Second dose, at least 21 days ago",269,12475,2224.6,,1957.8,2491.5
Deaths involving COVID-19,2022,January,70-79,"Third dose or booster, less than 21 days ago",23,4657,527.2,,333.3,792.2
Deaths involving COVID-19,2022,January,70-79,"Third dose or booster, at least 21 days ago",576,372792,154.2,,141.6,166.8
Deaths involving COVID-19,2022,January,70-79,"Fourth dose or booster, less than 21 days ago",<3,15,,,,
Deaths involving COVID-19,2022,January,70-79,"Fourth dose or booster, at least 21 days ago",<3,70,,,,
Deaths involving COVID-19,2022,January,80-89,Unvaccinated,178,4295,4131.1,,3524.1,4738.2
Deaths involving COVID-19,2022,January,80-89,"First dose, less than 21 days ago",4,28,12215.7,u,3328.4,31277.1
Deaths involving COVID-19,2022,January,80-89,"First dose, at least 21 days ago",40,603,6252.6,,4457.7,8526.0
Deaths involving COVID-19,2022,January,80-89,"Second dose, less than 21 days ago",3,55,5984.3,u,1234.1,17488.6
Deaths involving COVID-19,2022,January,80-89,"Second dose, at least 21 days ago",450,6149,7144.0,,6480.5,7807.6
Deaths involving COVID-19,2022,January,80-89,"Third dose or booster, less than 21 days ago",29,2198,1253.3,,834.9,1800.2
Deaths involving COVID-19,2022,January,80-89,"Third dose or booster, at least 21 days ago",1121,173745,642.2,,604.6,679.8
Deaths involving COVID-19,2022,January,80-89,"Fourth dose or booster, less than 21 days ago",<3,6,,,,
Deaths involving COVID-19,2022,January,80-89,"Fourth dose or booster, at least 21 days ago",<3,43,,,,
Deaths involving COVID-19,2022,January,90+,Unvaccinated,117,1108,10560.8,,8733.9,12657.0
Deaths involving COVID-19,2022,January,90+,"First dose, less than 21 days ago",<3,9,,,,
Deaths involving COVID-19,2022,January,90+,"First dose, at least 21 days ago",18,184,9794.6,u,5801.9,15480.5
Deaths involving COVID-19,2022,January,90+,"Second dose, less than 21 days ago",<3,18,,,,
Deaths involving COVID-19,2022,January,90+,"Second dose, at least 21 days ago",258,1796,14368.3,,12668.3,16232.8
Deaths involving COVID-19,2022,January,90+,"Third dose or booster, less than 21 days ago",26,786,3309.5,,2161.3,4849.5
Deaths involving COVID-19,2022,January,90+,"Third dose or booster, at least 21 days ago",738,36368,2029.2,,1885.5,2181.1
Deaths involving COVID-19,2022,January,90+,"Fourth dose or booster, less than 21 days ago",<3,1,,,,
Deaths involving COVID-19,2022,January,90+,"Fourth dose or booster, at least 21 days ago",<3,11,,,,
Deaths involving COVID-19,2022,February,18-39,Unvaccinated,9,192625,5.3,u,2.4,10.1
Deaths involving COVID-19,2022,February,18-39,"First dose, less than 21 days ago",<3,3705,,,,
Deaths involving COVID-19,2022,February,18-39,"First dose, at least 21 days ago",4,47635,8.7,u,2.4,22.4
Deaths involving COVID-19,2022,February,18-39,"Second dose, less than 21 days ago",<3,6266,,,,
Deaths involving COVID-19,2022,February,18-39,"Second dose, at least 21 days ago",3,298132,1.2,u,0.2,3.4
Deaths involving COVID-19,2022,February,18-39,"Third dose or booster, less than 21 days ago",<3,25536,,,,
Deaths involving COVID-19,2022,February,18-39,"Third dose or booster, at least 21 days ago",<3,478987,,,,
Deaths involving COVID-19,2022,February,18-39,"Fourth dose or booster, less than 21 days ago",<3,30,,,,
Deaths involving COVID-19,2022,February,18-39,"Fourth dose or booster, at least 21 days ago",<3,144,,,,
Deaths involving COVID-19,2022,February,40-49,Unvaccinated,7,52316,15.0,u,6.0,30.9
Deaths involving COVID-19,2022,February,40-49,"First dose, less than 21 days ago",<3,528,,,,
Deaths involving COVID-19,2022,February,40-49,"First dose, at least 21 days ago",3,9941,29.3,u,5.7,86.4
Deaths involving COVID-19,2022,February,40-49,"Second dose, less than 21 days ago",<3,1008,,,,
Deaths involving COVID-19,2022,February,40-49,"Second dose, at least 21 days ago",12,89617,13.6,u,7.0,23.8
Deaths involving COVID-19,2022,February,40-49,"Third dose or booster, less than 21 days ago",<3,7606,,,,
Deaths involving COVID-19,2022,February,40-49,"Third dose or booster, at least 21 days ago",11,342249,3.2,u,1.6,5.7
Deaths involving COVID-19,2022,February,40-49,"Fourth dose or booster, less than 21 days ago",<3,17,,,,
Deaths involving COVID-19,2022,February,40-49,"Fourth dose or booster, at least 21 days ago",<3,111,,,,
Deaths involving COVID-19,2022,February,50-59,Unvaccinated,30,34373,89.3,,60.2,127.5
Deaths involving COVID-19,2022,February,50-59,"First dose, less than 21 days ago",<3,267,,,,
Deaths involving COVID-19,2022,February,50-59,"First dose, at least 21 days ago",8,5966,145.9,u,62.8,287.8
Deaths involving COVID-19,2022,February,50-59,"Second dose, less than 21 days ago",<3,495,,,,
Deaths involving COVID-19,2022,February,50-59,"Second dose, at least 21 days ago",21,56584,38.1,,23.5,58.3
Deaths involving COVID-19,2022,February,50-59,"Third dose or booster, less than 21 days ago",<3,4501,,,,
Deaths involving COVID-19,2022,February,50-59,"Third dose or booster, at least 21 days ago",58,453924,12.6,,9.6,16.3
Deaths involving COVID-19,2022,February,50-59,"Fourth dose or booster, less than 21 days ago",<3,16,,,,
Deaths involving COVID-19,2022,February,50-59,"Fourth dose or booster, at least 21 days ago",<3,146,,,,
Deaths involving COVID-19,2022,February,60-69,Unvaccinated,43,18276,241.9,,174.2,326.8
Deaths involving COVID-19,2022,February,60-69,"First dose, less than 21 days ago",<3,96,,,,
Deaths involving COVID-19,2022,February,60-69,"First dose, at least 21 days ago",5,2713,217.3,u,69.1,510.2
Deaths involving COVID-19,2022,February,60-69,"Second dose, less than 21 days ago",<3,194,,,,
Deaths involving COVID-19,2022,February,60-69,"Second dose, at least 21 days ago",41,24877,186.0,,132.4,253.7
Deaths involving COVID-19,2022,February,60-69,"Third dose or booster, less than 21 days ago",<3,1886,,,,
Deaths involving COVID-19,2022,February,60-69,"Third dose or booster, at least 21 days ago",130,402356,32.5,,26.9,38.1
Deaths involving COVID-19,2022,February,60-69,"Fourth dose or booster, less than 21 days ago",<3,15,,,,
Deaths involving COVID-19,2022,February,60-69,"Fourth dose or booster, at least 21 days ago",<3,116,,,,
Deaths involving COVID-19,2022,February,70-79,Unvaccinated,67,8948,756.1,,585.2,961.2
Deaths involving COVID-19,2022,February,70-79,"First dose, less than 21 days ago",<3,27,,,,
Deaths involving COVID-19,2022,February,70-79,"First dose, at least 21 days ago",13,1165,1155.0,u,613.4,1977.5
Deaths involving COVID-19,2022,February,70-79,"Second dose, less than 21 days ago",<3,67,,,,
Deaths involving COVID-19,2022,February,70-79,"Second dose, at least 21 days ago",102,9997,1056.7,,850.8,1262.6
Deaths involving COVID-19,2022,February,70-79,"Third dose or booster, less than 21 days ago",4,733,551.6,u,149.5,1414.0
Deaths involving COVID-19,2022,February,70-79,"Third dose or booster, at least 21 days ago",427,342018,124.3,,112.5,136.1
Deaths involving COVID-19,2022,February,70-79,"Fourth dose or booster, less than 21 days ago",<3,11,,,,
Deaths involving COVID-19,2022,February,70-79,"Fourth dose or booster, at least 21 days ago",<3,82,,,,
Deaths involving COVID-19,2022,February,80-89,Unvaccinated,82,3850,2119.7,,1685.8,2631.2
Deaths involving COVID-19,2022,February,80-89,"First dose, less than 21 days ago",<3,12,,,,
Deaths involving COVID-19,2022,February,80-89,"First dose, at least 21 days ago",15,523,2803.8,u,1562.2,4634.8
Deaths involving COVID-19,2022,February,80-89,"Second dose, less than 21 days ago",<3,32,,,,
Deaths involving COVID-19,2022,February,80-89,"Second dose, at least 21 days ago",149,4786,3036.2,,2546.6,3525.7
Deaths involving COVID-19,2022,February,80-89,"Third dose or booster, less than 21 days ago",6,399,1483.2,u,532.5,3250.4
Deaths involving COVID-19,2022,February,80-89,"Third dose or booster, at least 21 days ago",892,159637,555.8,,519.3,592.3
Deaths involving COVID-19,2022,February,80-89,"Fourth dose or booster, less than 21 days ago",<3,3,,,,
Deaths involving COVID-19,2022,February,80-89,"Fourth dose or booster, at least 21 days ago",<3,45,,,,
Deaths involving COVID-19,2022,February,90+,Unvaccinated,44,987,4459.8,,3240.2,5987.2
Deaths involving COVID-19,2022,February,90+,"First dose, less than 21 days ago",<3,4,,,,
Deaths involving COVID-19,2022,February,90+,"First dose, at least 21 days ago",13,160,8146.1,u,4333.2,13930.9
Deaths involving COVID-19,2022,February,90+,"Second dose, less than 21 days ago",<3,9,,,,
Deaths involving COVID-19,2022,February,90+,"Second dose, at least 21 days ago",88,1335,6591.3,,5286.3,8120.8
Deaths involving COVID-19,2022,February,90+,"Third dose or booster, less than 21 days ago",4,142,2807.7,u,755.3,7188.3
Deaths involving COVID-19,2022,February,90+,"Third dose or booster, at least 21 days ago",606,33807,1792.5,,1652.6,1941.1
Deaths involving COVID-19,2022,February,90+,"Fourth dose or booster, less than 21 days ago",<3,0,,,,
Deaths involving COVID-19,2022,February,90+,"Fourth dose or booster, at least 21 days ago",<3,11,,,,
Deaths involving COVID-19,2022,March,18-39,Unvaccinated,7,210878,3.9,u,1.5,8.0
Deaths involving COVID-19,2022,March,18-39,"First dose, less than 21 days ago",<3,1815,,,,
Deaths involving COVID-19,2022,March,18-39,"First dose, at least 21 days ago",4,51122,8.8,u,2.2,22.8
Deaths involving COVID-19,2022,March,18-39,"Second dose, less than 21 days ago",<3,5086,,,,
Deaths involving COVID-19,2022,March,18-39,"Second dose, at least 21 days ago",7,319604,2.3,u,0.9,4.8
Deaths involving COVID-19,2022,March,18-39,"Third dose or booster, less than 21 days ago",<3,13371,,,,
Deaths involving COVID-19,2022,March,18-39,"Third dose or booster, at least 21 days ago",9,563194,1.5,u,0.7,2.9
Deaths involving COVID-19,2022,March,18-39,"Fourth dose or booster, less than 21 days ago",<3,95,,,,
Deaths involving COVID-19,2022,March,18-39,"Fourth dose or booster, at least 21 days ago",<3,204,,,,
Deaths involving COVID-19,2022,March,40-49,Unvaccinated,7,57804,12.1,u,4.8,25.1
Deaths involving COVID-19,2022,March,40-49,"First dose, less than 21 days ago",<3,211,,,,
Deaths involving COVID-19,2022,March,40-49,"First dose, at least 21 days ago",<3,10629,,,,
Deaths involving COVID-19,2022,March,40-49,"Second dose, less than 21 days ago",<3,784,,,,
Deaths involving COVID-19,2022,March,40-49,"Second dose, at least 21 days ago",7,95552,7.0,u,2.8,14.6
Deaths involving COVID-19,2022,March,40-49,"Third dose or booster, less than 21 days ago",<3,3516,,,,
Deaths involving COVID-19,2022,March,40-49,"Third dose or booster, at least 21 days ago",17,388131,4.4,u,2.5,7.0
Deaths involving COVID-19,2022,March,40-49,"Fourth dose or booster, less than 21 days ago",<3,113,,,,
Deaths involving COVID-19,2022,March,40-49,"Fourth dose or booster, at least 21 days ago",<3,148,,,,
Deaths involving COVID-19,2022,March,50-59,Unvaccinated,17,38024,46.1,u,26.8,73.9
Deaths involving COVID-19,2022,March,50-59,"First dose, less than 21 days ago",<3,98,,,,
Deaths involving COVID-19,2022,March,50-59,"First dose, at least 21 days ago",4,6435,59.9,u,16.2,153.8
Deaths involving COVID-19,2022,March,50-59,"Second dose, less than 21 days ago",<3,382,,,,
Deaths involving COVID-19,2022,March,50-59,"Second dose, at least 21 days ago",16,60433,26.5,u,15.1,43.1
Deaths involving COVID-19,2022,March,50-59,"Third dose or booster, less than 21 days ago",<3,2075,,,,
Deaths involving COVID-19,2022,March,50-59,"Third dose or booster, at least 21 days ago",48,507936,9.2,,6.8,12.3
Deaths involving COVID-19,2022,March,50-59,"Fourth dose or booster, less than 21 days ago",<3,211,,,,
Deaths involving COVID-19,2022,March,50-59,"Fourth dose or booster, at least 21 days ago",<3,186,,,,
Deaths involving COVID-19,2022,March,60-69,Unvaccinated,28,20274,145.7,,96.3,211.4
Deaths involving COVID-19,2022,March,60-69,"First dose, less than 21 days ago",<3,39,,,,
Deaths involving COVID-19,2022,March,60-69,"First dose, at least 21 days ago",4,2932,143.5,u,37.0,372.0
Deaths involving COVID-19,2022,March,60-69,"Second dose, less than 21 days ago",<3,152,,,,
Deaths involving COVID-19,2022,March,60-69,"Second dose, at least 21 days ago",34,26662,137.6,,94.2,193.6
Deaths involving COVID-19,2022,March,60-69,"Third dose or booster, less than 21 days ago",<3,866,,,,
Deaths involving COVID-19,2022,March,60-69,"Third dose or booster, at least 21 days ago",137,448287,30.9,,25.7,36.0
Deaths involving COVID-19,2022,March,60-69,"Fourth dose or booster, less than 21 days ago",<3,274,,,,
Deaths involving COVID-19,2022,March,60-69,"Fourth dose or booster, at least 21 days ago",<3,150,,,,
Deaths involving COVID-19,2022,March,70-79,Unvaccinated,56,9921,588.9,,444.3,765.5
Deaths involving COVID-19,2022,March,70-79,"First dose, less than 21 days ago",<3,15,,,,
Deaths involving COVID-19,2022,March,70-79,"First dose, at least 21 days ago",8,1249,677.8,u,291.7,1337.0
Deaths involving COVID-19,2022,March,70-79,"Second dose, less than 21 days ago",<3,54,,,,
Deaths involving COVID-19,2022,March,70-79,"Second dose, at least 21 days ago",76,10545,750.4,,590.6,940.0
Deaths involving COVID-19,2022,March,70-79,"Third dose or booster, less than 21 days ago",<3,422,,,,
Deaths involving COVID-19,2022,March,70-79,"Third dose or booster, at least 21 days ago",501,376919,132.5,,120.9,144.1
Deaths involving COVID-19,2022,March,70-79,"Fourth dose or booster, less than 21 days ago",<3,3339,,,,
Deaths involving COVID-19,2022,March,70-79,"Fourth dose or booster, at least 21 days ago",<3,107,,,,
Deaths involving COVID-19,2022,March,80-89,Unvaccinated,76,4239,1781.6,,1403.6,2230.1
Deaths involving COVID-19,2022,March,80-89,"First dose, less than 21 days ago",<3,8,,,,
Deaths involving COVID-19,2022,March,80-89,"First dose, at least 21 days ago",17,556,2994.4,u,1737.7,4804.0
Deaths involving COVID-19,2022,March,80-89,"Second dose, less than 21 days ago",<3,24,,,,
Deaths involving COVID-19,2022,March,80-89,"Second dose, at least 21 days ago",101,4974,2010.5,,1617.0,2403.9
Deaths involving COVID-19,2022,March,80-89,"Third dose or booster, less than 21 days ago",<3,208,,,,
Deaths involving COVID-19,2022,March,80-89,"Third dose or booster, at least 21 days ago",1014,173482,581.0,,545.2,616.7
Deaths involving COVID-19,2022,March,80-89,"Fourth dose or booster, less than 21 days ago",3,4056,76.6,u,15.7,224.1
Deaths involving COVID-19,2022,March,80-89,"Fourth dose or booster, at least 21 days ago",<3,54,,,,
Deaths involving COVID-19,2022,March,90+,Unvaccinated,42,1084,3875.9,,2793.1,5239.3
Deaths involving COVID-19,2022,March,90+,"First dose, less than 21 days ago",<3,2,,,,
Deaths involving COVID-19,2022,March,90+,"First dose, at least 21 days ago",10,169,5928.5,u,2838.2,10903.5
Deaths involving COVID-19,2022,March,90+,"Second dose, less than 21 days ago",<3,8,,,,
Deaths involving COVID-19,2022,March,90+,"Second dose, at least 21 days ago",64,1365,4687.9,,3610.1,5986.5
Deaths involving COVID-19,2022,March,90+,"Third dose or booster, less than 21 days ago",<3,66,,,,
Deaths involving COVID-19,2022,March,90+,"Third dose or booster, at least 21 days ago",775,37136,2086.9,,1942.6,2239.2
Deaths involving COVID-19,2022,March,90+,"Fourth dose or booster, less than 21 days ago",<3,574,,,,
Deaths involving COVID-19,2022,March,90+,"Fourth dose or booster, at least 21 days ago",<3,13,,,,
Deaths involving COVID-19,2022,April,18-39,Unvaccinated,<3,202653,,,,
Deaths involving COVID-19,2022,April,18-39,"First dose, less than 21 days ago",<3,1144,,,,
Deaths involving COVID-19,2022,April,18-39,"First dose, at least 21 days ago",<3,46943,,,,
Deaths involving COVID-19,2022,April,18-39,"Second dose, less than 21 days ago",<3,3522,,,,
Deaths involving COVID-19,2022,April,18-39,"Second dose, at least 21 days ago",5,303277,1.7,u,0.5,3.9
Deaths involving COVID-19,2022,April,18-39,"Third dose or booster, less than 21 days ago",<3,9083,,,,
Deaths involving COVID-19,2022,April,18-39,"Third dose or booster, at least 21 days ago",8,559226,1.3,u,0.6,2.6
Deaths involving COVID-19,2022,April,18-39,"Fourth dose or booster, less than 21 days ago",<3,692,,,,
Deaths involving COVID-19,2022,April,18-39,"Fourth dose or booster, at least 21 days ago",<3,462,,,,
Deaths involving COVID-19,2022,April,40-49,Unvaccinated,11,55975,19.8,u,9.8,35.6
Deaths involving COVID-19,2022,April,40-49,"First dose, less than 21 days ago",<3,129,,,,
Deaths involving COVID-19,2022,April,40-49,"First dose, at least 21 days ago",<3,9832,,,,
Deaths involving COVID-19,2022,April,40-49,"Second dose, less than 21 days ago",<3,480,,,,
Deaths involving COVID-19,2022,April,40-49,"Second dose, at least 21 days ago",6,90443,6.5,u,2.3,14.1
Deaths involving COVID-19,2022,April,40-49,"Third dose or booster, less than 21 days ago",<3,2213,,,,
