year,week,ending,dead,type
2022,13,2022-04-02,1320,Not COVID or drug
2022,14,2022-04-09,1320,Not COVID or drug
2022,15,2022-04-16,1307,Not COVID or drug
2022,16,2022-04-23,1272,Not COVID or drug
2022,17,2022-04-30,1221,Not COVID or drug
2022,18,2022-05-07,1261,Not COVID or drug
2022,19,2022-05-14,1221,Not COVID or drug
2022,20,2022-05-21,1205,Not COVID or drug
2022,21,2022-05-28,1213,Not COVID or drug
2022,22,2022-06-04,1279,Not COVID or drug
2022,23,2022-06-11,1307,Not COVID or drug
2022,24,2022-06-18,1323,Not COVID or drug
2022,25,2022-06-25,1314,Not COVID or drug
2022,26,2022-07-02,1284,Not COVID or drug
2022,27,2022-07-09,1293,Not COVID or drug
2022,28,2022-07-16,1354,Not COVID or drug
2022,29,2022-07-23,1330,Not COVID or drug
2022,30,2022-07-30,1324,Not COVID or drug
2022,31,2022-08-06,1270,Not COVID or drug
2022,32,2022-08-13,1209,Not COVID or drug
2022,33,2022-08-20,1215,Not COVID or drug
2022,34,2022-08-27,1287,Not COVID or drug
2022,35,2022-09-03,1221,Not COVID or drug
2022,36,2022-09-10,1350,Not COVID or drug
2022,37,2022-09-17,1305,Not COVID or drug
2022,38,2022-09-24,1341,Not COVID or drug
2022,39,2022-10-01,1321,Not COVID or drug
2022,40,2022-10-08,1283,Not COVID or drug
2022,41,2022-10-15,1304,Not COVID or drug
2022,42,2022-10-22,1283,Not COVID or drug
2022,43,2022-10-29,1368,Not COVID or drug
2022,44,2022-11-05,1383,Not COVID or drug
2022,45,2022-11-12,1379,Not COVID or drug
2022,46,2022-11-19,1408,Not COVID or drug
2022,47,2022-11-26,1413,Not COVID or drug
2022,48,2022-12-03,1520,Not COVID or drug
2022,49,2022-12-10,1478,Not COVID or drug
2022,50,2022-12-17,1493,Not COVID or drug
2022,51,2022-12-24,1527,Not COVID or drug
2022,52,2022-12-31,1625,Not COVID or drug
2023,1,2023-01-07,1393,Not COVID or drug
2023,2,2023-01-14,1374,Not COVID or drug
2023,3,2023-01-21,1298,Not COVID or drug
2023,4,2023-01-28,1352,Not COVID or drug
2023,5,2023-02-04,1318,Not COVID or drug
2023,6,2023-02-11,1330,Not COVID or drug
2023,7,2023-02-18,1285,Not COVID or drug
2023,8,2023-02-25,1258,Not COVID or drug
2023,9,2023-03-04,1308,Not COVID or drug
2023,10,2023-03-11,1236,Not COVID or drug
2023,11,2023-03-18,1264,Not COVID or drug
2023,12,2023-03-25,1246,Not COVID or drug
2023,13,2023-04-01,1274,Not COVID or drug
2023,14,2023-04-08,1241,Not COVID or drug
2023,15,2023-04-15,1254,Not COVID or drug
2023,16,2023-04-22,1223,Not COVID or drug
2023,17,2023-04-29,1268,Not COVID or drug
2023,18,2023-05-06,1285,Not COVID or drug
2023,19,2023-05-13,1219,Not COVID or drug
2023,20,2023-05-20,1220,Not COVID or drug
2023,21,2023-05-27,1220,Not COVID or drug
2023,22,2023-06-03,1218,Not COVID or drug
2023,23,2023-06-10,1240,Not COVID or drug
2023,24,2023-06-17,1222,Not COVID or drug
2023,25,2023-06-24,1128,Not COVID or drug
2023,26,2023-07-01,1223,Not COVID or drug
2023,27,2023-07-08,1323,Not COVID or drug
2023,28,2023-07-15,1220,Not COVID or drug
2023,29,2023-07-22,1224,Not COVID or drug
2023,30,2023-07-29,1227,Not COVID or drug
2023,31,2023-08-05,1261,Not COVID or drug
2023,32,2023-08-12,1245,Not COVID or drug
2023,33,2023-08-19,1248,Not COVID or drug
2023,34,2023-08-26,1250,Not COVID or drug
2023,35,2023-09-02,1222,Not COVID or drug
2023,36,2023-09-09,1207,Not COVID or drug
2023,37,2023-09-16,1259,Not COVID or drug
2023,38,2023-09-23,1238,Not COVID or drug
2023,39,2023-09-30,1261,Not COVID or drug
2023,40,2023-10-07,1273,Not COVID or drug
2023,41,2023-10-14,1272,Not COVID or drug
2023,42,2023-10-21,1177,Not COVID or drug
2023,43,2023-10-28,1238,Not COVID or drug
2023,44,2023-11-04,1252,Not COVID or drug
2023,45,2023-11-11,1239,Not COVID or drug
2023,46,2023-11-18,1275,Not COVID or drug
2023,47,2023-11-25,1345,Not COVID or drug
2023,48,2023-12-02,1368,Not COVID or drug
2023,49,2023-12-09,1329,Not COVID or drug
2023,50,2023-12-16,1381,Not COVID or drug
2023,51,2023-12-23,1396,Not COVID or drug
2023,52,2023-12-30,1471,Not COVID or drug
2024,1,2024-01-06,1398,Not COVID or drug
2024,2,2024-01-13,1352,Not COVID or drug
2024,3,2024-01-20,1349,Not COVID or drug
2024,4,2024-01-27,1269,Not COVID or drug
2024,5,2024-02-03,1336,Not COVID or drug
2024,6,2024-02-10,1295,Not COVID or drug
2024,7,2024-02-17,1252,Not COVID or drug
2024,8,2024-02-24,1255,Not COVID or drug
2024,9,2024-03-02,1286,Not COVID or drug
2024,10,2024-03-09,1237,Not COVID or drug
2024,11,2024-03-16,1218,Not COVID or drug
2024,12,2024-03-23,1207,Not COVID or drug
2024,13,2024-03-30,1188,Not COVID or drug
2024,14,2024-04-06,1216,Not COVID or drug
2024,15,2024-04-13,1267,Not COVID or drug
2024,16,2024-04-20,1230,Not COVID or drug
2024,17,2024-04-27,1255,Not COVID or drug
2024,18,2024-05-04,1206,Not COVID or drug
2024,19,2024-05-11,1219,Not COVID or drug
2024,20,2024-05-18,1182,Not COVID or drug
2024,21,2024-05-25,1233,Not COVID or drug
2024,22,2024-06-01,1206,Not COVID or drug
2024,23,2024-06-08,1225,Not COVID or drug
2024,24,2024-06-15,1209,Not COVID or drug
2024,25,2024-06-22,1224,Not COVID or drug
2024,26,2024-06-29,1205,Not COVID or drug
2024,27,2024-07-06,1211,Not COVID or drug
2024,28,2024-07-13,1246,Not COVID or drug
2024,29,2024-07-20,1145,Not COVID or drug
2024,30,2024-07-27,1151,Not COVID or drug
2024,31,2024-08-03,1183,Not COVID or drug
2024,32,2024-08-10,1173,Not COVID or drug
2024,33,2024-08-17,1140,Not COVID or drug
2024,34,2024-08-24,1147,Not COVID or drug
2024,35,2024-08-31,1166,Not COVID or drug
2024,36,2024-09-07,1157,Not COVID or drug
2024,37,2024-09-14,1062,Not COVID or drug
2024,38,2024-09-21,1142,Not COVID or drug
2024,39,2024-09-28,1147,Not COVID or drug
2024,40,2024-10-05,1181,Not COVID or drug
2024,41,2024-10-12,1226,Not COVID or drug
2024,42,2024-10-19,1264,Not COVID or drug
2024,43,2024-10-26,1146,Not COVID or drug
2024,44,2024-11-02,1150,Not COVID or drug
2024,45,2024-11-09,1275,Not COVID or drug
2024,46,2024-11-16,1199,Not COVID or drug
2024,47,2024-11-23,1219,Not COVID or drug
2024,48,2024-11-30,1262,Not COVID or drug
2024,49,2024-12-07,1259,Not COVID or drug
2024,50,2024-12-14,1280,Not COVID or drug
2024,51,2024-12-21,1294,Not COVID or drug
2024,52,2024-12-28,1353,Not COVID or drug
2025,1,2025-01-04,1514,Not COVID or drug
2025,2,2025-01-11,1589,Not COVID or drug
2025,3,2025-01-18,1558,Not COVID or drug
2025,4,2025-01-25,1596,Not COVID or drug
2025,5,2025-02-01,1662,Not COVID or drug
2025,6,2025-02-08,1614,Not COVID or drug
2025,7,2025-02-15,1609,Not COVID or drug
2025,8,2025-02-22,1702,Not COVID or drug
2025,9,2025-03-01,1606,Not COVID or drug
2025,10,2025-03-08,1662,Not COVID or drug
2025,11,2025-03-15,1732,Not COVID or drug
2025,12,2025-03-22,1741,Not COVID or drug
2025,13,2025-03-29,1724,Not COVID or drug
2025,14,2025-04-05,1759,Not COVID or drug
2025,15,2025-04-12,1804,Not COVID or drug
2025,16,2025-04-19,1875,Not COVID or drug
2025,17,2025-04-26,1962,Not COVID or drug
2025,18,2025-05-03,2039,Not COVID or drug
2025,19,2025-05-10,2209,Not COVID or drug
2025,20,2025-05-17,2359,Not COVID or drug
2025,21,2025-05-24,2307,Not COVID or drug
2025,22,2025-05-31,2285,Not COVID or drug
2025,23,2025-06-07,2342,Not COVID or drug
2025,24,2025-06-14,1951,Not COVID or drug
2025,25,2025-06-21,1244,Not COVID or drug
