year,code,cause,dead
2021,X41,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",31
2021,X42,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",33
2021,X44,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",124
2021,X45,Accidental poisoning by and exposure to alcohol,24
2021,X59.0,Exposure to unspecified factor causing fracture,130
2021,X59.9,Exposure to unspecified factor causing other and unspecified injury,107
2021,Y44.2,Anticoagulants,12
2021,Y57.9,"Drug or medicament, unspecified",11
2021,Y83.0,Surgical operation with transplant of whole organ,42
2021,Y83.1,Surgical operation with implant of artificial internal device,54
2021,Y83.2,"Surgical operation with anastomosis, bypass or graft",26
2021,Y83.4,Other reconstructive surgery,12
2021,Y83.6,Removal of other organ (partial) (total),15
2021,Y83.9,"Surgical procedure, unspecified",24
2021,Y84.6,Urinary catheterization,17
2021,Y84.8,Other medical procedures,21
2021,Y86,Sequelae of other accidents,15
2022,A02.1,Salmonella septicaemia,13
2022,A04.7,Enterocolitis due to Clostridium difficile,811
2022,A08.1,Acute gastroenteropathy due to Norwalk agent,11
2022,A09.0,Other and unspecified gastroenteritis and colitis of infectious origin,61
2022,A09.9,Gastroenteritis and colitis of unspecified origin,366
2022,A16.2,"Tuberculosis of lung, without mention of bacteriological or histological confirmation",14
2022,A18.0,Tuberculosis of bones and joints,12
2022,A28.0,Pasteurellosis,13
2022,A40.3,Septicaemia due to Streptococcus pneumoniae,12
2022,A40.9,"Streptococcal septicaemia, unspecified",22
2022,A41.0,Septicaemia due to Staphylococcus aureus,51
2022,A41.2,Septicaemia due to unspecified staphylococcus,37
2022,A41.5,Septicaemia due to other Gram-negative organisms,126
2022,A41.9,"Septicaemia, unspecified",5045
2022,A48.1,Legionnaires disease,46
2022,A49.0,"Staphylococcal infection, unspecified",131
2022,A49.1,"Streptococcal infection, unspecified",85
2022,A49.8,Other bacterial infections of unspecified site,69
2022,A49.9,"Bacterial infection, unspecified",164
2022,B00.4,Herpesviral encephalitis,10
2022,B16.9,Acute hepatitis B without delta-agent and without hepatic coma,45
2022,B17.9,"Acute viral hepatitis, unspecified",39
2022,B18.2,Chronic viral hepatitis C,188
2022,B20.1,HIV disease resulting in other bacterial infections,39
2022,B20.7,HIV disease resulting in multiple infections,78
2022,B22.7,HIV disease resulting in multiple diseases classified elsewhere,46
2022,B23.8,HIV disease resulting in other specified conditions,78
2022,B25.0,Cytomegaloviral pneumonitis,11
2022,B34.2,"Coronavirus infection, unspecified",31
2022,B34.8,Other viral infections of unspecified site,62
2022,B34.9,"Viral infection, unspecified",11
2022,B37.7,Candidal septicaemia,46
2022,B44.1,Other pulmonary aspergillosis,14
2022,B49,Unspecified mycosis,64
2022,B59,Pneumocystosis,29
2022,B94.8,Sequelae of other specified infectious and parasitic diseases,57
2022,B99,Other and unspecified infectious diseases,26
2022,C02.9,"Tongue, unspecified - Malignant neoplasms",37
2022,C06.9,"Mouth, unspecified - Malignant neoplasms",26
2022,C07,Malignant neoplasm of parotid gland,10
2022,C09.9,"Tonsil, unspecified - Malignant neoplasms",22
2022,C10.9,"Oropharynx, unspecified - Malignant neoplasms",25
2022,C14.0,"Pharynx, unspecified - Malignant neoplasms",25
2022,C15.9,"Oesophagus, unspecified - Malignant neoplasms",321
2022,C16.0,Cardia - Malignant neoplasms,29
2022,C16.9,"Stomach, unspecified - Malignant neoplasms",281
2022,C17.0,Duodenum - Malignant neoplasms,34
2022,C17.9,"Small intestine, unspecified - Malignant neoplasms",30
2022,C18.0,Caecum - Malignant neoplasms,24
2022,C18.1,Appendix - Malignant neoplasms,22
2022,C18.2,Ascending colon - Malignant neoplasms,11
2022,C18.7,Sigmoid colon - Malignant neoplasms,33
2022,C18.9,"Colon, unspecified - Malignant neoplasms",1029
2022,C19,Malignant neoplasm of rectosigmoid junction,111
2022,C20,Malignant neoplasm of rectum,224
2022,C21.0,"Anus, unspecified - Malignant neoplasms",28
2022,C22.0,Liver cell carcinoma - Malignant neoplasms,577
2022,C22.1,Intrahepatic bile duct carcinoma - Malignant neoplasms,342
2022,C22.9,"Liver, unspecified - Malignant neoplasms",195
2022,C23,Malignant neoplasm of gallbladder,46
2022,C24.0,Extrahepatic bile duct - Malignant neoplasms,20
2022,C24.9,"Biliary tract, unspecified - Malignant neoplasms",30
2022,C25.0,Head of pancreas - Malignant neoplasms,19
2022,C25.9,"Pancreas, unspecified - Malignant neoplasms",1094
2022,C26.0,"Intestinal tract, part unspecified - Malignant neoplasms",11
2022,C26.9,Ill-defined sites within the digestive system - Malignant neoplasms,83
2022,C32.9,"Larynx, unspecified - Malignant neoplasms",48
2022,C34.1,"Upper lobe, bronchus or lung - Malignant neoplasms",26
2022,C34.3,"Lower lobe, bronchus or lung - Malignant neoplasms",12
2022,C34.9,"Bronchus or lung, unspecified - Malignant neoplasms",2143
2022,C41.9,"Bone and articular cartilage, unspecified - Malignant neoplasms",26
2022,C43.9,"Malignant melanoma of skin, unspecified - Malignant neoplasms",189
2022,C44.4,Skin of scalp and neck - Malignant neoplasms,34
2022,C44.9,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",37
2022,C45.9,"Mesothelioma, unspecified - Malignant neoplasms",17
2022,C48.0,Retroperitoneum - Malignant neoplasms,15
2022,C48.2,"Peritoneum, unspecified - Malignant neoplasms",21
2022,C49.4,Connective and soft tissue of abdomen - Malignant neoplasms,27
2022,C49.9,"Connective and soft tissue, unspecified - Malignant neoplasms",104
2022,C50.9,"Breast, unspecified - Malignant neoplasms",1018
2022,C51.9,"Vulva, unspecified - Malignant neoplasms",21
2022,C52,Malignant neoplasm of vagina,15
2022,C53.9,"Cervix uteri, unspecified - Malignant neoplasms",149
2022,C54.1,Endometrium - Malignant neoplasms,302
2022,C55,"Malignant neoplasm of uterus, part unspecified",200
2022,C56,Malignant neoplasm of ovary,372
2022,C57.9,"Female genital organ, unspecified - Malignant neoplasms",23
2022,C60.9,"Penis, unspecified - Malignant neoplasms",12
2022,C61,Malignant neoplasm of prostate,1028
2022,C62.9,"Testis, unspecified - Malignant neoplasms",32
2022,C64,"Malignant neoplasm of kidney, except renal pelvis",535
2022,C66,Malignant neoplasm of ureter,20
2022,C67.9,"Bladder, unspecified - Malignant neoplasms",769
2022,C68.9,"Urinary organ, unspecified - Malignant neoplasms",14
2022,C69.9,"Eye, unspecified - Malignant neoplasms",10
2022,C71.9,"Brain, unspecified - Malignant neoplasms",70
2022,C73,Malignant neoplasm of thyroid gland,36
2022,C76.0,"Head, face and neck - Malignant neoplasms",11
2022,C76.2,Abdomen - Malignant neoplasms,28
2022,C76.3,Pelvis - Malignant neoplasms,18
2022,C78.0,Secondary malignant neoplasm of lung - Malignant neoplasms,15
2022,C78.2,Secondary malignant neoplasm of pleura - Malignant neoplasms,13
2022,C78.6,Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms,58
2022,C78.7,Secondary malignant neoplasm of liver - Malignant neoplasms,124
2022,C79.5,Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms,11
2022,C79.8,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,59
2022,C80,Malignant neoplasm without specification of site,1295
2022,C81.9,"Hodgkin disease, unspecified",60
2022,C82.9,"Follicular non-Hodgkin lymphoma, unspecified",40
2022,C83.0,Non-Hodgkin lymphoma small cell (diffuse),14
2022,C83.1,Non-Hodgkin lymphoma small cleaved cell (diffuse),71
2022,C83.3,Non-Hodgkin lymphoma large cell (diffuse),265
2022,C83.7,Burkitt tumor,11
2022,C83.9,"Diffuse non-Hodgkin lymphoma, unspecified",25
2022,C84.4,Peripheral T-cell lymphoma - Malignant neoplasms,17
2022,C84.5,Other and unspecified T-cell lymphomas - Malignant neoplasms,80
2022,C85.1,"B-cell lymphoma, unspecified - Malignant neoplasms",207
2022,C85.9,"Non-Hodgkin lymphoma, unspecified type",321
2022,C88.0,Waldenstr÷m macroglobulinemia,16
2022,C90.0,Multiple myeloma - Malignant neoplasms,730
2022,C90.1,Plasma cell leukaemia - Malignant neoplasms,14
2022,C91.0,Acute lymphoblastic leukaemia - Malignant neoplasms,73
2022,C91.1,Chronic lymphocytic leukaemia - Malignant neoplasms,271
2022,C91.5,Adult T-cell leukaemia - Malignant neoplasms,11
2022,C91.9,"Lymphoid leukaemia, unspecified - Malignant neoplasms",13
2022,C92.0,Acute myeloid leukaemia - Malignant neoplasms,501
2022,C92.1,Chronic myeloid leukaemia - Malignant neoplasms,66
2022,C92.4,Acute promyelocytic leukaemia - Malignant neoplasms,21
2022,C92.7,Other myeloid leukaemia - Malignant neoplasms,62
2022,C95.0,Acute leukaemia of unspecified cell type - Malignant neoplasms,87
2022,C95.9,"Leukaemia, unspecified - Malignant neoplasms",75
2022,C97,Malignant neoplasms of independent (primary) multiple sites,234
2022,D32.9,"Meninges, unspecified - Benign neoplasms",17
2022,D37.7,Other digestive organs - Uncertain neoplasms,19
2022,D38.1,"Trachea, bronchus and lung - Uncertain neoplasms",18
2022,D41.4,Bladder - Uncertain neoplasms,15
2022,D43.2,"Brain, unspecified - Uncertain neoplasms",13
2022,D45,Polycythaemia vera,18
2022,D46.9,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",227
2022,D47.1,Chronic myeloproliferative disease - Uncertain neoplasms,63
2022,D47.9,"Neoplasm of uncertain or unknown behaviour of lymphoid, haematopoietic and related tissue, unspecified - Uncertain neoplasms",12
2022,D48.1,Connective and other soft tissue - Uncertain neoplasms,15
2022,D48.9,"Neoplasm of uncertain or unknown behaviour, unspecified - Uncertain neoplasms",17
2022,D50.0,Iron deficiency anaemia secondary to blood loss (chronic),19
2022,D50.9,"Iron deficiency anaemia, unspecified",11
2022,D57.0,Sickle-cell anaemia with crisis,18
2022,D57.1,Sickle-cell anaemia without crisis,28
2022,D59.1,Other autoimmune haemolytic anaemias,12
2022,D61.9,"Aplastic anaemia, unspecified",106
2022,D62,Acute posthaemorrhagic anaemia,128
2022,D64.9,"Anaemia, unspecified",243
2022,D65,Disseminated intravascular coagulation [defibrination syndrome],109
2022,D68.6,Other thrombophilia,15
2022,D68.9,"Coagulation defect, unspecified",113
2022,D69.3,Idiopathic thrombocytopenic purpura,11
2022,D69.5,Secondary thrombocytopenia,17
2022,D69.6,"Thrombocytopenia, unspecified",56
2022,D70,Agranulocytosis,54
2022,D72.8,Other specified disorders of white blood cells,23
2022,D76.1,Haemophagocytic lymphohistiocytosis,54
2022,D86.0,Sarcoidosis of lung,12
2022,D86.9,"Sarcoidosis, unspecified",32
2022,D89.9,"Disorder involving the immune mechanism, unspecified",38
2022,E03.5,Myxoedema coma,35
2022,E03.9,"Hypothyroidism, unspecified",45
2022,E10.1,"Insulin-dependent diabetes mellitus, with ketoacidosis",37
2022,E10.2,"Insulin-dependent diabetes mellitus, with renal complications",38
2022,E10.7,"Insulin-dependent diabetes mellitus, with multiple complications",22
2022,E10.9,"Insulin-dependent diabetes mellitus, without complications",37
2022,E11.0,"Non-insulin-dependent diabetes mellitus, with coma",16
2022,E11.1,"Non-insulin-dependent diabetes mellitus, with ketoacidosis",136
2022,E11.2,"Non-insulin-dependent diabetes mellitus, with renal complications",746
2022,E11.4,"Non-insulin-dependent diabetes mellitus, with neurological complications",10
2022,E11.5,"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications",100
2022,E11.6,"Non-insulin-dependent diabetes mellitus, with other specified complications",24
2022,E11.7,"Non-insulin-dependent diabetes mellitus, with multiple complications",172
2022,E11.9,"Non-insulin-dependent diabetes mellitus, without complications",622
2022,E14.0,"Unspecified diabetes mellitus, with coma",33
2022,E14.1,"Unspecified diabetes mellitus, with ketoacidosis",421
2022,E14.2,"Unspecified diabetes mellitus, with renal complications",581
2022,E14.5,"Unspecified diabetes mellitus, with peripheral circulatory complications",98
2022,E14.6,"Unspecified diabetes mellitus, with other specified complications",21
2022,E14.7,"Unspecified diabetes mellitus, with multiple complications",179
2022,E14.9,"Unspecified diabetes mellitus, without complications",556
2022,E16.2,"Hypoglycaemia, unspecified",41
2022,E27.4,Other and unspecified adrenocortical insufficiency,13
2022,E43,Unspecified severe protein-energy malnutrition,457
2022,E44.0,Moderate protein-energy malnutrition,23
2022,E45,Retarded development following protein-energy malnutrition,14
2022,E46,Unspecified protein-energy malnutrition,233
2022,E66.2,Extreme obesity with alveolar hypoventilation,92
2022,E66.8,Other obesity,163
2022,E66.9,"Obesity, unspecified",48
2022,E72.2,Disorders of urea cycle metabolism,38
2022,E78.5,"Hyperlipidaemia, unspecified",138
2022,E78.9,"Disorder of lipoprotein metabolism, unspecified",11
2022,E83.1,Disorders of iron metabolism,17
2022,E83.5,Disorders of calcium metabolism,51
2022,E85.4,Organ-limited amyloidosis,76
2022,E85.9,"Amyloidosis, unspecified",31
2022,E86,Volume depletion,299
2022,E87.0,Hyperosmolality and hypernatraemia,201
2022,E87.1,Hypo-osmolality and hyponatraemia,84
2022,E87.2,Acidosis,751
2022,E87.5,Hyperkalaemia,271
2022,E87.6,Hypokalaemia,30
2022,E87.7,Fluid overload,72
2022,E87.8,"Other disorders of electrolyte and fluid balance, not elsewhere classified",28
2022,E88.0,"Disorders of plasma-protein metabolism, not elsewhere classified",12
2022,E88.3,Tumor lysis syndrome,20
2022,E88.9,"Metabolic disorder, unspecified",572
2022,F01.9,"Vascular dementia, unspecified",342
2022,F03,Unspecified dementia,2557
2022,F05.1,Delirium superimposed on dementia,26
2022,F05.9,"Delirium, unspecified",45
2022,F06.9,Unspecified mental disorder due to brain damage and dysfunction and to physical disease,30
2022,F10.1,"Mental and behavioural disorders due to use of alcohol, harmful use",86
2022,F10.2,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",60
2022,F10.3,"Mental and behavioural disorders due to use of alcohol, withdrawal state",27
2022,F10.7,"Mental and behavioural disorders due to use of alcohol, residual and late-onset psychotic disorder",14
2022,F10.9,"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder",35
2022,F14.1,"Mental and behavioural disorders due to use of cocaine, harmful use",10
2022,F15.1,"Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use",19
2022,F15.9,"Mental and behavioural disorders due to use of other stimulants, including caffeine, unspecified mental and behavioural disorder",29
2022,F19.1,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",76
2022,F19.9,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",25
2022,F32.2,Severe depressive episode without psychotic symptoms,14
2022,F32.9,"Depressive episode, unspecified",12
2022,F54,Psychological and behavioural factors associated with disorders or diseases classified elsewhere,12
2022,G03.9,"Meningitis, unspecified",15
2022,G04.9,"Encephalitis, myelitis and encephalomyelitis, unspecified",12
2022,G06.0,Intracranial abscess and granuloma,10
2022,G06.2,"Extradural and subdural abscess, unspecified",16
2022,G10,Huntington disease,11
2022,G12.2,Motor neuron disease,22
2022,G20,Parkinson disease,443
2022,G23.1,Progressive supranuclear ophthalmoplegia [Steele-Richardson-Olszewski],10
2022,G30.1,Alzheimer disease with late onset,60
2022,G30.9,"Alzheimer disease, unspecified",1362
2022,G31.0,Circumscribed brain atrophy,15
2022,G31.1,"Senile degeneration of brain, not elsewhere classified",375
2022,G31.2,Degeneration of nervous system due to alcohol,14
2022,G31.8,Other specified degenerative diseases of nervous system,65
2022,G31.9,"Degenerative disease of nervous system, unspecified",33
2022,G35,Multiple sclerosis,86
2022,G40.9,"Epilepsy, unspecified",27
2022,G41.9,"Status epilepticus, unspecified",96
2022,G47.3,Sleep apnoea,49
2022,G61.0,Guillain-Barre syndrome,22
2022,G70.0,Myasthenia gravis,37
2022,G70.9,"Myoneural disorder, unspecified",13
2022,G72.9,"Myopathy, unspecified",15
2022,G80.9,"Infantile cerebral palsy, unspecified",32
2022,G82.2,"Paraplegia, unspecified",20
2022,G82.5,"Tetraplegia, unspecified",19
2022,G91.9,"Hydrocephalus, unspecified",10
2022,G92,Toxic encephalopathy,41
2022,G93.1,"Anoxic brain damage, not elsewhere classified",440
2022,G93.4,"Encephalopathy, unspecified",393
2022,G93.6,Cerebral oedema,20
2022,I05.0,Mitral stenosis,54
2022,I05.9,"Mitral valve disease, unspecified",85
2022,I07.1,Tricuspid insufficiency,63
2022,I08.0,Disorders of both mitral and aortic valves,76
2022,I08.1,Disorders of both mitral and tricuspid valves,10
2022,I10,Essential (primary) hypertension,618
2022,I11.0,Hypertensive heart disease with (congestive) heart failure,367
2022,I11.9,Hypertensive heart disease without (congestive) heart failure,138
2022,I12.0,Hypertensive renal disease with renal failure,784
2022,I12.9,Hypertensive renal disease without renal failure,39
2022,I13.0,Hypertensive heart and renal disease with (congestive) heart failure,130
2022,I13.1,Hypertensive heart and renal disease with renal failure,72
2022,I13.2,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,200
2022,I13.9,"Hypertensive heart and renal disease, unspecified",35
2022,I20.8,Other forms of angina pectoris,26
2022,I21.4,Acute subendocardial myocardial infarction,1280
2022,I21.9,"Acute myocardial infarction, unspecified",2070
2022,I24.9,"Acute ischaemic heart disease, unspecified",122
2022,I25.0,"Atherosclerotic cardiovascular disease, so described",273
2022,I25.1,Atherosclerotic heart disease,3450
2022,I25.5,Ischaemic cardiomyopathy,588
2022,I25.8,Other forms of chronic ischaemic heart disease,60
2022,I25.9,"Chronic ischaemic heart disease, unspecified",142
2022,I26.0,Pulmonary embolism with mention of acute cor pulmonale,13
2022,I26.9,Pulmonary embolism without mention of acute cor pulmonale,295
2022,I27.2,Other secondary pulmonary hypertension,686
2022,I27.9,"Pulmonary heart disease, unspecified",34
2022,I31.3,Pericardial effusion (noninflammatory),55
2022,I31.9,"Disease of pericardium, unspecified",26
2022,I33.0,Acute and subacute infective endocarditis,195
2022,I34.0,Mitral (valve) insufficiency,216
2022,I35.0,Aortic (valve) stenosis,646
2022,I35.1,Aortic (valve) insufficiency,52
2022,I35.2,Aortic (valve) stenosis with insufficiency,10
2022,I35.8,Other aortic valve disorders,48
2022,I35.9,"Aortic valve disorder, unspecified",82
2022,I38,"Endocarditis, valve unspecified",243
2022,I42.0,Dilated cardiomyopathy,148
2022,I42.1,Obstructive hypertrophic cardiomyopathy,13
2022,I42.2,Other hypertrophic cardiomyopathy,16
2022,I42.5,Other restrictive cardiomyopathy,16
2022,I42.6,Alcoholic cardiomyopathy,22
2022,I42.8,Other cardiomyopathies,30
2022,I42.9,"Cardiomyopathy, unspecified",816
2022,I44.2,"Atrioventricular block, complete",65
2022,I45.8,Other specified conduction disorders,133
2022,I45.9,"Conduction disorder, unspecified",18
2022,I47.1,Supraventricular tachycardia,11
2022,I47.2,Ventricular tachycardia,78
2022,I48,Atrial fibrillation and flutter,1527
2022,I49.0,Ventricular fibrillation and flutter,81
2022,I49.5,Sick sinus syndrome,23
2022,I49.9,"Cardiac arrhythmia, unspecified",71
2022,I50.0,Congestive heart failure,1928
2022,I50.1,Left ventricular failure,56
2022,I50.9,"Heart failure, unspecified",1286
2022,I51.3,"Intracardiac thrombosis, not elsewhere classified",23
2022,I51.5,Myocardial degeneration,11
2022,I51.6,"Cardiovascular disease, unspecified",61
2022,I51.7,Cardiomegaly,13
2022,I51.8,Other ill-defined heart diseases,47
2022,I51.9,"Heart disease, unspecified",46
2022,I60.9,"Subarachnoid haemorrhage, unspecified",99
2022,I61.0,"Intracerebral haemorrhage in hemisphere, subcortical",18
2022,I61.1,"Intracerebral haemorrhage in hemisphere, cortical",11
2022,I61.3,Intracerebral haemorrhage in brain stem,19
2022,I61.4,Intracerebral haemorrhage in cerebellum,12
2022,I61.5,"Intracerebral haemorrhage, intraventricular",39
2022,I61.9,"Intracerebral haemorrhage, unspecified",201
2022,I62.0,Subdural haemorrhage (acute)(nontraumatic),92
2022,I62.9,"Intracranial haemorrhage (nontraumatic), unspecified",140
2022,I63.2,Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries,40
2022,I63.4,Cerebral infarction due to embolism of cerebral arteries,132
2022,I63.9,"Cerebral infarction, unspecified",509
2022,I64,"Stroke, not specified as haemorrhage or infarction",1200
2022,I67.2,Cerebral atherosclerosis,61
2022,I67.4,Hypertensive encephalopathy,10
2022,I67.8,Other specified cerebrovascular diseases,71
2022,I67.9,"Cerebrovascular disease, unspecified",107
2022,I69.3,Sequelae of cerebral infarction,57
2022,I69.4,"Sequelae of stroke, not specified as haemorrhage or infarction",295
2022,I69.8,Sequelae of other and unspecified cerebrovascular diseases,104
2022,I70.9,Generalized and unspecified atherosclerosis,27
2022,I71.0,Dissection of aorta [any part],142
2022,I71.2,"Thoracic aortic aneurysm, without mention of rupture",21
2022,I71.3,"Abdominal aortic aneurysm, ruptured",83
2022,I71.4,"Abdominal aortic aneurysm, without mention of rupture",62
2022,I71.8,"Aortic aneurysm of unspecified site, ruptured",15
2022,I71.9,"Aortic aneurysm of unspecified site, without mention of rupture",16
2022,I72.9,Aneurysm of unspecified site,11
2022,I73.9,"Peripheral vascular disease, unspecified",468
2022,I74.1,Embolism and thrombosis of other and unspecified parts of aorta,14
2022,I74.9,Embolism and thrombosis of unspecified artery,18
2022,I77.6,"Arteritis, unspecified",53
2022,I77.9,"Disorder of arteries and arterioles, unspecified",10
2022,I80.2,Phlebitis and thrombophlebitis of other deep vessels of lower extremities,120
2022,I81,Portal vein thrombosis,29
2022,I85.0,Oesophageal varices with bleeding,13
2022,J10.0,"Influenza with pneumonia, influenza virus identified",222
2022,J10.1,"Influenza with other respiratory manifestations, influenza virus identified",182
2022,J10.8,"Influenza with other manifestations, influenza virus identified",17
2022,J11.0,"Influenza with pneumonia, virus not identified",97
2022,J11.1,"Influenza with other respiratory manifestations, virus not identified",45
2022,J12.1,Respiratory syncytial virus pneumonia,26
2022,J12.8,Other viral pneumonia,23
2022,J12.9,"Viral pneumonia, unspecified",17
2022,J13,Pneumonia due to Streptococcus pneumoniae,35
2022,J14,Pneumonia due to Haemophilus influenzae,14
2022,J15.0,Pneumonia due to Klebsiella pneumoniae,28
2022,J15.1,Pneumonia due to Pseudomonas,58
2022,J15.2,Pneumonia due to staphylococcus,84
2022,J15.4,Pneumonia due to other streptococci,33
2022,J15.5,Pneumonia due to Escherichia coli,12
2022,J15.6,Pneumonia due to other aerobic Gram-negative bacteria,11
2022,J15.9,"Bacterial pneumonia, unspecified",284
2022,J18.1,"Lobar pneumonia, unspecified",68
2022,J18.9,"Pneumonia, unspecified",2314
2022,J43.9,"Emphysema, unspecified",118
2022,J44.0,Chronic obstructive pulmonary disease with acute lower respiratory infection,937
2022,J44.1,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",442
2022,J44.8,Other specified chronic obstructive pulmonary disease,14
2022,J44.9,"Chronic obstructive pulmonary disease, unspecified",1302
2022,J45.9,"Asthma, unspecified",52
2022,J46,Status asthmaticus,14
2022,J47,Bronchiectasis,25
2022,J69.0,Pneumonitis due to food and vomit,1383
2022,J80,Adult respiratory distress syndrome,196
2022,J81,Pulmonary oedema,16
2022,J82,"Pulmonary eosinophilia, not elsewhere classified",19
2022,J84.1,Other interstitial pulmonary diseases with fibrosis,250
2022,J84.9,"Interstitial pulmonary disease, unspecified",282
2022,J85.0,Gangrene and necrosis of lung,25
2022,J86.0,Pyothorax with fistula,12
2022,J86.9,Pyothorax without fistula,67
2022,J90,"Pleural effusion, not elsewhere classified",106
2022,J93.9,"Pneumothorax, unspecified",33
2022,J94.2,Haemothorax,17
2022,J96.1,Chronic respiratory failure,181
2022,J98.1,Pulmonary collapse,10
2022,J98.2,Interstitial emphysema,13
2022,J98.4,Other disorders of lung,71
2022,J98.9,"Respiratory disorder, unspecified",21
2022,K11.2,Sialoadenitis,11
2022,K20,Oesophagitis,16
2022,K21.9,Gastro-oesophageal reflux disease without oesophagitis,20
2022,K22.0,Achalasia of cardia,11
2022,K22.1,Ulcer of oesophagus,14
2022,K22.2,Oesophageal obstruction,20
2022,K22.3,Perforation of oesophagus,14
2022,K22.8,Other specified diseases of oesophagus,11
2022,K25.4,"Gastric ulcer, chronic or unspecified with haemorrhage",32
2022,K25.5,"Gastric ulcer, chronic or unspecified with perforation",46
2022,K25.9,"Gastric ulcer, unspecified as acute or chronic, without haemorrhage or perforation",12
2022,K26.4,"Duodenal ulcer, chronic or unspecified with haemorrhage",87
2022,K26.5,"Duodenal ulcer, chronic or unspecified with perforation",79
2022,K26.6,"Duodenal ulcer, chronic or unspecified with both haemorrhage and perforation",12
2022,K27.4,"Peptic ulcer, site unspecified, chronic or unspecified with haemorrhage",31
2022,K27.5,"Peptic ulcer, site unspecified, chronic or unspecified with perforation",24
2022,K31.8,Other specified diseases of stomach and duodenum,56
2022,K31.9,"Disease of stomach and duodenum, unspecified",19
2022,K35.8,"Acute appendicitis, other and unspecified",32
2022,K40.3,"Unilateral or unspecified inguinal hernia, with obstruction, without gangrene",34
2022,K43.0,"Ventral hernia with obstruction, without gangrene",41
2022,K43.9,Ventral hernia without obstruction or gangrene,11
2022,K44.9,Diaphragmatic hernia without obstruction or gangrene,26
2022,K46.0,"Unspecified abdominal hernia with obstruction, without gangrene",50
2022,K46.9,Unspecified abdominal hernia without obstruction or gangrene,15
2022,K50.9,"Crohn disease, unspecified",59
2022,K51.9,"Ulcerative colitis, unspecified",25
2022,K52.9,"Noninfective gastroenteritis and colitis, unspecified",39
2022,K55.0,Acute vascular disorders of intestine,139
2022,K55.1,Chronic vascular disorders of intestine,20
2022,K55.9,"Vascular disorder of intestine, unspecified",779
2022,K56.0,Paralytic ileus,13
2022,K56.2,Volvulus,59
2022,K56.4,Other impaction of intestine,18
2022,K56.5,Intestinal adhesions [bands] with obstruction,16
2022,K56.6,Other and unspecified intestinal obstruction,546
2022,K56.7,"Ileus, unspecified",55
2022,K57.2,Diverticular disease of large intestine with perforation and abscess,40
2022,K57.3,Diverticular disease of large intestine without perforation or abscess,18
2022,K57.8,"Diverticular disease of intestine, part unspecified, with perforation and abscess",132
2022,K57.9,"Diverticular disease of intestine, part unspecified, without perforation or abscess",121
2022,K59.0,Constipation,20
2022,K59.3,"Megacolon, not elsewhere classified",12
2022,K61.1,Rectal abscess,14
2022,K62.5,Haemorrhage of anus and rectum,11
2022,K62.9,"Disease of anus and rectum, unspecified",28
2022,K63.1,Perforation of intestine (nontraumatic),268
2022,K63.2,Fistula of intestine,18
2022,K63.8,Other specified diseases of intestine,30
2022,K63.9,"Disease of intestine, unspecified",26
2022,K65.0,Acute peritonitis,132
2022,K65.9,"Peritonitis, unspecified",46
2022,K66.1,Haemoperitoneum,43
2022,K66.8,Other specified disorders of peritoneum,29
2022,K66.9,"Disorder of peritoneum, unspecified",10
2022,K70.0,Alcoholic fatty liver,26
2022,K70.1,Alcoholic hepatitis,357
2022,K70.3,Alcoholic cirrhosis of liver,2484
2022,K70.4,Alcoholic hepatic failure,297
2022,K70.9,"Alcoholic liver disease, unspecified",204
2022,K72.0,Acute and subacute hepatic failure,380
2022,K72.1,Chronic hepatic failure,16
2022,K72.9,"Hepatic failure, unspecified",231
2022,K74.3,Primary biliary cirrhosis,30
2022,K74.5,"Biliary cirrhosis, unspecified",11
2022,K74.6,Other and unspecified cirrhosis of liver,2551
2022,K75.0,Abscess of liver,36
2022,K75.4,Autoimmune hepatitis,48
2022,K75.8,Other specified inflammatory liver diseases,42
2022,K75.9,"Inflammatory liver disease, unspecified",15
2022,K76.0,"Fatty (change of) liver, not elsewhere classified",423
2022,K76.1,Chronic passive congestion of liver,15
2022,K76.6,Portal hypertension,10
2022,K76.7,Hepatorenal syndrome,72
2022,K76.8,Other specified diseases of liver,81
2022,K76.9,"Liver disease, unspecified",248
2022,K80.0,Calculus of gallbladder with acute cholecystitis,44
2022,K80.2,Calculus of gallbladder without cholecystitis,64
