year,age,dead,cause
2008,25,236,UCD malignant neoplasms
2008,26,223,UCD malignant neoplasms
2008,27,304,UCD malignant neoplasms
2008,28,304,UCD malignant neoplasms
2008,29,355,UCD malignant neoplasms
2008,30,340,UCD malignant neoplasms
2008,31,376,UCD malignant neoplasms
2008,32,404,UCD malignant neoplasms
2008,33,456,UCD malignant neoplasms
2008,34,523,UCD malignant neoplasms
2008,35,584,UCD malignant neoplasms
2008,36,709,UCD malignant neoplasms
2008,37,890,UCD malignant neoplasms
2008,38,975,UCD malignant neoplasms
2008,39,1042,UCD malignant neoplasms
2008,40,1167,UCD malignant neoplasms
2008,41,1413,UCD malignant neoplasms
2008,42,1606,UCD malignant neoplasms
2008,43,2013,UCD malignant neoplasms
2008,44,2300,UCD malignant neoplasms
2008,45,2799,UCD malignant neoplasms
2008,46,3152,UCD malignant neoplasms
2008,47,3748,UCD malignant neoplasms
2008,48,4119,UCD malignant neoplasms
2008,49,4767,UCD malignant neoplasms
2008,50,5344,UCD malignant neoplasms
2008,51,5843,UCD malignant neoplasms
2008,52,6348,UCD malignant neoplasms
2008,53,6744,UCD malignant neoplasms
2008,54,7539,UCD malignant neoplasms
2008,55,8008,UCD malignant neoplasms
2008,56,8526,UCD malignant neoplasms
2008,57,8909,UCD malignant neoplasms
2008,58,9618,UCD malignant neoplasms
2008,59,10323,UCD malignant neoplasms
2008,60,11367,UCD malignant neoplasms
2008,61,12660,UCD malignant neoplasms
2008,62,10661,UCD malignant neoplasms
2008,63,11378,UCD malignant neoplasms
2008,64,12641,UCD malignant neoplasms
2008,65,13881,UCD malignant neoplasms
2008,66,13300,UCD malignant neoplasms
2008,67,13307,UCD malignant neoplasms
2008,68,13537,UCD malignant neoplasms
2008,69,14025,UCD malignant neoplasms
2008,70,14156,UCD malignant neoplasms
2008,71,14213,UCD malignant neoplasms
2008,72,14794,UCD malignant neoplasms
2008,73,15138,UCD malignant neoplasms
2008,74,14808,UCD malignant neoplasms
2008,75,15316,UCD malignant neoplasms
2008,76,15711,UCD malignant neoplasms
2008,77,16313,UCD malignant neoplasms
2008,78,16841,UCD malignant neoplasms
2008,79,16774,UCD malignant neoplasms
2008,80,16902,UCD malignant neoplasms
2008,81,16510,UCD malignant neoplasms
2008,82,15933,UCD malignant neoplasms
2008,83,15561,UCD malignant neoplasms
2008,84,15099,UCD malignant neoplasms
2008,85,13733,UCD malignant neoplasms
2008,86,12910,UCD malignant neoplasms
2008,87,11761,UCD malignant neoplasms
2008,88,10227,UCD malignant neoplasms
2008,89,8356,UCD malignant neoplasms
2008,90,7323,UCD malignant neoplasms
2008,91,5957,UCD malignant neoplasms
2008,92,4796,UCD malignant neoplasms
2008,93,3961,UCD malignant neoplasms
2008,94,3209,UCD malignant neoplasms
2008,95,2268,UCD malignant neoplasms
2008,96,1672,UCD malignant neoplasms
2008,97,1225,UCD malignant neoplasms
2008,98,857,UCD malignant neoplasms
2008,99,491,UCD malignant neoplasms
2008,100,864,UCD malignant neoplasms
2009,0,74,UCD malignant neoplasms
2009,1,73,UCD malignant neoplasms
2009,2,88,UCD malignant neoplasms
2009,3,101,UCD malignant neoplasms
2009,4,88,UCD malignant neoplasms
2009,5,102,UCD malignant neoplasms
2009,6,93,UCD malignant neoplasms
2009,7,91,UCD malignant neoplasms
2009,8,90,UCD malignant neoplasms
2009,9,101,UCD malignant neoplasms
2009,10,76,UCD malignant neoplasms
2009,11,88,UCD malignant neoplasms
2009,12,72,UCD malignant neoplasms
2009,13,92,UCD malignant neoplasms
2009,14,91,UCD malignant neoplasms
2009,15,106,UCD malignant neoplasms
2009,16,123,UCD malignant neoplasms
2009,17,131,UCD malignant neoplasms
2009,18,127,UCD malignant neoplasms
2009,19,157,UCD malignant neoplasms
2009,20,176,UCD malignant neoplasms
2009,21,194,UCD malignant neoplasms
2009,22,191,UCD malignant neoplasms
2009,23,226,UCD malignant neoplasms
2009,24,205,UCD malignant neoplasms
2009,25,253,UCD malignant neoplasms
2009,26,246,UCD malignant neoplasms
2009,27,286,UCD malignant neoplasms
2009,28,311,UCD malignant neoplasms
2009,29,323,UCD malignant neoplasms
2009,30,368,UCD malignant neoplasms
2009,31,418,UCD malignant neoplasms
2009,32,422,UCD malignant neoplasms
2009,33,491,UCD malignant neoplasms
2009,34,541,UCD malignant neoplasms
2009,35,599,UCD malignant neoplasms
2009,36,725,UCD malignant neoplasms
2009,37,838,UCD malignant neoplasms
2009,38,980,UCD malignant neoplasms
2009,39,1092,UCD malignant neoplasms
2009,40,1207,UCD malignant neoplasms
2009,41,1427,UCD malignant neoplasms
2009,42,1562,UCD malignant neoplasms
2009,43,1802,UCD malignant neoplasms
2009,44,2287,UCD malignant neoplasms
2009,45,2649,UCD malignant neoplasms
2009,46,3116,UCD malignant neoplasms
2009,47,3646,UCD malignant neoplasms
2009,48,4077,UCD malignant neoplasms
2009,49,4704,UCD malignant neoplasms
2009,50,5267,UCD malignant neoplasms
2009,51,5901,UCD malignant neoplasms
2009,52,6626,UCD malignant neoplasms
2009,53,7024,UCD malignant neoplasms
2009,54,7606,UCD malignant neoplasms
2009,55,8178,UCD malignant neoplasms
2009,56,8679,UCD malignant neoplasms
2009,57,9195,UCD malignant neoplasms
2009,58,9708,UCD malignant neoplasms
2009,59,10401,UCD malignant neoplasms
2009,60,11340,UCD malignant neoplasms
2009,61,12202,UCD malignant neoplasms
2009,62,13417,UCD malignant neoplasms
2009,63,11674,UCD malignant neoplasms
2009,64,12035,UCD malignant neoplasms
2009,65,13182,UCD malignant neoplasms
2009,66,14406,UCD malignant neoplasms
2009,67,13642,UCD malignant neoplasms
2009,68,13675,UCD malignant neoplasms
2009,69,13821,UCD malignant neoplasms
2009,70,14231,UCD malignant neoplasms
2009,71,14475,UCD malignant neoplasms
2009,72,14295,UCD malignant neoplasms
2009,73,14725,UCD malignant neoplasms
2009,74,15419,UCD malignant neoplasms
2009,75,15022,UCD malignant neoplasms
2009,76,15411,UCD malignant neoplasms
2009,77,15839,UCD malignant neoplasms
2009,78,16626,UCD malignant neoplasms
2009,79,16237,UCD malignant neoplasms
2009,80,16246,UCD malignant neoplasms
2009,81,16203,UCD malignant neoplasms
2009,82,16114,UCD malignant neoplasms
2009,83,15234,UCD malignant neoplasms
2009,84,15028,UCD malignant neoplasms
2009,85,13883,UCD malignant neoplasms
2009,86,12958,UCD malignant neoplasms
2009,87,11908,UCD malignant neoplasms
2009,88,10601,UCD malignant neoplasms
2009,89,8980,UCD malignant neoplasms
2009,90,7253,UCD malignant neoplasms
2009,91,6069,UCD malignant neoplasms
2009,92,4936,UCD malignant neoplasms
2009,93,3997,UCD malignant neoplasms
2009,94,3150,UCD malignant neoplasms
2009,95,2460,UCD malignant neoplasms
2009,96,1633,UCD malignant neoplasms
2009,97,1163,UCD malignant neoplasms
2009,98,820,UCD malignant neoplasms
2009,99,576,UCD malignant neoplasms
2009,100,817,UCD malignant neoplasms
2010,0,62,UCD malignant neoplasms
2010,1,77,UCD malignant neoplasms
2010,2,83,UCD malignant neoplasms
2010,3,97,UCD malignant neoplasms
2010,4,89,UCD malignant neoplasms
2010,5,94,UCD malignant neoplasms
2010,6,88,UCD malignant neoplasms
2010,7,85,UCD malignant neoplasms
2010,8,90,UCD malignant neoplasms
2010,9,82,UCD malignant neoplasms
2010,10,78,UCD malignant neoplasms
2010,11,95,UCD malignant neoplasms
2010,12,113,UCD malignant neoplasms
2010,13,94,UCD malignant neoplasms
2010,14,97,UCD malignant neoplasms
2010,15,101,UCD malignant neoplasms
2010,16,106,UCD malignant neoplasms
2010,17,104,UCD malignant neoplasms
2010,18,127,UCD malignant neoplasms
2010,19,163,UCD malignant neoplasms
2010,20,190,UCD malignant neoplasms
2010,21,181,UCD malignant neoplasms
2010,22,210,UCD malignant neoplasms
2010,23,183,UCD malignant neoplasms
2010,24,239,UCD malignant neoplasms
2010,25,239,UCD malignant neoplasms
2010,26,260,UCD malignant neoplasms
2010,27,276,UCD malignant neoplasms
2010,28,321,UCD malignant neoplasms
2010,29,319,UCD malignant neoplasms
2010,30,406,UCD malignant neoplasms
2010,31,394,UCD malignant neoplasms
2010,32,431,UCD malignant neoplasms
2010,33,444,UCD malignant neoplasms
2010,34,529,UCD malignant neoplasms
2010,35,569,UCD malignant neoplasms
2010,36,694,UCD malignant neoplasms
2010,37,743,UCD malignant neoplasms
2010,38,851,UCD malignant neoplasms
2010,39,1113,UCD malignant neoplasms
2010,40,1191,UCD malignant neoplasms
2010,41,1361,UCD malignant neoplasms
2010,42,1511,UCD malignant neoplasms
2010,43,1777,UCD malignant neoplasms
2010,44,1999,UCD malignant neoplasms
2010,45,2473,UCD malignant neoplasms
2010,46,2989,UCD malignant neoplasms
2010,47,3478,UCD malignant neoplasms
2010,48,3932,UCD malignant neoplasms
2010,49,4713,UCD malignant neoplasms
2010,50,5289,UCD malignant neoplasms
2010,51,5805,UCD malignant neoplasms
2010,52,6613,UCD malignant neoplasms
2010,53,7217,UCD malignant neoplasms
2010,54,7702,UCD malignant neoplasms
2010,55,8231,UCD malignant neoplasms
2010,56,8915,UCD malignant neoplasms
2010,57,9376,UCD malignant neoplasms
2010,58,9862,UCD malignant neoplasms
2010,59,10515,UCD malignant neoplasms
2010,60,11077,UCD malignant neoplasms
2010,61,11757,UCD malignant neoplasms
2010,62,13121,UCD malignant neoplasms
2010,63,14250,UCD malignant neoplasms
2010,64,12397,UCD malignant neoplasms
2010,65,12696,UCD malignant neoplasms
2010,66,13903,UCD malignant neoplasms
2010,67,14963,UCD malignant neoplasms
2010,68,14576,UCD malignant neoplasms
2010,69,14351,UCD malignant neoplasms
2010,70,14265,UCD malignant neoplasms
2010,71,14708,UCD malignant neoplasms
2010,72,14995,UCD malignant neoplasms
2010,73,14820,UCD malignant neoplasms
2010,74,15358,UCD malignant neoplasms
2010,75,15431,UCD malignant neoplasms
2010,76,15090,UCD malignant neoplasms
2010,77,15642,UCD malignant neoplasms
2010,78,15921,UCD malignant neoplasms
2010,79,16162,UCD malignant neoplasms
2010,80,16390,UCD malignant neoplasms
2010,81,15957,UCD malignant neoplasms
2010,82,16115,UCD malignant neoplasms
2010,83,15354,UCD malignant neoplasms
2010,84,14963,UCD malignant neoplasms
2010,85,14176,UCD malignant neoplasms
2010,86,13291,UCD malignant neoplasms
2010,87,12071,UCD malignant neoplasms
2010,88,10996,UCD malignant neoplasms
2010,89,9561,UCD malignant neoplasms
2010,90,7908,UCD malignant neoplasms
2010,91,6221,UCD malignant neoplasms
2010,92,5278,UCD malignant neoplasms
2010,93,4149,UCD malignant neoplasms
2010,94,3291,UCD malignant neoplasms
2010,95,2584,UCD malignant neoplasms
2010,96,1824,UCD malignant neoplasms
2010,97,1278,UCD malignant neoplasms
2010,98,888,UCD malignant neoplasms
2010,99,593,UCD malignant neoplasms
2010,100,901,UCD malignant neoplasms
2011,0,70,UCD malignant neoplasms
2011,1,82,UCD malignant neoplasms
2011,2,77,UCD malignant neoplasms
2011,3,100,UCD malignant neoplasms
2011,4,94,UCD malignant neoplasms
2011,5,115,UCD malignant neoplasms
2011,6,94,UCD malignant neoplasms
2011,7,78,UCD malignant neoplasms
2011,8,77,UCD malignant neoplasms
2011,9,77,UCD malignant neoplasms
2011,10,78,UCD malignant neoplasms
2011,11,87,UCD malignant neoplasms
2011,12,77,UCD malignant neoplasms
2011,13,85,UCD malignant neoplasms
2011,14,92,UCD malignant neoplasms
2011,15,120,UCD malignant neoplasms
2011,16,97,UCD malignant neoplasms
2011,17,147,UCD malignant neoplasms
2011,18,129,UCD malignant neoplasms
2011,19,146,UCD malignant neoplasms
2011,20,171,UCD malignant neoplasms
2011,21,211,UCD malignant neoplasms
2011,22,177,UCD malignant neoplasms
2011,23,202,UCD malignant neoplasms
2011,24,211,UCD malignant neoplasms
2011,25,235,UCD malignant neoplasms
2011,26,251,UCD malignant neoplasms
2011,27,248,UCD malignant neoplasms
2011,28,277,UCD malignant neoplasms
2011,29,308,UCD malignant neoplasms
2011,30,323,UCD malignant neoplasms
2011,31,379,UCD malignant neoplasms
2011,32,434,UCD malignant neoplasms
2011,33,519,UCD malignant neoplasms
2011,34,525,UCD malignant neoplasms
2011,35,594,UCD malignant neoplasms
2011,36,697,UCD malignant neoplasms
2011,37,793,UCD malignant neoplasms
2011,38,859,UCD malignant neoplasms
2011,39,977,UCD malignant neoplasms
2011,40,1189,UCD malignant neoplasms
2011,41,1370,UCD malignant neoplasms
2011,42,1501,UCD malignant neoplasms
2011,43,1757,UCD malignant neoplasms
2011,44,1980,UCD malignant neoplasms
2011,45,2314,UCD malignant neoplasms
2011,46,2790,UCD malignant neoplasms
2011,47,3292,UCD malignant neoplasms
2011,48,3796,UCD malignant neoplasms
2011,49,4443,UCD malignant neoplasms
2011,50,5166,UCD malignant neoplasms
2011,51,5793,UCD malignant neoplasms
2011,52,6464,UCD malignant neoplasms
2011,53,7034,UCD malignant neoplasms
2011,54,7805,UCD malignant neoplasms
2011,55,8386,UCD malignant neoplasms
2011,56,9081,UCD malignant neoplasms
2011,57,9618,UCD malignant neoplasms
2011,58,10069,UCD malignant neoplasms
2011,59,10769,UCD malignant neoplasms
2011,60,11254,UCD malignant neoplasms
2011,61,11996,UCD malignant neoplasms
2011,62,12471,UCD malignant neoplasms
2011,63,13565,UCD malignant neoplasms
2011,64,15363,UCD malignant neoplasms
2011,65,12753,UCD malignant neoplasms
2011,66,13080,UCD malignant neoplasms
2011,67,14245,UCD malignant neoplasms
2011,68,15587,UCD malignant neoplasms
2011,69,14914,UCD malignant neoplasms
2011,70,14853,UCD malignant neoplasms
2011,71,14589,UCD malignant neoplasms
2011,72,15062,UCD malignant neoplasms
2011,73,15383,UCD malignant neoplasms
2011,74,15127,UCD malignant neoplasms
2011,75,15375,UCD malignant neoplasms
2011,76,15702,UCD malignant neoplasms
2011,77,15200,UCD malignant neoplasms
2011,78,15300,UCD malignant neoplasms
2011,79,15931,UCD malignant neoplasms
2011,80,15883,UCD malignant neoplasms
2011,81,16049,UCD malignant neoplasms
2011,82,15726,UCD malignant neoplasms
2011,83,15531,UCD malignant neoplasms
2011,84,14651,UCD malignant neoplasms
2011,85,14027,UCD malignant neoplasms
2011,86,13097,UCD malignant neoplasms
2011,87,12261,UCD malignant neoplasms
2011,88,10700,UCD malignant neoplasms
2011,89,9725,UCD malignant neoplasms
2011,90,8291,UCD malignant neoplasms
2011,91,6868,UCD malignant neoplasms
2011,92,5409,UCD malignant neoplasms
2011,93,4290,UCD malignant neoplasms
2011,94,3373,UCD malignant neoplasms
2011,95,2526,UCD malignant neoplasms
2011,96,1899,UCD malignant neoplasms
2011,97,1334,UCD malignant neoplasms
2011,98,855,UCD malignant neoplasms
2011,99,616,UCD malignant neoplasms
2011,100,894,UCD malignant neoplasms
2012,0,63,UCD malignant neoplasms
2012,1,95,UCD malignant neoplasms
2012,2,87,UCD malignant neoplasms
2012,3,103,UCD malignant neoplasms
2012,4,107,UCD malignant neoplasms
2012,5,102,UCD malignant neoplasms
2012,6,67,UCD malignant neoplasms
2012,7,84,UCD malignant neoplasms
2012,8,81,UCD malignant neoplasms
2012,9,106,UCD malignant neoplasms
2012,10,89,UCD malignant neoplasms
2012,11,89,UCD malignant neoplasms
2012,12,85,UCD malignant neoplasms
2012,13,90,UCD malignant neoplasms
2012,14,119,UCD malignant neoplasms
2012,15,105,UCD malignant neoplasms
2012,16,109,UCD malignant neoplasms
2012,17,125,UCD malignant neoplasms
2012,18,152,UCD malignant neoplasms
2012,19,137,UCD malignant neoplasms
2012,20,164,UCD malignant neoplasms
2012,21,167,UCD malignant neoplasms
2012,22,231,UCD malignant neoplasms
2012,23,191,UCD malignant neoplasms
2012,24,193,UCD malignant neoplasms
2012,25,225,UCD malignant neoplasms
2012,26,229,UCD malignant neoplasms
2012,27,261,UCD malignant neoplasms
2012,28,327,UCD malignant neoplasms
2012,29,342,UCD malignant neoplasms
2012,30,371,UCD malignant neoplasms
2012,31,404,UCD malignant neoplasms
2012,32,449,UCD malignant neoplasms
2012,33,509,UCD malignant neoplasms
2012,34,557,UCD malignant neoplasms
2012,35,600,UCD malignant neoplasms
2012,36,633,UCD malignant neoplasms
2012,37,751,UCD malignant neoplasms
2012,38,800,UCD malignant neoplasms
2012,39,933,UCD malignant neoplasms
2012,40,1112,UCD malignant neoplasms
2012,41,1408,UCD malignant neoplasms
2012,42,1535,UCD malignant neoplasms
2012,43,1694,UCD malignant neoplasms
2012,44,1871,UCD malignant neoplasms
2012,45,2250,UCD malignant neoplasms
2012,46,2581,UCD malignant neoplasms
2012,47,3189,UCD malignant neoplasms
2012,48,3729,UCD malignant neoplasms
2012,49,4265,UCD malignant neoplasms
2012,50,5016,UCD malignant neoplasms
2012,51,5826,UCD malignant neoplasms
2012,52,6330,UCD malignant neoplasms
2012,53,7056,UCD malignant neoplasms
2012,54,7786,UCD malignant neoplasms
2012,55,8575,UCD malignant neoplasms
2012,56,9109,UCD malignant neoplasms
2012,57,9733,UCD malignant neoplasms
2012,58,10461,UCD malignant neoplasms
2012,59,11076,UCD malignant neoplasms
2012,60,11577,UCD malignant neoplasms
2012,61,12041,UCD malignant neoplasms
2012,62,12669,UCD malignant neoplasms
2012,63,13429,UCD malignant neoplasms
2012,64,14460,UCD malignant neoplasms
2012,65,15998,UCD malignant neoplasms
2012,66,13427,UCD malignant neoplasms
2012,67,13724,UCD malignant neoplasms
2012,68,15095,UCD malignant neoplasms
2012,69,16375,UCD malignant neoplasms
2012,70,15565,UCD malignant neoplasms
2012,71,15215,UCD malignant neoplasms
2012,72,15204,UCD malignant neoplasms
2012,73,15471,UCD malignant neoplasms
2012,74,15565,UCD malignant neoplasms
2012,75,15393,UCD malignant neoplasms
2012,76,15603,UCD malignant neoplasms
2012,77,15824,UCD malignant neoplasms
2012,78,15208,UCD malignant neoplasms
2012,79,15515,UCD malignant neoplasms
2012,80,15727,UCD malignant neoplasms
2012,81,15673,UCD malignant neoplasms
2012,82,15583,UCD malignant neoplasms
2012,83,15071,UCD malignant neoplasms
2012,84,14595,UCD malignant neoplasms
2012,85,14058,UCD malignant neoplasms
2012,86,13041,UCD malignant neoplasms
2012,87,12210,UCD malignant neoplasms
2012,88,10983,UCD malignant neoplasms
2012,89,9783,UCD malignant neoplasms
2012,90,8605,UCD malignant neoplasms
2012,91,7078,UCD malignant neoplasms
2012,92,5595,UCD malignant neoplasms
2012,93,4317,UCD malignant neoplasms
2012,94,3501,UCD malignant neoplasms
2012,95,2576,UCD malignant neoplasms
2012,96,1925,UCD malignant neoplasms
2012,97,1400,UCD malignant neoplasms
2012,98,976,UCD malignant neoplasms
2012,99,646,UCD malignant neoplasms
2012,100,972,UCD malignant neoplasms
2013,0,64,UCD malignant neoplasms
2013,1,69,UCD malignant neoplasms
2013,2,83,UCD malignant neoplasms
2013,3,97,UCD malignant neoplasms
2013,4,79,UCD malignant neoplasms
2013,5,96,UCD malignant neoplasms
2013,6,91,UCD malignant neoplasms
2013,7,79,UCD malignant neoplasms
2013,8,84,UCD malignant neoplasms
2013,9,97,UCD malignant neoplasms
2013,10,88,UCD malignant neoplasms
2013,11,79,UCD malignant neoplasms
2013,12,89,UCD malignant neoplasms
2013,13,80,UCD malignant neoplasms
2013,14,112,UCD malignant neoplasms
2013,15,121,UCD malignant neoplasms
2013,16,107,UCD malignant neoplasms
2013,17,115,UCD malignant neoplasms
2013,18,128,UCD malignant neoplasms
2013,19,156,UCD malignant neoplasms
2013,20,154,UCD malignant neoplasms
2013,21,138,UCD malignant neoplasms
2013,22,186,UCD malignant neoplasms
2013,23,184,UCD malignant neoplasms
2013,24,207,UCD malignant neoplasms
2013,25,231,UCD malignant neoplasms
2013,26,236,UCD malignant neoplasms
2013,27,286,UCD malignant neoplasms
2013,28,291,UCD malignant neoplasms
2013,29,317,UCD malignant neoplasms
2013,30,341,UCD malignant neoplasms
2013,31,428,UCD malignant neoplasms
2013,32,449,UCD malignant neoplasms
2013,33,494,UCD malignant neoplasms
2013,34,600,UCD malignant neoplasms
2013,35,612,UCD malignant neoplasms
2013,36,615,UCD malignant neoplasms
2013,37,770,UCD malignant neoplasms
2013,38,867,UCD malignant neoplasms
2013,39,909,UCD malignant neoplasms
2013,40,1084,UCD malignant neoplasms
2013,41,1281,UCD malignant neoplasms
2013,42,1533,UCD malignant neoplasms
2013,43,1770,UCD malignant neoplasms
2013,44,1908,UCD malignant neoplasms
2013,45,2187,UCD malignant neoplasms
2013,46,2565,UCD malignant neoplasms
2013,47,2973,UCD malignant neoplasms
2013,48,3363,UCD malignant neoplasms
2013,49,4168,UCD malignant neoplasms
2013,50,4688,UCD malignant neoplasms
2013,51,5510,UCD malignant neoplasms
2013,52,6108,UCD malignant neoplasms
2013,53,6964,UCD malignant neoplasms
2013,54,7659,UCD malignant neoplasms
2013,55,8413,UCD malignant neoplasms
2013,56,9177,UCD malignant neoplasms
2013,57,9892,UCD malignant neoplasms
2013,58,10645,UCD malignant neoplasms
2013,59,10978,UCD malignant neoplasms
2013,60,11684,UCD malignant neoplasms
2013,61,12077,UCD malignant neoplasms
2013,62,12693,UCD malignant neoplasms
2013,63,13473,UCD malignant neoplasms
2013,64,14292,UCD malignant neoplasms
2013,65,15190,UCD malignant neoplasms
2013,66,16752,UCD malignant neoplasms
2013,67,14142,UCD malignant neoplasms
2013,68,14379,UCD malignant neoplasms
2013,69,15579,UCD malignant neoplasms
2013,70,16854,UCD malignant neoplasms
2013,71,15975,UCD malignant neoplasms
2013,72,15588,UCD malignant neoplasms
2013,73,15388,UCD malignant neoplasms
2013,74,15705,UCD malignant neoplasms
2013,75,15856,UCD malignant neoplasms
2013,76,15496,UCD malignant neoplasms
2013,77,15759,UCD malignant neoplasms
2013,78,15608,UCD malignant neoplasms
2013,79,14882,UCD malignant neoplasms
2013,80,15201,UCD malignant neoplasms
2013,81,15376,UCD malignant neoplasms
2013,82,15351,UCD malignant neoplasms
2013,83,15145,UCD malignant neoplasms
2013,84,14540,UCD malignant neoplasms
2013,85,13999,UCD malignant neoplasms
2013,86,13058,UCD malignant neoplasms
2013,87,12156,UCD malignant neoplasms
2013,88,11003,UCD malignant neoplasms
2013,89,9938,UCD malignant neoplasms
2013,90,8376,UCD malignant neoplasms
2013,91,7286,UCD malignant neoplasms
2013,92,6094,UCD malignant neoplasms
2013,93,4770,UCD malignant neoplasms
2013,94,3454,UCD malignant neoplasms
2013,95,2691,UCD malignant neoplasms
2013,96,2003,UCD malignant neoplasms
2013,97,1376,UCD malignant neoplasms
2013,98,1017,UCD malignant neoplasms
2013,99,628,UCD malignant neoplasms
2013,100,943,UCD malignant neoplasms
2014,0,52,UCD malignant neoplasms
2014,1,72,UCD malignant neoplasms
2014,2,74,UCD malignant neoplasms
2014,3,79,UCD malignant neoplasms
2014,4,96,UCD malignant neoplasms
2014,5,100,UCD malignant neoplasms
2014,6,84,UCD malignant neoplasms
2014,7,76,UCD malignant neoplasms
2014,8,89,UCD malignant neoplasms
2014,9,87,UCD malignant neoplasms
2014,10,72,UCD malignant neoplasms
2014,11,64,UCD malignant neoplasms
2014,12,90,UCD malignant neoplasms
2014,13,96,UCD malignant neoplasms
2014,14,94,UCD malignant neoplasms
2014,15,100,UCD malignant neoplasms
2014,16,100,UCD malignant neoplasms
2014,17,124,UCD malignant neoplasms
2014,18,146,UCD malignant neoplasms
2014,19,142,UCD malignant neoplasms
2014,20,170,UCD malignant neoplasms
2014,21,166,UCD malignant neoplasms
2014,22,184,UCD malignant neoplasms
2014,23,199,UCD malignant neoplasms
2014,24,238,UCD malignant neoplasms
2014,25,216,UCD malignant neoplasms
2014,26,252,UCD malignant neoplasms
2014,27,287,UCD malignant neoplasms
2014,28,288,UCD malignant neoplasms
2014,29,328,UCD malignant neoplasms
2014,30,344,UCD malignant neoplasms
2014,31,419,UCD malignant neoplasms
2014,32,427,UCD malignant neoplasms
2014,33,481,UCD malignant neoplasms
2014,34,582,UCD malignant neoplasms
2014,35,659,UCD malignant neoplasms
2014,36,711,UCD malignant neoplasms
2014,37,774,UCD malignant neoplasms
2014,38,837,UCD malignant neoplasms
2014,39,898,UCD malignant neoplasms
2014,40,1017,UCD malignant neoplasms
2014,41,1207,UCD malignant neoplasms
2014,42,1484,UCD malignant neoplasms
2014,43,1717,UCD malignant neoplasms
2014,44,1963,UCD malignant neoplasms
2014,45,2119,UCD malignant neoplasms
2014,46,2395,UCD malignant neoplasms
2014,47,2748,UCD malignant neoplasms
2014,48,3292,UCD malignant neoplasms
2014,49,3965,UCD malignant neoplasms
2014,50,4613,UCD malignant neoplasms
2014,51,5287,UCD malignant neoplasms
2014,52,6017,UCD malignant neoplasms
2014,53,6820,UCD malignant neoplasms
2014,54,7578,UCD malignant neoplasms
2014,55,8550,UCD malignant neoplasms
2014,56,9256,UCD malignant neoplasms
2014,57,10245,UCD malignant neoplasms
2014,58,10652,UCD malignant neoplasms
2014,59,11236,UCD malignant neoplasms
2014,60,11973,UCD malignant neoplasms
2014,61,12788,UCD malignant neoplasms
2014,62,13107,UCD malignant neoplasms
2014,63,13446,UCD malignant neoplasms
2014,64,14029,UCD malignant neoplasms
2014,65,14810,UCD malignant neoplasms
2014,66,15924,UCD malignant neoplasms
2014,67,17471,UCD malignant neoplasms
2014,68,14626,UCD malignant neoplasms
2014,69,15064,UCD malignant neoplasms
2014,70,15865,UCD malignant neoplasms
2014,71,17270,UCD malignant neoplasms
2014,72,16548,UCD malignant neoplasms
2014,73,15852,UCD malignant neoplasms
2014,74,15779,UCD malignant neoplasms
2014,75,15997,UCD malignant neoplasms
2014,76,16219,UCD malignant neoplasms
2014,77,15682,UCD malignant neoplasms
2014,78,15593,UCD malignant neoplasms
2014,79,15682,UCD malignant neoplasms
2014,80,15120,UCD malignant neoplasms
2014,81,15155,UCD malignant neoplasms
2014,82,15004,UCD malignant neoplasms
2014,83,14943,UCD malignant neoplasms
2014,84,14658,UCD malignant neoplasms
2014,85,13615,UCD malignant neoplasms
2014,86,13055,UCD malignant neoplasms
2014,87,12535,UCD malignant neoplasms
2014,88,11017,UCD malignant neoplasms
2014,89,9898,UCD malignant neoplasms
2014,90,8777,UCD malignant neoplasms
2014,91,7448,UCD malignant neoplasms
2014,92,6196,UCD malignant neoplasms
2014,93,5080,UCD malignant neoplasms
2014,94,3922,UCD malignant neoplasms
2014,95,2765,UCD malignant neoplasms
2014,96,2079,UCD malignant neoplasms
2014,97,1473,UCD malignant neoplasms
2014,98,1032,UCD malignant neoplasms
2014,99,673,UCD malignant neoplasms
2014,100,1059,UCD malignant neoplasms
2015,0,53,UCD malignant neoplasms
2015,1,85,UCD malignant neoplasms
2015,2,86,UCD malignant neoplasms
2015,3,102,UCD malignant neoplasms
2015,4,81,UCD malignant neoplasms
2015,5,98,UCD malignant neoplasms
2015,6,101,UCD malignant neoplasms
2015,7,80,UCD malignant neoplasms
2015,8,83,UCD malignant neoplasms
2015,9,75,UCD malignant neoplasms
2015,10,68,UCD malignant neoplasms
2015,11,76,UCD malignant neoplasms
2015,12,81,UCD malignant neoplasms
2015,13,84,UCD malignant neoplasms
2015,14,119,UCD malignant neoplasms
2015,15,108,UCD malignant neoplasms
2015,16,123,UCD malignant neoplasms
2015,17,122,UCD malignant neoplasms
2015,18,118,UCD malignant neoplasms
2015,19,112,UCD malignant neoplasms
2015,20,139,UCD malignant neoplasms
2015,21,165,UCD malignant neoplasms
2015,22,187,UCD malignant neoplasms
2015,23,176,UCD malignant neoplasms
2015,24,219,UCD malignant neoplasms
2015,25,216,UCD malignant neoplasms
2015,26,230,UCD malignant neoplasms
2015,27,271,UCD malignant neoplasms
2015,28,293,UCD malignant neoplasms
2015,29,324,UCD malignant neoplasms
2015,30,378,UCD malignant neoplasms
2015,31,393,UCD malignant neoplasms
