ed,cause,month,age,status,dead,pop,asmr,unreliable,asmrlow,asmrhigh
8,All causes,2021-07,70-79,Unvaccinated,456,10598,4406.4,,3999.4,4813.5
8,All causes,2021-07,70-79,"First dose, less than 21 days ago",4,220,1895.2,u,499.4,4889
8,All causes,2021-07,70-79,"First dose, at least 21 days ago",522,2490,21296,,19460.2,23131.8
8,All causes,2021-07,70-79,"Second dose, less than 21 days ago",56,941,6133.5,,4618.7,7982.5
8,All causes,2021-07,70-79,"Second dose, at least 21 days ago",7872,383265,2073,,2027.2,2118.8
8,All causes,2021-07,70-79,"Third dose or booster, less than 21 days ago",0,16,,,,
8,All causes,2021-07,70-79,"Third dose or booster, at least 21 days ago",0,26,,,,
8,All causes,2021-07,80-89,Unvaccinated,528,4729,11087.2,,10141.1,12033.3
8,All causes,2021-07,80-89,"First dose, less than 21 days ago",12,81,14903.1,u,7699.8,26033.9
8,All causes,2021-07,80-89,"First dose, at least 21 days ago",517,1232,41085.7,,37513.9,44657.5
8,All causes,2021-07,80-89,"Second dose, less than 21 days ago",59,395,14694.3,,11169.5,18974.7
8,All causes,2021-07,80-89,"Second dose, at least 21 days ago",11432,178778,6373.2,,6256.3,6490
8,All causes,2021-07,80-89,"Third dose or booster, less than 21 days ago",0,4,,,,
8,All causes,2021-07,80-89,"Third dose or booster, at least 21 days ago",0,12,,,,
8,All causes,2021-07,90+,Unvaccinated,317,1253,25295.7,,22587.3,28239.4
8,All causes,2021-07,90+,"First dose, less than 21 days ago",0,18,,,,
8,All causes,2021-07,90+,"First dose, at least 21 days ago",281,406,69227,,61368.3,77813
8,All causes,2021-07,90+,"Second dose, less than 21 days ago",35,114,30643.2,,21340.9,42618.8
8,All causes,2021-07,90+,"Second dose, at least 21 days ago",7059,37952,18599.6,,18168.2,19038.7
8,All causes,2021-07,90+,"Third dose or booster, less than 21 days ago",0,0,,,,
8,All causes,2021-07,90+,"Third dose or booster, at least 21 days ago",0,1,,,,
8,All causes,2021-08,18-39,Unvaccinated,171,282744,65.9,,55.8,76
8,All causes,2021-08,18-39,"First dose, less than 21 days ago",3,24840,10.1,u,1.4,31.3
8,All causes,2021-08,18-39,"First dose, at least 21 days ago",96,264915,50.2,,40,62.1
8,All causes,2021-08,18-39,"Second dose, less than 21 days ago",30,164324,19.1,,12.8,27.4
8,All causes,2021-08,18-39,"Second dose, at least 21 days ago",253,428811,57.5,,49.7,65.3
8,All causes,2021-08,18-39,"Third dose or booster, less than 21 days ago",0,5,,,,
8,All causes,2021-08,18-39,"Third dose or booster, at least 21 days ago",0,16,,,,
8,All causes,2021-08,40-49,Unvaccinated,221,67302,342.4,,296.8,387.9
8,All causes,2021-08,40-49,"First dose, less than 21 days ago",6,2732,244.4,u,87.2,536.4
8,All causes,2021-08,40-49,"First dose, at least 21 days ago",112,27708,437.5,,355,520.1
8,All causes,2021-08,40-49,"Second dose, less than 21 days ago",18,30972,60.4,u,34.4,97.5
8,All causes,2021-08,40-49,"Second dose, at least 21 days ago",493,428382,113.3,,103.2,123.3
8,All causes,2021-08,40-49,"Third dose or booster, less than 21 days ago",0,4,,,,
8,All causes,2021-08,40-49,"Third dose or booster, at least 21 days ago",0,21,,,,
8,All causes,2021-08,50-59,Unvaccinated,368,42252,885.6,,794.9,976.3
8,All causes,2021-08,50-59,"First dose, less than 21 days ago",4,1137,362.1,u,95.7,933.5
8,All causes,2021-08,50-59,"First dose, at least 21 days ago",188,11612,1686.8,,1443.7,1929.8
8,All causes,2021-08,50-59,"Second dose, less than 21 days ago",17,4496,333.3,u,192.2,536.6
8,All causes,2021-08,50-59,"Second dose, at least 21 days ago",1650,555259,293.2,,279.1,307.4
8,All causes,2021-08,50-59,"Third dose or booster, less than 21 days ago",0,7,,,,
8,All causes,2021-08,50-59,"Third dose or booster, at least 21 days ago",0,28,,,,
8,All causes,2021-08,60-69,Unvaccinated,422,21458,2057.3,,1858.6,2256.1
8,All causes,2021-08,60-69,"First dose, less than 21 days ago",8,414,1824.5,u,756.3,3648.4
8,All causes,2021-08,60-69,"First dose, at least 21 days ago",267,4838,5773.8,,5066,6481.5
8,All causes,2021-08,60-69,"Second dose, less than 21 days ago",13,1447,956,u,493.5,1658.5
8,All causes,2021-08,60-69,"Second dose, at least 21 days ago",3614,463799,784.8,,759.2,810.4
8,All causes,2021-08,60-69,"Third dose or booster, less than 21 days ago",0,7,,,,
8,All causes,2021-08,60-69,"Third dose or booster, at least 21 days ago",0,21,,,,
8,All causes,2021-08,70-79,Unvaccinated,523,10413,5151.9,,4707.7,5596.2
8,All causes,2021-08,70-79,"First dose, less than 21 days ago",6,129,4910.5,u,1750.9,10783.4
8,All causes,2021-08,70-79,"First dose, at least 21 days ago",308,2057,15328.6,,13608.9,17048.4
8,All causes,2021-08,70-79,"Second dose, less than 21 days ago",26,444,6168.7,,4012.3,9061.8
8,All causes,2021-08,70-79,"Second dose, at least 21 days ago",8166,385258,2135.5,,2089.1,2181.8
8,All causes,2021-08,70-79,"Third dose or booster, less than 21 days ago",0,6,,,,
8,All causes,2021-08,70-79,"Third dose or booster, at least 21 days ago",0,43,,,,
8,All causes,2021-08,80-89,Unvaccinated,510,4627,10958.3,,10006.9,11909.8
8,All causes,2021-08,80-89,"First dose, less than 21 days ago",7,51,13920.3,u,5595.2,28683.7
8,All causes,2021-08,80-89,"First dose, at least 21 days ago",349,1019,33533.5,,29985.9,37081.1
8,All causes,2021-08,80-89,"Second dose, less than 21 days ago",18,180,9977.9,u,5906.3,15779.5
8,All causes,2021-08,80-89,"Second dose, at least 21 days ago",11579,179546,6424.1,,6307.1,6541.1
8,All causes,2021-08,80-89,"Third dose or booster, less than 21 days ago",0,1,,,,
8,All causes,2021-08,80-89,"Third dose or booster, at least 21 days ago",0,16,,,,
8,All causes,2021-08,90+,Unvaccinated,306,1229,24900,,22187.8,27852.1
8,All causes,2021-08,90+,"First dose, less than 21 days ago",4,10,38386.7,u,10327.2,98278.5
8,All causes,2021-08,90+,"First dose, at least 21 days ago",199,337,58985.9,,51074.2,67775.7
8,All causes,2021-08,90+,"Second dose, less than 21 days ago",9,47,18963.1,u,8653.1,36000.2
8,All causes,2021-08,90+,"Second dose, at least 21 days ago",7289,38291,19035.8,,18601.3,19477.9
8,All causes,2021-08,90+,"Third dose or booster, less than 21 days ago",0,0,,,,
8,All causes,2021-08,90+,"Third dose or booster, at least 21 days ago",0,1,,,,
8,All causes,2021-09,18-39,Unvaccinated,179,254518,77.3,,65.8,88.8
8,All causes,2021-09,18-39,"First dose, less than 21 days ago",3,13052,27.1,u,4,83.2
8,All causes,2021-09,18-39,"First dose, at least 21 days ago",73,113402,82.5,,63.7,105
8,All causes,2021-09,18-39,"Second dose, less than 21 days ago",16,105813,15.2,u,7.8,25.8
8,All causes,2021-09,18-39,"Second dose, at least 21 days ago",301,640278,44.9,,39.7,50.2
8,All causes,2021-09,18-39,"Third dose or booster, less than 21 days ago",0,920,,,,
8,All causes,2021-09,18-39,"Third dose or booster, at least 21 days ago",0,24,,,,
8,All causes,2021-09,40-49,Unvaccinated,167,62782,277.5,,235,319.9
8,All causes,2021-09,40-49,"First dose, less than 21 days ago",5,1727,314.1,u,98.2,740.5
8,All causes,2021-09,40-49,"First dose, at least 21 days ago",85,18130,504.9,,402,625.7
8,All causes,2021-09,40-49,"Second dose, less than 21 days ago",4,7042,68.1,u,17.6,176.3
8,All causes,2021-09,40-49,"Second dose, at least 21 days ago",621,448505,137.4,,126.5,148.2
8,All causes,2021-09,40-49,"Third dose or booster, less than 21 days ago",0,965,,,,
8,All causes,2021-09,40-49,"Third dose or booster, at least 21 days ago",0,27,,,,
8,All causes,2021-09,50-59,Unvaccinated,353,39886,897.5,,803.7,991.4
8,All causes,2021-09,50-59,"First dose, less than 21 days ago",3,741,357.2,u,73.7,1044
8,All causes,2021-09,50-59,"First dose, at least 21 days ago",142,9348,1590.7,,1327.5,1854
8,All causes,2021-09,50-59,"Second dose, less than 21 days ago",8,2184,363.6,u,153.8,721.9
8,All causes,2021-09,50-59,"Second dose, at least 21 days ago",1810,540800,331.4,,316.2,346.7
8,All causes,2021-09,50-59,"Third dose or booster, less than 21 days ago",0,1905,,,,
8,All causes,2021-09,50-59,"Third dose or booster, at least 21 days ago",0,37,,,,
8,All causes,2021-09,60-69,Unvaccinated,426,20453,2160.9,,1953.2,2368.7
8,All causes,2021-09,60-69,"First dose, less than 21 days ago",0,265,,,,
8,All causes,2021-09,60-69,"First dose, at least 21 days ago",213,4052,5718.5,,4935.6,6501.3
8,All causes,2021-09,60-69,"Second dose, less than 21 days ago",11,761,1721.2,u,843.1,3105.1
8,All causes,2021-09,60-69,"Second dose, at least 21 days ago",3799,450054,850.8,,823.7,877.9
8,All causes,2021-09,60-69,"Third dose or booster, less than 21 days ago",5,1408,354.6,u,112.4,832.9
8,All causes,2021-09,60-69,"Third dose or booster, at least 21 days ago",0,31,,,,
8,All causes,2021-09,70-79,Unvaccinated,490,9972,5013.7,,4567.1,5460.2
8,All causes,2021-09,70-79,"First dose, less than 21 days ago",0,79,,,,
8,All causes,2021-09,70-79,"First dose, at least 21 days ago",257,1768,14899.6,,13069.9,16729.2
8,All causes,2021-09,70-79,"Second dose, less than 21 days ago",3,246,1204.7,u,238.5,3544.9
8,All causes,2021-09,70-79,"Second dose, at least 21 days ago",8499,372236,2297.5,,2248.7,2346.4
8,All causes,2021-09,70-79,"Third dose or booster, less than 21 days ago",12,1682,607.4,u,303.2,1077.5
8,All causes,2021-09,70-79,"Third dose or booster, at least 21 days ago",0,50,,,,
8,All causes,2021-09,80-89,Unvaccinated,492,4414,11065.7,,10087.5,12043.8
8,All causes,2021-09,80-89,"First dose, less than 21 days ago",0,28,,,,
8,All causes,2021-09,80-89,"First dose, at least 21 days ago",276,883,30553.5,,26914.6,34192.4
8,All causes,2021-09,80-89,"Second dose, less than 21 days ago",6,92,6485.1,u,2378.6,14117.7
8,All causes,2021-09,80-89,"Second dose, at least 21 days ago",11970,170333,6997.1,,6871.7,7122.5
8,All causes,2021-09,80-89,"Third dose or booster, less than 21 days ago",38,3927,971.4,,687.4,1333.4
8,All causes,2021-09,80-89,"Third dose or booster, at least 21 days ago",0,17,,,,
8,All causes,2021-09,90+,Unvaccinated,255,1174,21719.6,,19135.2,24555.6
8,All causes,2021-09,90+,"First dose, less than 21 days ago",0,7,,,,
8,All causes,2021-09,90+,"First dose, at least 21 days ago",184,297,61955.3,,53325.8,71583.3
8,All causes,2021-09,90+,"Second dose, less than 21 days ago",5,20,24635.8,u,7939.2,57491.5
8,All causes,2021-09,90+,"Second dose, at least 21 days ago",7431,36676,20261,,19803,20727
8,All causes,2021-09,90+,"Third dose or booster, less than 21 days ago",30,604,4967.8,,3351.1,7092.1
8,All causes,2021-09,90+,"Third dose or booster, at least 21 days ago",0,1,,,,
8,All causes,2021-10,18-39,Unvaccinated,154,250743,65.5,,55,76.1
8,All causes,2021-10,18-39,"First dose, less than 21 days ago",0,8502,,,,
8,All causes,2021-10,18-39,"First dose, at least 21 days ago",60,81130,87.6,,65.9,113.8
8,All causes,2021-10,18-39,"Second dose, less than 21 days ago",7,30792,27.6,u,10.3,58.3
8,All causes,2021-10,18-39,"Second dose, at least 21 days ago",305,771386,38.2,,33.9,42.5
8,All causes,2021-10,18-39,"Third dose or booster, less than 21 days ago",10,18380,49.9,u,22.6,93.8
8,All causes,2021-10,18-39,"Third dose or booster, at least 21 days ago",0,4512,,,,
8,All causes,2021-10,40-49,Unvaccinated,162,63099,264.6,,223.5,305.7
8,All causes,2021-10,40-49,"First dose, less than 21 days ago",0,1346,,,,
8,All causes,2021-10,40-49,"First dose, at least 21 days ago",82,15746,567,,449.8,705
8,All causes,2021-10,40-49,"Second dose, less than 21 days ago",3,3461,84.4,u,15.8,250.5
8,All causes,2021-10,40-49,"Second dose, at least 21 days ago",583,452067,128.3,,117.8,138.7
8,All causes,2021-10,40-49,"Third dose or booster, less than 21 days ago",10,16798,58.9,u,28.1,108.7
8,All causes,2021-10,40-49,"Third dose or booster, at least 21 days ago",5,4492,110.2,u,35.3,258.2
8,All causes,2021-10,50-59,Unvaccinated,320,40480,802.6,,714.5,890.7
8,All causes,2021-10,50-59,"First dose, less than 21 days ago",0,579,,,,
8,All causes,2021-10,50-59,"First dose, at least 21 days ago",127,8660,1484.2,,1224.5,1743.9
8,All causes,2021-10,50-59,"Second dose, less than 21 days ago",4,1369,301,u,79.4,776.2
8,All causes,2021-10,50-59,"Second dose, at least 21 days ago",1870,523471,352.9,,336.9,369
8,All causes,2021-10,50-59,"Third dose or booster, less than 21 days ago",40,31428,124.3,,88.6,169.4
8,All causes,2021-10,50-59,"Third dose or booster, at least 21 days ago",16,8813,185.9,u,106,302.2
8,All causes,2021-10,60-69,Unvaccinated,428,20918,2119.1,,1915.8,2322.3
8,All causes,2021-10,60-69,"First dose, less than 21 days ago",0,212,,,,
8,All causes,2021-10,60-69,"First dose, at least 21 days ago",173,3807,4806.9,,4075.6,5538.3
8,All causes,2021-10,60-69,"Second dose, less than 21 days ago",4,514,1030.3,u,280.7,2638.1
8,All causes,2021-10,60-69,"Second dose, at least 21 days ago",4062,430200,953,,923.6,982.3
8,All causes,2021-10,60-69,"Third dose or booster, less than 21 days ago",128,31486,401.8,,332,471.5
8,All causes,2021-10,60-69,"Third dose or booster, at least 21 days ago",29,6716,439.1,,293,630.2
8,All causes,2021-10,70-79,Unvaccinated,484,10216,4840,,4406.3,5273.6
8,All causes,2021-10,70-79,"First dose, less than 21 days ago",0,74,,,,
8,All causes,2021-10,70-79,"First dose, at least 21 days ago",247,1660,15246.8,,13337.4,17156.2
8,All causes,2021-10,70-79,"Second dose, less than 21 days ago",11,179,6566.7,u,3254.7,11786.5
8,All causes,2021-10,70-79,"Second dose, at least 21 days ago",8481,297091,2954.8,,2891.5,3018
8,All causes,2021-10,70-79,"Third dose or booster, less than 21 days ago",654,78983,786.5,,724.2,848.7
8,All causes,2021-10,70-79,"Third dose or booster, at least 21 days ago",138,11108,1146.9,,942.7,1351.2
8,All causes,2021-10,80-89,Unvaccinated,478,4501,10547.4,,9601.5,11493.3
8,All causes,2021-10,80-89,"First dose, less than 21 days ago",4,33,12049.3,u,3266.5,30886.7
8,All causes,2021-10,80-89,"First dose, at least 21 days ago",277,816,33379.4,,29415.9,37342.8
8,All causes,2021-10,80-89,"Second dose, less than 21 days ago",13,83,13369.3,u,7090,22905.3
8,All causes,2021-10,80-89,"Second dose, at least 21 days ago",11136,93083,11869.4,,11648.8,12089.9
8,All causes,2021-10,80-89,"Third dose or booster, less than 21 days ago",1755,67383,2605,,2483.1,2726.9
8,All causes,2021-10,80-89,"Third dose or booster, at least 21 days ago",587,20068,2923.4,,2686.9,3159.9
8,All causes,2021-10,90+,Unvaccinated,311,1192,26080,,23261.6,29145.7
8,All causes,2021-10,90+,"First dose, less than 21 days ago",9,10,86872.3,u,39641,164921.7
8,All causes,2021-10,90+,"First dose, at least 21 days ago",180,271,66434.6,,57082.8,76881.1
8,All causes,2021-10,90+,"Second dose, less than 21 days ago",12,28,43603.2,u,22504.5,76171.4
8,All causes,2021-10,90+,"Second dose, at least 21 days ago",6853,23019,29771.3,,29070.6,30484.7
8,All causes,2021-10,90+,"Third dose or booster, less than 21 days ago",1169,12335,9477.2,,8941.6,10036.4
8,All causes,2021-10,90+,"Third dose or booster, at least 21 days ago",368,3321,11079.7,,9976.5,12271.7
8,All causes,2021-11,18-39,Unvaccinated,149,233492,68.7,,57.5,79.9
8,All causes,2021-11,18-39,"First dose, less than 21 days ago",0,6595,,,,
8,All causes,2021-11,18-39,"First dose, at least 21 days ago",47,66368,79.7,,57.8,106.9
8,All causes,2021-11,18-39,"Second dose, less than 21 days ago",8,16195,54.8,u,21.4,111.8
8,All causes,2021-11,18-39,"Second dose, at least 21 days ago",275,746017,36.3,,32,40.6
8,All causes,2021-11,18-39,"Third dose or booster, less than 21 days ago",19,26745,66.3,u,39,104.9
8,All causes,2021-11,18-39,"Third dose or booster, at least 21 days ago",12,32218,41,u,19.5,74.3
8,All causes,2021-11,40-49,Unvaccinated,187,59732,328.9,,281.3,376.4
8,All causes,2021-11,40-49,"First dose, less than 21 days ago",0,1068,,,,
8,All causes,2021-11,40-49,"First dose, at least 21 days ago",56,13554,433,,325.9,563.7
8,All causes,2021-11,40-49,"Second dose, less than 21 days ago",3,2427,137,u,26.6,404.2
8,All causes,2021-11,40-49,"Second dose, at least 21 days ago",549,403842,135.8,,124.5,147.2
8,All causes,2021-11,40-49,"Third dose or booster, less than 21 days ago",41,28579,141.8,,101.4,192.8
8,All causes,2021-11,40-49,"Third dose or booster, at least 21 days ago",58,29637,191.3,,145,247.7
8,All causes,2021-11,50-59,Unvaccinated,359,38581,945.1,,847.1,1043.1
8,All causes,2021-11,50-59,"First dose, less than 21 days ago",0,493,,,,
8,All causes,2021-11,50-59,"First dose, at least 21 days ago",110,7628,1503.7,,1221.2,1786.2
8,All causes,2021-11,50-59,"Second dose, less than 21 days ago",0,1099,,,,
8,All causes,2021-11,50-59,"Second dose, at least 21 days ago",1650,416760,394,,375,413.1
8,All causes,2021-11,50-59,"Third dose or booster, less than 21 days ago",146,73582,192.7,,161.1,224.3
8,All causes,2021-11,50-59,"Third dose or booster, at least 21 days ago",193,56897,331,,284,377.9
8,All causes,2021-11,60-69,Unvaccinated,442,20065,2297.4,,2080.6,2514.2
8,All causes,2021-11,60-69,"First dose, less than 21 days ago",6,192,3080.4,u,1077,6804
8,All causes,2021-11,60-69,"First dose, at least 21 days ago",163,3404,5077.8,,4282.9,5872.6
8,All causes,2021-11,60-69,"Second dose, less than 21 days ago",7,406,2069.3,u,805.7,4310.3
8,All causes,2021-11,60-69,"Second dose, at least 21 days ago",3213,263581,1304.9,,1258.9,1350.9
8,All causes,2021-11,60-69,"Third dose or booster, less than 21 days ago",477,126451,358.7,,325.8,391.7
8,All causes,2021-11,60-69,"Third dose or booster, at least 21 days ago",496,64836,745.5,,679.3,811.7
8,All causes,2021-11,70-79,Unvaccinated,471,9802,4925.7,,4478.5,5373
8,All causes,2021-11,70-79,"First dose, less than 21 days ago",7,66,11570.8,u,4606.5,23921.1
8,All causes,2021-11,70-79,"First dose, at least 21 days ago",161,1481,11155.9,,9425.7,12886.1
8,All causes,2021-11,70-79,"Second dose, less than 21 days ago",12,149,8069.9,u,4149.6,14127.6
8,All causes,2021-11,70-79,"Second dose, at least 21 days ago",5857,89815,7051.8,,6867.8,7235.9
8,All causes,2021-11,70-79,"Third dose or booster, less than 21 days ago",1276,135703,973.6,,919.8,1027.4
8,All causes,2021-11,70-79,"Third dose or booster, at least 21 days ago",2217,149637,1433.1,,1372.3,1493.8
8,All causes,2021-11,80-89,Unvaccinated,529,4292,12261.3,,11216.1,13306.5
8,All causes,2021-11,80-89,"First dose, less than 21 days ago",8,31,25340.4,u,10818.8,50138.2
8,All causes,2021-11,80-89,"First dose, at least 21 days ago",196,712,27033,,23223.1,30842.9
8,All causes,2021-11,80-89,"Second dose, less than 21 days ago",10,74,13366.1,u,6351.1,24674.9
8,All causes,2021-11,80-89,"Second dose, at least 21 days ago",6941,28695,23750.7,,23189.1,24312.2
8,All causes,2021-11,80-89,"Third dose or booster, less than 21 days ago",1544,34305,4511.4,,4286.4,4736.5
8,All causes,2021-11,80-89,"Third dose or booster, at least 21 days ago",4922,112012,4392.3,,4269.6,4515
8,All causes,2021-11,90+,Unvaccinated,311,1128,27560.8,,24582.4,30800.6
8,All causes,2021-11,90+,"First dose, less than 21 days ago",8,9,86118.4,u,37080.8,169698
8,All causes,2021-11,90+,"First dose, at least 21 days ago",114,229,49727.1,,41017.8,59738.1
8,All causes,2021-11,90+,"Second dose, less than 21 days ago",10,25,39735.6,u,19022.9,73080.3
8,All causes,2021-11,90+,"Second dose, at least 21 days ago",4133,8993,45959.9,,44569.3,47382.9
8,All causes,2021-11,90+,"Third dose or booster, less than 21 days ago",1173,7726,15182.6,,14326,16077
8,All causes,2021-11,90+,"Third dose or booster, at least 21 days ago",3288,20801,15807.1,,15271.4,16356.9
8,All causes,2021-12,18-39,Unvaccinated,195,230909,90.2,,77.4,103
8,All causes,2021-12,18-39,"First dose, less than 21 days ago",0,7947,,,,
8,All causes,2021-12,18-39,"First dose, at least 21 days ago",47,57331,93.4,,68,124.9
8,All causes,2021-12,18-39,"Second dose, less than 21 days ago",0,15737,,,,
8,All causes,2021-12,18-39,"Second dose, at least 21 days ago",217,619955,35,,30.4,39.7
8,All causes,2021-12,18-39,"Third dose or booster, less than 21 days ago",35,155327,23.5,,16,33.1
8,All causes,2021-12,18-39,"Third dose or booster, at least 21 days ago",56,77745,71.8,,51.3,96.7
8,All causes,2021-12,40-49,Unvaccinated,196,60222,339.8,,291.8,387.8
8,All causes,2021-12,40-49,"First dose, less than 21 days ago",0,1236,,,,
8,All causes,2021-12,40-49,"First dose, at least 21 days ago",58,12164,507.1,,383.8,657.1
8,All causes,2021-12,40-49,"Second dose, less than 21 days ago",5,2486,231.1,u,73.7,542.1
8,All causes,2021-12,40-49,"Second dose, at least 21 days ago",430,255197,170.6,,154.5,186.7
8,All causes,2021-12,40-49,"Third dose or booster, less than 21 days ago",80,140158,55.8,,44.3,69.5
8,All causes,2021-12,40-49,"Third dose or booster, at least 21 days ago",158,85188,179.7,,151.5,208
8,All causes,2021-12,50-59,Unvaccinated,350,39165,908.3,,812.9,1003.6
8,All causes,2021-12,50-59,"First dose, less than 21 days ago",4,586,796.6,u,217.1,2039.6
8,All causes,2021-12,50-59,"First dose, at least 21 days ago",103,7113,1487.6,,1198.7,1776.5
8,All causes,2021-12,50-59,"Second dose, less than 21 days ago",5,1095,482.5,u,153.5,1132
8,All causes,2021-12,50-59,"Second dose, at least 21 days ago",1225,175255,711.1,,671.2,751
8,All causes,2021-12,50-59,"Third dose or booster, less than 21 days ago",289,190675,149.2,,132,166.4
8,All causes,2021-12,50-59,"Third dose or booster, at least 21 days ago",602,201037,292.4,,268.8,315.9
8,All causes,2021-12,60-69,Unvaccinated,486,20514,2471.3,,2248.9,2693.6
8,All causes,2021-12,60-69,"First dose, less than 21 days ago",0,221,,,,
8,All causes,2021-12,60-69,"First dose, at least 21 days ago",155,3232,5152,,4325.5,5978.4
8,All causes,2021-12,60-69,"Second dose, less than 21 days ago",6,422,1507,u,530.2,3322.4
8,All causes,2021-12,60-69,"Second dose, at least 21 days ago",2084,73656,3266.2,,3120,3412.3
8,All causes,2021-12,60-69,"Third dose or booster, less than 21 days ago",527,124630,462.5,,421.9,503.1
8,All causes,2021-12,60-69,"Third dose or booster, at least 21 days ago",1872,273054,667.4,,636.9,698
8,All causes,2021-12,70-79,Unvaccinated,557,10025,5666,,5193,6139.1
8,All causes,2021-12,70-79,"First dose, less than 21 days ago",5,78,6116.2,u,1966.8,14310.9
8,All causes,2021-12,70-79,"First dose, at least 21 days ago",153,1401,11196.6,,9415.1,12978
8,All causes,2021-12,70-79,"Second dose, less than 21 days ago",6,160,3707.3,u,1349.7,8089.2
8,All causes,2021-12,70-79,"Second dose, at least 21 days ago",3470,23235,15439.7,,14923.1,15956.3
8,All causes,2021-12,70-79,"Third dose or booster, less than 21 days ago",817,34351,2610.2,,2427.4,2793
8,All causes,2021-12,70-79,"Third dose or booster, at least 21 days ago",5765,330509,1732.2,,1687.5,1776.9
8,All causes,2021-12,80-89,Unvaccinated,620,4362,14133.1,,13020.3,15245.9
8,All causes,2021-12,80-89,"First dose, less than 21 days ago",3,36,8395.2,u,1711.1,24583.1
8,All causes,2021-12,80-89,"First dose, at least 21 days ago",217,655,32406,,28065.1,36746.9
8,All causes,2021-12,80-89,"Second dose, less than 21 days ago",10,81,12208.8,u,5817.2,22512.8
8,All causes,2021-12,80-89,"Second dose, at least 21 days ago",4056,11047,35880.3,,34767.5,36993
8,All causes,2021-12,80-89,"Third dose or booster, less than 21 days ago",999,10335,9464.2,,8874.2,10054.1
8,All causes,2021-12,80-89,"Third dose or booster, at least 21 days ago",9689,159672,6060.9,,5940.2,6181.6
8,All causes,2021-12,90+,Unvaccinated,356,1138,31280.3,,28114.8,34704.6
8,All causes,2021-12,90+,"First dose, less than 21 days ago",0,10,,,,
8,All causes,2021-12,90+,"First dose, at least 21 days ago",116,206,56266.9,,46493.4,67487.5
8,All causes,2021-12,90+,"Second dose, less than 21 days ago",10,28,35457.7,u,16975,65212.5
8,All causes,2021-12,90+,"Second dose, at least 21 days ago",2472,3577,69108.5,,66410.7,71887.7
8,All causes,2021-12,90+,"Third dose or booster, less than 21 days ago",765,3376,22663.3,,21085.5,24327.8
8,All causes,2021-12,90+,"Third dose or booster, at least 21 days ago",6425,31788,20212.3,,19721,20712.7
8,All causes,2022-01,18-39,Unvaccinated,137,219656,65.9,,54.7,77
8,All causes,2022-01,18-39,"First dose, less than 21 days ago",4,7812,61.5,u,15.2,160.6
8,All causes,2022-01,18-39,"First dose, at least 21 days ago",37,52001,82,,56.8,114.3
8,All causes,2022-01,18-39,"Second dose, less than 21 days ago",4,11226,37.1,u,10,95.1
8,All causes,2022-01,18-39,"Second dose, at least 21 days ago",168,367453,48.6,,41.2,56
8,All causes,2022-01,18-39,"Third dose or booster, less than 21 days ago",25,156311,15.5,,10,22.9
8,All causes,2022-01,18-39,"Third dose or booster, at least 21 days ago",145,350161,39.2,,32.6,45.7
8,All causes,2022-01,40-49,Unvaccinated,154,58684,273.9,,230.3,317.5
8,All causes,2022-01,40-49,"First dose, less than 21 days ago",0,1177,,,,
8,All causes,2022-01,40-49,"First dose, at least 21 days ago",45,11069,427.6,,310.6,573.9
8,All causes,2022-01,40-49,"Second dose, less than 21 days ago",3,1903,172,u,33.8,506.4
8,All causes,2022-01,40-49,"Second dose, at least 21 days ago",255,113726,233.2,,204.5,262
8,All causes,2022-01,40-49,"Third dose or booster, less than 21 days ago",36,70104,52,,36.4,72
8,All causes,2022-01,40-49,"Third dose or booster, at least 21 days ago",325,299811,106.6,,95,118.2
8,All causes,2022-01,50-59,Unvaccinated,279,38427,737.3,,650.7,824
8,All causes,2022-01,50-59,"First dose, less than 21 days ago",6,566,1035.9,u,373.6,2267
8,All causes,2022-01,50-59,"First dose, at least 21 days ago",84,6633,1298.9,,1034.8,1609.6
8,All causes,2022-01,50-59,"Second dose, less than 21 days ago",6,891,729.8,u,263.3,1596.7
8,All causes,2022-01,50-59,"Second dose, at least 21 days ago",693,71171,1004.5,,929.4,1079.6
8,All causes,2022-01,50-59,"Third dose or booster, less than 21 days ago",102,42923,242.5,,195.3,289.7
8,All causes,2022-01,50-59,"Third dose or booster, at least 21 days ago",1205,454114,261,,246.3,275.8
8,All causes,2022-01,60-69,Unvaccinated,425,20301,2157.9,,1950.3,2365.6
8,All causes,2022-01,60-69,"First dose, less than 21 days ago",0,204,,,,
8,All causes,2022-01,60-69,"First dose, at least 21 days ago",119,3036,4054.4,,3311.3,4797.5
8,All causes,2022-01,60-69,"Second dose, less than 21 days ago",6,346,2011.9,u,710.2,4431.3
8,All causes,2022-01,60-69,"Second dose, at least 21 days ago",1143,31056,4005.1,,3767.2,4242.9
8,All causes,2022-01,60-69,"Third dose or booster, less than 21 days ago",161,16685,1146.3,,960.1,1332.5
8,All causes,2022-01,60-69,"Third dose or booster, at least 21 days ago",2996,424986,706.2,,680.9,731.5
8,All causes,2022-01,70-79,Unvaccinated,556,9925,5739,,5259.6,6218.4
8,All causes,2022-01,70-79,"First dose, less than 21 days ago",5,64,8573.6,u,2764.7,20045.8
8,All causes,2022-01,70-79,"First dose, at least 21 days ago",155,1319,12021.5,,10122.1,13920.8
8,All causes,2022-01,70-79,"Second dose, less than 21 days ago",9,124,7440.7,u,3354,14204.8
8,All causes,2022-01,70-79,"Second dose, at least 21 days ago",1777,12497,14603.5,,13921.8,15285.1
